2char_code^3char_code^num_code^name^type
3B^NTB^383^Binter Cabo Verde Sociedade Unipess     S.A.^A
3C^CVA^^Air Chathams Limited                    t/a Air Chathams^I
3D*^^^Dokasch GmBH^G
3E^WBR^122^Multi-Aero, Inc. dba Air Choice One^A
3F^^^Pacific Airways Inc.^I
3G*^^380^POS Asia Cargo Express SDN. BHD         dba Asia Cargo Express^D
3H^AIE^466^Air Inuit Ltd/Ltee^I
3J^JBW^535^Jubba Airways Limited dba Jubba Airways Limited^I
3K*^JSA^375^Jetstar Asia Airways Pte Ltd^I
3M^GFT^449^Silver Airways Corp^I
3N*^URG^746^Air Urga^I
3O^^452^Air Arabia Maroc^I
3P^^711^Air Philip Co., Ltd.^J
3Q^KCH^676^KC International Airlines dba           KC International Airlines Co.,Ltd^I
3S^^875^CAIRE dba Air Antilles Express^A
3S*^^278^Aerologic GmbH^C
3T^TRQ^524^Tarco Air^A
3U^CSC^876^Sichuan Airlines Co. Ltd.^I
3V^TAY^756^ASL Airlines Belgium^I
3W*^^529^Malawian Airlines^I
3X*^^435^Premier Trans Aire Inc.^C
3Y^XBO^^Baseops International, Inc.^D
3Z^TVP^^Travel Service Polska Sp. z.o.o.^A
4A^DYN^920^Aerodynamics, Inc.^A
4B^^184^Boutique Air, Inc.^A
4B*^TUP^210^Aviastar-TU Co.  Aviacompany^D
4C^ARE^35^Aerovias de Integracion Regional        dba LATAM Airlines Colombia^A
4D^ASD^903^Egypt Air Holding Company               dba Air Sinai^I
4E^SBO^242^Stabo Air Limited^C
4G*^GZP^^Gazpromavia Aviation Company Ltd.^I
4I^IZM^597^IHY Izmir Havayollari A.S.^I
4K^KBA^^Kenn Borek Air Ltd.^A
4L^LAU^174^Lineas Aereas Suramericanas SA          "LAS S.A."^C
4M^^469^LAN Argentina S.A.                      dba LATAM Airlines Argentina^I
4N^^287^Air North Charter and Training Ltd.^I
4O*^AIJ^837^ABC Aerolineas S.A. de C.V.^I
4P^^351^Public Charters, Inc.                   dba Regional Sky^A
4Q^SFW^741^Safi Airways Ltd.^I
4R*^SEK^^Star East Airline S.R.L.^B
4S*^OLC^644^Solar Cargo, C.A.^D
4U^GWI^51^Germanwings GmbH^A
4W^WAV^^Warbelow's Air Ventures, Inc.^A
4W*^AJK^574^Allied Air Ltd.^C
4X*^^805^Mercury Air Cargo, Inc.^C
4Y*^^^Airbus Transport International^D
4Z^LNK^749^SA Airlink                               dba South African Airlink^I
5A^AIP^^Alpine Aviation Inc.^D
5B*^BSX^590^Bassaka Air Limited^I
5C^ICL^700^C.A.L. Cargo Airlines Ltd.^C
5C*^^^Nature Air S.A.^A
5D^SLI^642^Aerolitoral S.A. de C.V.^I
5E^^^East Coast Flight Services, Inc.^J
5F^FIA^130^Fly One S.R.L.^I
5G^CUO^113^Aerocuahonte SA de CV^I
5H*^FFV^540^Five Fourty Aviation Limited^I
5I*^^^Alsa Grupo SLU^K
5J^CEB^203^Cebu Air, Inc                           dba Cebu Pacific Air^I
5K^^^Hi Fly Transportes Aereos, S.A.^I
5M^MNT^^Montserrat Airways Ltd.^A
5N^AUL^316^Joint-Stock Company Nordavia            regional airlines^I
5O*^FPO^558^ASL Airlines France^I
5P^^^Small Planet Airlines GmbH^B
5R^RUC^^Rutas Aereas, C.A.                      dba RUTACA^I
5S^GAK^301^Global Aviation Services Group^C
5S*^PSV^^Servicios Aereos Profesionales S.A.^A
5T^^518^Canadian North Inc.^I
5U^TGU^911^Transportes Aereos Guatemaltecos        S.A.^I
5V^^840^Tatonduk Outfitters Limited dba Everts  Air Alaska dba Everts Air Cargo^I
5W*^^^WESTbahn Management GmbH^E
5X^UPS^406^UPS^C
5Y^^369^Atlas Air, Inc.^C
5Z^KEM^225^Cemair (Pty) Ltd. t/a Cemair^I
6A^AMW^616^Armenia Airways Air Company CJSC^I
6B*^BLX^951^TUIfly Nordic AB^I
6D^TVQ^^Travel Service Slovensko s.r.o.^A
6E*^^312^Interglobe Aviation Ltd. dba Indigo^I
6F^^^Primera Air Nordic^A
6G^RLX^^Go2Sky, spol s r.o.^B
6H^ISR^818^Israir Airlines and Tourism Ltd.^I
6I^MMD^248^Air Alsie A/S^A
6J^^^Solaseed Air Inc.^I
6L^AKK^709^Aklak Inc.^I
6M^MXM^387^Maximus Airlines^D
6N^NIN^^Niger Airlines S.A.^A
6O^OBS^^Orbest S.A.^A
6Q^SAW^^Cham Wings Airlines^I
6R^DRU^^Open Joint Stock Company "ALROSA"       (Mirny Air Enterprise)^A
6R*^TNO^873^Aerotransporte de Carga Union, S.A.     dba Aerounion^C
6S^^571^Saudi Gulf Airlines^I
6T^^373^Air Mandalay Ltd.^A
6Y^ART^^Smartlynx Airlines Ltd.^A
6Z^EAK^^JSC "Aircompany "Euro-Asia Air "^A
7A^XRC^336^Express Air Cargo^C
7B^TUB^557^True Aviation Limited^C
7C^JJA^806^Jeju Air Co. Ltd.^A
7C*^COY^575^Coyne Airways Ltd^C
7D^AYS^^Madagasikara Airways                    dba Madagasikara Airways^I
7E^AWU^^Sylt Air GmbH^A
7F^FAB^245^Bradley Air Services Limited            t/a First Air^I
7G*^SFJ^922^Star Flyer Inc.^A
7H^ERH^808^Corvus Airlines, Inc.                   dba Ravn Alaska^I
7I^INC^958^Insel Air International B.V.^I
7J^TJK^502^OJSC "Tajik Air"^A
7K*^^^CSafe Global^G
7L*^AZG^501^Silk Way West Airlines LLC^C
7O^^^Travel Service Legiforgalmi es          Szolgaltato Kft./ Ltd^A
7P^PST^600^Air Panama dba Parsa, S.A.^A
7Q^MNU^87^Elite Airways LLC^A
7R^RLU^362^Joint Stock Aviation Company            "RusLine"^I
7S*^^^Arctic Transportation Services, Inc     Ryan Air^C
7T^^144^Aero Express del Ecuador  - Trans A^C
7T*^^^Trenitalia S.p.A.^E
7U^^428^Alpha Air Transport                     dba Commercial Aviation Services^C
7V^^739^Federal Airlines (Pty) Ltd^A
7W^WRC^461^Wind Rose Aviation Company^I
7Y^^^Mann Yadanarpon Airlines Co. Ltd.^I
7Z*^^^Ameristar Air Cargo, Inc.^J
8A^^691^Panama Airways^C
8B^^^PT. Transnusa Aviation Mandiri^A
8C^^813^Air Transport International Inc.^J
8C*^^58^Cotai Ferry Company Limited^F
8D^EXV^319^FITS Aviation (Pvt) Ltd^C
8E^BRG^^Bering Air Inc.^A
8E*^EFX^766^Easy Fly Express Limited.^D
8F^STP^470^STP Airways^A
8F*^CRG^690^PT Cardig Air^C
8G*^^^Instone Air Services Ltd. t/a Insto^G
8H^BGH^366^BH Air Ltd.^I
8J^^^Linea Aerea Eco Jet S.A.^I
8K^KMI^119^K-Mile Air Co. Ltd                      dba K-Mile Air^C
8L*^^859^Lucky Air Co. Ltd.^I
8M^^599^Myanmar Airways International           Company Limited^I
8N^REG^^Regional Air Services^A
8P^PCO^905^Pacific Coastal Airlines Limited^A
8Q^OHY^66^Onur Air Tasimacilik A.S.^I
8T*^^^Air Tindi Ltd.^I
8U^AAW^546^Afriqiyah Airways^I
8V^^^Wright Air Service Inc.^A
8V*^^485^Astral Aviation Ltd.^C
8W^EDR^^Fly Always N.V.^I
8Y*^AAV^^Astro Air International Inc.^B
8Z^CGA^582^Congo Airways^I
9B*^^450^AccesRail and Partner Railways^E
9C^^89^Spring Airlines Limited Corporation^I
9E^FLG^430^Endeavor Air^I
9F*^^814^Eurostar International Limited^E
9G*^^^9G Rail Limited^E
9H^^856^Changan Airlines Limited Company^I
9I^LLR^^Airline Allied Services Limited         dba Alliance Air^I
9J^DAN^234^Dana Airlines Limited^I
9K^KAP^306^Hyannis Air Service, Inc.                d/b/a Cape Air^A
9L^TOW^^AirTanker Services Limited^B
9M^GLR^634^Central Mountain Air Ltd.^I
9N^TOS^789^Tropic Air Limited^A
9O*^^^The Cargo Flights Co.,LTD.^G
9P^PTR^311^Air Arabia Jordan^I
9Q^CXE^^Caicos Express Airways^I
9R*^NSE^19^Servicio Aereo a Territorios Nacion     "SATENA"^I
9S*^SOO^99^Southern Air Inc.^D
9T*^^556^ACT Havayollari A.S.^C
9U^MLD^572^Air Moldova^I
9V^ROI^742^Avior Airlines, C.A.^I
9W^JAI^589^Jet Airways (India) Limited^I
9X^FDY^504^Southern Airways Express, LLC^A
9Y^^993^National Airways PLC^I
A0^^177^Avian Lineas Aereas S.A. (Avianca)^I
A1^^^A.P.G. Distribution System^H
A2*^AZI^273^Astra Airlines^A
A3^AEE^390^Aegean Airlines^I
A4^^222^JSC "AZIMUTH Airlines"^A
A5^HOP^163^HOP!^I
A6^HTU^389^Yunnan Hong Tu Airlines Co. Ltd.^I
A7^^^Aereo Calafia, S.A. De C.V.^A
A8*^XAU^^Aerolink Uganda Limited^A
A9^^606^Georgian Airways^I
AA^AAL^1^American Airlines Inc.^I
AC^ACA^14^Air Canada^I
AD^AZU^577^Azul Linhas Aereas Brasileiras^I
AE^MDA^803^Mandarin Airlines Ltd.^I
AF^AFR^57^Air France^I
AG^ARU^209^Arubaanse Luchtvaart Maatschappij       NV dba Aruba Airlines^I
AG*^GHN^458^Air Ghana Limited^D
AH^DAH^124^Air Algerie^I
AI^AIC^98^Air India Limited^I
AJ^^179^Aztec Worldwide Airlines Inc.^C
AK^AXM^807^AirAsia Berhad dba AirAsia^I
AL*^^751^Air Leisure^A
AM^AMX^139^Aeromexico^I
AN^^360^Advanced Air, LLC^A
AO^^^Air Juan Aviation, Inc.^I
AP^LAV^374^Alba Star,S.A. dba Alba Star.es^I
AQ^^902^9 Air Co Ltd^I
AR^ARG^44^Aerolineas Argentinas S.A.^I
AS^ASA^27^Alaska Airlines Inc.^I
AT^RAM^147^Royal Air Maroc^I
AU^AUT^143^Cielos del Sur S.A.                     dba Austral Lineas Aereas S.A.^I
AV^AVA^134^Aerovias del Continente Americano       S.A. AVIANCA^I
AW*^AFW^394^Africa World Airlines Limited^A
AX^LOF^414^Trans States Airlines, LLC^I
AY^FIN^105^Finnair Oyj^I
AZ^AZA^55^Alitalia Societa Aerea Italiana         S.p.A^I
B0^DJT^2^DreamJet SAS                            t/a La Compagnie^A
B1^^^Bravo Passenger Solution Pte., Ltd.^H
B2^BRU^628^Belavia - Belarusian Airlines^I
B3^BTN^786^Bhutan Airlines dba Tashi Air           Private Ltd.^I
B4^TAN^698^ZanAir Limited^A
B5^^305^East African Safari Air Express Ltd^I
B6*^JBU^279^Jetblue Airways Corporation^A
B7^UIA^525^UNI Airways Corporation^I
B8^ERT^637^Eritrean Airlines s.c.^I
B9^^491^Iran Airtour Airline^I
BA^BAW^125^British Airways p.l.c.^I
BB*^^376^Seaborne  Airlines^A
BC^SKY^^Skymark Airlines Inc.^I
BD^^688^Cambodia Bayon Airlines Limited^I
BE^BEE^267^Flybe Limited^I
BF^^396^French Bee                              dba French Bee^I
BG^BBC^997^Biman Bangladesh Airlines Limited^I
BH^BML^256^Bismillah Airlines^C
BI^RBA^672^Royal Brunei Airlines Sdn. Bhd.^I
BJ^LBT^796^Nouvelair Tunisie^I
BK*^^866^Okay Airways Company Limited^J
BL^PIC^550^Jetstar Pacific Airlines^I
BM^^480^British Midland Regional Limited        t/a bmi Regional^I
BN^BGN^^Air Inter Transport Co. Ltd.^B
BO^BBD^290^Blafugl ehf.                            dba Bluebird Cargo Ltd^C
BP^BOT^636^Air Botswana^I
BR^EVA^695^EVA Airways Corporation^I
BS^^779^US-Bangla Airlines Limited^A
BT^^657^Air Baltic Corporation A/S^I
BU^0^883^Compagnie Africaine d'Aviation^I
BV^BPA^4^Blue Panorama Airlines S.p.A.^I
BW^BWA^106^Caribbean Airlines Limited              dba Caribbean Airlines Ltd.^I
BX^^982^Air Busan^I
BY^TOM^754^TUI Airways Limited                     dba TUI^I
BZ^BBG^404^Blue Bird Airways^A
BZ*^^620^Blue Dart Aviation Ltd.^C
C0^VCY^734^One Caribbean Ltd^A
C1^^322^Tectimes Sudamericana S.A.^H
C2^^304^CEIBA Intercontinental S.A.^I
C3^TDR^^Trade Air Ltd.^I
C4^QAI^340^Conquest Air, Inc.^D
C5^^841^Champlain Enterprises Inc.              dba Commutair^I
C6*^^^CHEP Aerospace Solutions Ltd.^G
C7^CIN^^Saffron Aviation (Pvt) Ltd              dba Cinnamon Air^A
C8^ICV^356^Cargolux Italia S.p.A.^C
C8*^^^Cronos Airlines^A
C9^^^Alphaland Aviation, Inc.^A
CA^CCA^999^Air China Limited^A
CA*^^999^Air China Cargo^C
CB*^^456^Trans Caribbean Air Export Import,      Inc^I
CC^ABD^318^Air Atlanta Icelandic^J
CC*^OMT^907^CM Airlines^A
CD^CND^503^Corendon Dutch Airlines B.V.^J
CE^CLG^980^Chalair Aviation^A
CF^CYZ^804^China Postal Airlines Ltd.^C
CG*^^626^PNG Air Limited^I
CH^BMJ^^Bemidji Aviation Services, Inc.^I
CI^CAL^297^China Airlines Ltd.^I
CJ*^CFE^^BA Cityflyer Limited^I
CK^^112^China Cargo Airlines Ltd.^C
CL^CLH^683^Lufthansa CityLine GmbH^I
CM^CMP^230^Compania Panamena de Aviacion, S.A.     (COPA)^I
CN^^895^Grand China Air Co. , Ltd.^I
CO^FCB^354^Cobaltair Ltd                           dba Cobalt^I
CP^^3^Compass Airlines LLC^I
CQ^^^Coastal Travels Ltd.^I
CQ*^^976^Charterlines, Inc.^D
CR^ABC^^UBM Aviation - OAG^S
CS^CXB^^Comlux Aruba NV^B
CT^CYL^^Alitalia CityLiner S.p.A.^A
CU^CUB^136^Cubana de Aviacion S.A.^I
CV^CLX^172^Cargolux Airlines International S.A^C
CW^^159^Air Cargo Global s.r.o.^C
CX^CPA^160^Cathay Pacific Airways Ltd.^I
CY^CYP^78^Charlie Airlines Limited^I
CZ^CSN^784^China Southern Airlines^I
D0^DHK^936^DHL Air Limited^C
D2*^^103^Severstal Aircompany Ltd^A
D3^DAO^991^Daallo Airlines^I
D5*^DAE^992^DHL Aero Expreso S.A.^C
D7^XAX^843^Airasia X Berhad dba Airasia X^I
D8*^IBK^329^Norwegian Air International LTD.^I
D9^DAI^313^Dena Airways^I
DB^MLT^^MALETH-AERO AOC LIMITED^J
DC^GAO^^Braathens Regional Airways AB^A
DD^^596^Nok Airlines Public Company Limited     dba Nok Air^I
DE^CFG^881^Condor Flugdienst GmbH^I
DF^CIB^^Condor Berlin GmbH^A
DG^^931^Cebgo, Inc dba Cebgo^A
DH*^NAN^^Norwegian Air Norway AS^J
DI^NRS^762^Norwegian Air UK ltd^I
DJ^^^AirAsia Japan Co. Ltd.^I
DK^VKG^630^Thomas Cook Airlines Scandinavia A/^J
DL^DAL^6^Delta Air Lines, Inc.^I
DM^SSV^^"ANDA AIR" LIMITED LIABILITY COMPAN^B
DN^NAA^323^Norwegian Air Argentina S.A.U.^I
DO^^791^Sky High Aviation Services^A
DP^PBD^425^Pobeda Airlines LLC^I
DR^^299^Ruili Airlines Co. Ltd.^I
DS^^^Easyjet Switzerland S.A^A
DS*^^^Das Nordisk Ltd.^G
DT^DTA^118^TAAG - Linhas Aereas de Angola          (Angola Airlines)^I
DU^LIZ^^Sky Jet M.G. Inc.^A
DV^^655^JSC Aircompany SCAT^I
DW*^DWI^^Dominican Wings. S.A.^J
DX*^DTR^243^Danish Air Transport^I
DY*^NAX^328^Norwegian Air Shuttle A.S.A.^I
DZ^^893^Donghai Airlines Co., Ltd^I
E2^^^Eurowings Europe GmbH^I
E3^VGO^386^Sabaidee Airways Co. Ltd.               dba New Gen^I
E4*^^^Enter Air Spolka z.o.o.^B
E5^RBG^844^Air Arabia Egypt^I
E6*^BRC^417^Bringer Air Cargo Taxi Aereo Ltda^D
E7^^965^Equaflight Service^A
E7*^^355^Estafeta Carga Aerea, S.A. de C.V^C
E9^EVE^783^Evelop Airlines S.L.^I
EB^^460^WAMOS AIR, S.A.^I
ED*^AXE^913^AirExplore, s.r.o.^J
EE^EST^201^Regional Jet Ou^A
EF^^497^Aerolinea del Caribe - Peru S.A.C.^C
EG^ERN^584^Ernest S.P.A.                           Ernest Airlines^I
EH^^^ANA Wings Co., Ltd.^I
EI^EIN^53^Aer Lingus Limited^I
EJ*^^^European Cargo Services BV^G
EK^UAE^176^Emirates^I
EL^^241^Ellinair S.A^I
EM^^^Empire Airlines^C
EN^DLA^101^AIR DOLOMITI S.p.A. LINEE               AEREE REGIONALI EUROPEE^I
EO^KAR^770^LLC "IKAR"                              dba Pegas Fly^I
EP^IRC^815^Iran Aseman Airlines^I
EQ^TAE^269^TAME Linea Aerea del Ecuador^I
ER^SEP^92^Serene Air (PVT.) LTD.^I
ES^ETR^52^Estelar Latinoamerica C.A.              dba Estelar^A
ES*^DHX^155^DHL Aviation EEMEA B.S.C.(c)^C
ET^ETH^71^Ethiopian Airlines^I
EU^^811^Chengdu Airlines^I
EV^ASQ^862^ExpressJet Airlines, Inc.^I
EW^EWG^104^Eurowings GmbH^I
EY^ETD^607^Etihad Airways^I
EZ*^SUS^^Sun Air of Scandinavia A.S.^A
F1^^941^Farelogix Inc.^H
F2*^^^Safarilink Aviation Limited^A
F3^FAD^^Flyadeal Airlines^A
F4^WAF^401^Air Charter, Inc.                       dba Air Flamenco^D
F5^ATG^227^Aerotranscargo^D
F6^FXP^^Fly Compass Service S.R.L.^I
F8^FLE^418^Flair Airlines Ltd.^A
F9^FTT^422^Frontier Airlines, Inc.^I
FA*^SFR^640^Safair (Proprietary) Ltd.               dba Safair^A
FB^LZB^623^Bulgaria Air JSC^I
FC^^441^Vee H Aviation Pty Ltd.                 T/a FLY CORPORATE^A
FC*^VVC^641^Fast Colombia S.A.S                     dba Viva Colombia^B
FD^AIQ^900^Thai AirAsia Co., Ltd.^I
FE^0^436^FAR EASTERN AIR TRANSPORT CORP.^I
FF*^^^Airshop B.V.^G
FG^AFG^255^Ariana Afghan Airlines^I
FH^^^Freebird Airlines^I
FI^ICE^108^Icelandair^I
FJ^FJI^260^Air Pacific Limited t/a Fiji Airway^I
FK^KFA^758^Kelowna Flightcraft Air Charter Ltd     dba KF Cargo^D
FL^^332^AirTran Airways, Inc.^I
FM^^774^Shanghai Airlines Co. Ltd.^I
FN^FTZ^334^Fastjet Airlines Limited^A
FO^^^F.B. Lineas Aereas SA^J
FP^^166^Pelican Airlines Pty Ltd^A
FQ^OLS^300^SOL S.A. Lineas Aereas                  dba Flyest Lineas Aereas^I
FR^RYR^^Ryanair Ltd.^I
FS^^^flyglobal charter Sdn. Bhd.^B
FT^FEG^171^FlyEgypt^A
FU^^666^Fuzhou Airlines Co., Ltd^I
FV^PLK^195^Rossiya Airlines JSC^I
FW^^^IBEX Airlines Co., Ltd.^A
FX^FDX^23^FedEx^C
FY^^918^FlyFirefly Sdn. Bhd^I
FZ^^141^flydubai^I
G2^^233^GALEYR AIRLINE                          dba GALEYR AIRLINE^J
G3^^127^GOL Linhas Aereas S.A.^I
G4^^268^Allegiant Air LLC^A
G5^^987^China Express Airlines^I
G6^GWR^^Aura Airlines^J
G7^GJS^573^GoJet Airlines LLC^I
G8*^GOW^879^Go Airlines (India) Limited^A
G9^^514^Air Arabia                              dba Air Arabia^I
GA^GIA^126^Garuda Indonesia^I
GB^^832^ABX Air, Inc.^C
GC^^282^Global Feeder Services, LLC^C
GE^GBB^^Global Aviation Operations (PTY)Ltd^B
GF^GFA^72^Gulf Air B.S.C. (c)^I
GG^KYE^576^Sky Lease I, Inc.^C
GH^^674^Globus LLC^J
GI^^908^Guangdong Longhao Airlines Co., Ltd^C
GJ^^891^Zhejiang Loong Airlines Co., Ltd^I
GK^^798^Jetstar Japan Co., Ltd.^I
GL^GRL^631^Air Greenland A/S^I
GM^0^^PT.Tri-MG Intra Asia Airlines^C
GM*^GSW^581^Germania Flug AG^A
GO*^KZU^444^ULS Airlines Cargo^D
GP^RIV^275^APG Airlines^I
GQ^SEH^633^Sky Express S.A.^A
GR^AUR^924^Aurigny Air Services Limited^I
GS^^826^TianJin Airlines Co. Ltd^I
GT^^730^Air Guilin Co. Ltd.^I
GU^^240^AVIATECA, S.A.^I
GV^SKG^536^Sky Gabon S.A.^C
GV*^SWV^^Grant Aviation, Inc.^A
GX^^872^Guangxi Beibu Gulf Airlines Co.,Ltd^I
GY^^661^Colorful GuiZhou Airlines Co., Ltd^I
GZ^^755^Air Rarotonga^A
H1^^^Hahn Air Systems^H
H2^SKU^605^Sky Airline S.A.^I
H3^TCN^^Air Berlin Aviation GmbH^D
H4^^^Raven Air, LLC                          dba Island Hoppers^B
H5^CTB^^Thomas Cook Airlines Balearics S.L.     dba Thomas Cook Airlines Balearics^B
H6^BUC^^Bulgarian Air Charter Ltd^J
H6*^^^Hageland Aviation Services, Inc.^A
H7^TRV^379^Taron Avia LLC^I
H9^^769^Himalaya Airlines Pvt. Ltd.^I
HA^HAL^173^Hawaiian Airlines, Inc.^I
HB^^943^Asia Atlantic Airlines Co., Ltd.^I
HC^^490^Air Senegal S.A.^A
HD^ADO^^Airdo Co., Ltd.^I
HE^^^LGW-Luftfahrtgesellschaft Walter        GmbH^A
HF^^483^Air Cote D'Ivoire^I
HH^TBN^283^Taban Airlines^A
HI^^563^Papillon Airways, Inc.^A
HJ*^TMN^^Tasman Cargo Airlines PTY LTD^C
HK^^^Skippers Aviation Pty Ltd.^A
HM^SEY^61^Air Seychelles Limited^I
HN^IRV^342^SAFFAT AIRLINES^I
HO^DKH^18^Juneyao Airlines Co,. Ltd.^I
HP^APF^^Amapola Flyg AB^I
HQ^^583^Thomas Cook Airlines Belgium N.V.^A
HR^^169^Hahn Air Lines GmbH^I
HS^^^Heli Securite Helicopter Airline^A
HT^^877^Tianjin Air Cargo Co., Ltd.^C
HU^CHH^880^Hainan Airlines Holding Company         Limited^I
HV^TRA^979^Transavia Airlines^I
HW^^^North-Wright Airways Ltd.^A
HX^^851^Hong Kong Airlines Limited^I
HY^UZB^250^Uzbekistan Airways^I
HZ^SHU^598^Joint-Stock Company Aurora Airlines^I
I2^^60^Compania Operadora de Corto y Medio     Radio Iberia Express, S.A.U^I
I4^^^Scott Air, LLC                          dba Island Air Express^I
I4*^RSY^757^LTD I Fly^J
I5^^^Air Asia (India) Private Limited^A
I8^IZA^25^Izhavia Public Stock Company^I
IA^IAW^73^Iraqi Airways^I
IB^IBE^75^Iberia Lineas Aereas de Espana S.A.     Operadora^I
ID^BTK^938^PT. Batik Air Indonesia^A
IE^SOL^193^Solomon Airlines Limited^I
IF^FBA^^Fly Baghdad Airlines^I
IF*^^611^Gulf & Caribbean Cargo, Inc^D
IG^ISS^191^Air Italy S.p.A.                        dba Air Italy S.p.A.^I
IH^SRS^824^"Southern Sky Airlines" JSC^A
II^CSQ^175^IBC Airways, Inc.^C
IJ^^^Spring Airlines Japan Co. Ltd.^I
IK^^69^Air Kiribati Limited^I
IL^^^PT.Trigana Air Service^I
IM*^AMA^707^LLP Air company Jupiter Jet^C
IN^NAM^274^PT. Nam Air^A
IO^IAE^154^Closed Joint Stock Company "IrAero"^I
IP^ONS^^ONE Airlines S.p.A^I
IQ^^^"Qazaq Air" Joint Stock Company^A
IR^IRA^96^Iran Air^I
IS^SHI^714^Sepehran Airlines^A
IT^^608^Tigerair Taiwan Co. Ltd^A
IU*^CSW^471^SW Italia s.p.a.^D
IW^^513^PT. Wings Abadi Airlines^I
IX*^AXB^236^Air India Charters Limited^I
IY^IYE^635^Yemenia - Yemen Airways^I
IZ^AIZ^238^Arkia Israeli Airlines^I
J1^^528^One Jet, Inc.^H
J2^AHY^771^Azerbaijan Hava Yollary^I
J3^PLR^^Northwestern Air Lease Ltd.^I
J4^BDR^367^Badr Airlines^A
J5^^^Kalinin Aviation, L.L.C.                Alaska Seaplane Service, L.L.C.^A
J6*^^^Jet Ops^J
J7^ABS^^Afrijet Business Service^A
J8^BVT^801^Berjaya Air Sdn. Bhd.^A
J9*^^486^Jazeera Airways^I
JA^^^JETSMART SpA^A
JC^JAC^^Japan Air Commuter Co., Ltd.^A
JD^CBJ^898^Beijing Capital Airlines Co. Ltd.^I
JE^MNO^472^Mango Airlines (SOC) Ltd                trading as MANGO^I
JE*^^^Jettainer GmbH^G
JF^^^Jet Asia Airways Company Limited db     Jet Asia^I
JG*^^^Airline Container Leasing Inc.^G
JH^FDA^^Fuji Dream Airlines Co. Ltd^A
JI^MRJ^648^Meraj Air^I
JJ^TAM^957^TAM Linhas Aereas S.A.                  dba LATAM Airlines Brasil^I
JK^1GH^543^Aerolinea Del Caribe S.A.               dba Aercaribe S.A.^D
JL^JAL^131^Japan Airlines Co., Ltd.^I
JM^^702^Jambojet Limited^A
JN^^^JOON^A
JO^RYW^561^Royal Wings^I
JP^ADR^165^Adria Airways d.o.o.^I
JQ^JST^41^Jetstar Airways Pty Limited^A
JR^^929^Joy Air^I
JS^KOR^120^Air Koryo^I
JT*^LNI^990^Lion Airlines^A
JU^ASL^115^JSC for Air Traffic-Air Serbia          Belgrade t/a Air Serbia a.d Beograd^I
JV^BLS^632^Bearskin Lake air services LP^I
JW^^842^Vanilla Air Inc.^A
JY^^653^interCaribbean Airways, Ltd.^A
JZ^JUB^565^Jubba Airways^A
