city_name^por_code^por_name
Ambon^AMQ^Pattimura
Amboseli^ASV^Amboseli
Ambriz^AZZ^Ambriz
Ambunti^AUJ^Ambunti
Amderma^AMV^Amderma
American River^RCN^American River
Amery^AHH^Municipal
Ames^AMW^Municipal
Amgu^AEM^Amgu
Amman^ADJ^Marka Intl
Amman^AMM^Queen Alia Intl
Ammaroo^AMX^Ammaroo
Amook Bay^AOS^Sea Plane Base
Amos^YEY^Magny
Ampanihy^AMP^Ampanihy
Ampara^ADP^Gal Oya
Ampara^AFK^Kondavattavan Tank SPB
Amritsar^ATQ^Sri Guru Ram Dass Jee
Amsterdam^AMS^Schiphol Airport
Am Timan^AMC^Am Timan
Anaa^AAA^Anaa
Anaco^AAO^Anaco
Anacortes^OTS^Anacortes
Anadyr^DYR^Ugolny
Anahim Lake^YAA^Anahim Lake
Anaktuvuk Pass^AKP^Anaktuvuk Pass
Analalava^HVA^Analalava
Anapa^AAQ^Vityazevo
Anapolis^APS^Anapolis
Anatom Island^AUY^Anatom Island
Anchorage^FRN^Bryant AAF
Anchorage^EDF^Elmendorf AFB
Anchorage^MRI^Merrill Field
Anchorage^ANC^Ted Stevens Intl
Ancona^AOI^Falconara
Ancud^ZUD^Pupelde
Andahuaylas^ANS^Andahuaylas
Andakombe^ADC^Andakombe
Andamooka^ADO^Andamooka
Andapa^ZWA^Andapa
Andavadoaka^DVD^Andavadoaka
Andenes^ANX^Andoya
Anderson^AID^Municipal
Anderson^AND^Regional
Andes^ADN^Andes
Andizhan^AZN^Andizhan
Andoas^AOP^Alfredo V. Sara Bauer
Andrews^ADR^Robert F. Swinnie
Andriamena^WAD^Andriamena
Andros Town^ASD^International
Andulo^ANL^Andulo
Anegada^NGD^Auguste George
Angeles/Mabalacat^CRK^Clark Intl
Angel Fire^AXX^Angel Fire
Angelholm/Helsingborg^AGH^Airport
Angers^ANE^Marce
Anggi^AGD^Anggi
Anglesey^VLY^Valley
Angleton/Lake Jackson^LJN^Texas Gulf Coast Rgnl
Angling Lake^YAX^Wapekeka
Angoche^ANO^Angoche
Angola^ANQ^Tri-State Steuben Co.
Angoon^AGN^Sea Plane Base
Angoram^AGG^Angoram
Angouleme^ANG^Brie-Champniers
Angra dos Reis^GDR^Angra dos Reis
Anguganak^AKG^Anguganak
Anguilla^AXA^Clayton J. Lloyd Intl
Angus Downs Station^ANZ^Angus Downs Station
Aniak^ANI^Aniak
Aniwa Island^AWD^Aniwa Island
Anjouan^AJN^Ouani
Ankang^AKA^Fuqiang
Ankara^ESB^Esenboga
Ankara^ANK^Etimesgut
Ankavandra^JVA^Ankavandra
Ankazoabo^WAK^Ankazoabo
Ankisatra^TZO^Tsimiroro
Ankokoambo^NKO^Ankokoambo
Ankorefo^WOR^Moramba
Annaba^AAE^Rabah Bitat
Annai^NAI^Annai
Annanberg^AOB^Annanberg
Ann^VBA^Ann
Annapolis^ANP^Lee
Ann Arbor^ARB^Municipal
Annecy^NCY^Meythet
Annette Island^ANN^Annette Island
Anniston^ANB^Regional
Annobon^NBN^Annobon
Anqing^AQG^Tianzhushan
Anshan^AOG^Teng'ao
Anshun^AVA^Huangguoshu
Antalaha^ANM^Antsirabato
Antalya^AYT^Antalya
Antananarivo^TNR^Ivato Intl
Antarctica^UGL^Union Glacier
Anthony Lagoon^AYL^Anthony Lagoon
Anthony^ANY^Municipal
Antigua^ANU^V.C. Bird Intl
Antique^EUQ^Evelio Javier
Antlers^ATE^Municipal
Antofagasta^ANF^Cerro Moreno
Antsalova^WAQ^Antsalova
Antsirabe^ATJ^Antsirabe
Antsiranana^DIE^Arrachart
Antsohihy^WAI^Ambalabe
Antwerp^ANR^International
Anuradhapura^ACJ^Anuradhapura
Anvik^ANV^Anvik
Anyang^AYN^Anyang
Aomori^AOJ^Aomori
Aosta^AOT^Corrado Gex
Apalachicola^AAF^Regional
Apalapsili^AAS^Apalapsili
Apartado^APO^Carepa-A.R. Betancourt
Apataki^APK^Apataki
Apatzingan^AZG^Pablo L. Sidar
Apia^FGI^Fagali'i
Apia^APW^Faleolo Intl
Apiay^API^Luis F. Gomez Nino AB
Apolo^APB^Apolo
Appleton^ATW^International
Apple Valley^APV^Apple Valley
April River^APR^April River
Apucarana^APU^Captain Joao Busse
Aqaba^AQJ^King Hussein Intl
Aracaju^AJU^Santa Maria
Aracati^ARX^Dragao do Mar
Aracatuba^ARU^Dario Guarita
Arad^ARW^Arad
Aragarcas^ARS^Aragarcas
Aragip^ARP^Aragip
Araguaina^AUX^Araguaina
Arak^AJK^Arak
Aramac^AXC^Aramac
Arandis^ADI^Arandis
Aranuka^AAK^Aranuka
Arapahoe^AHF^Municipal
Arapiraca^APQ^Arapiraca
Arapongas^APX^Alberto Bertelli
Arapoti^AAG^Avelino Vieira
Araracuara^ACR^Araracuara
Araraquara^AQA^Bartolomeu de Gusmao
Arar^RAE^Arar
Ararat^ARY^Ararat
Arathusa Safari Lodge^ASS^Arathusa Safari Lodge
Aratika^RKA^Aratika-Nord
Arauca^AUC^Santiago Perez Quiroz
Arauquita^ARQ^El Troncal
Arawa^RAW^Arawa
Araxa^AAX^Araxa
Arba Minch^AMH^Arba Minch
Arboletes^ARO^Arboletes
Arcata/Eureka^ACV^Arcata Apt
Arcata/Eureka^NLN^Kneeland
Arcata/Eureka^EKA^Murray Field
Arctic Bay^YAB^Arctic Bay
Arctic Village^ARC^Arctic Village
Ardabil^ADU^Ardabil
Ardmore^AMZ^Ardmore
Ardmore^AHD^Downtown Executive
Ardmore^ADM^Municipal
Arecibo^ARE^Antonio Juarbe Pol
Are/Ostersund^OSD^Are/Ostersund
Arequipa^AQP^Rodriguez Ballon Intl
Argyle^GYL^Argyle
Aribinda^XAR^Aribinda
Arica^ACM^Arica
Arica^ARI^Chacalluta
Aripuana^AIR^Aripuana
Ariquemes^AQM^Ariquemes
Arkalyk^AYK^Arkalyk
Arkhangelsk^ARH^Talagi
Arlit^RLT^Arlit
Arly^ARL^Arly
Armenia^AXM^El Eden Intl
Armidale^ARM^Armidale
Armstrong^YYW^Armstrong
Aroa^AOA^Aroa
Arona^AON^Arona
Arona^RNA^Ulawa
Arorae^AIS^Arorae
Arrabury^AAB^Arrabury
Arraias^AAI^Arraias
Arso^ARJ^Arso
Artesia^ATS^Municipal
Arthur's Town^ATC^Arthur's Town
Artigas^ATI^Artigas
Arua^RUA^Arua
Aruba^AUA^Reina Beatrix
Arusha^ARK^Arusha
Arutua^AXR^Arutua
Arvaikheer^AVK^Arvaikheer
Arviat^YEK^Arviat
Arvidsjaur^AJR^Arvidsjaur
Asaba^ABB^International
Asahikawa^AKJ^Asahikawa
Asaloyeh^PGU^Persian Gulf Intl
Asapa^APP^Asapa
Asau^AAU^Asau
Ascension^ASC^Ascension
Ascension Island^ASI^RAF Station
Aseki^AEK^Aseki
Asela^ALK^Asela
Ashburton^ASG^Ashburton
Asheville/Hendersonv.^AVL^Asheville Regional
Ash Flat^CKK^Sharp County Regional
Ashgabat^ASB^International
Ashland^ASX^John F. Kennedy Mem.
Ashland^AHM^Municipal
Ashley^ASY^Municipal
Ashtabula^JFN^Northeast Ohio Rgnl
Asirim^ASZ^Asirim
Asmara^ASM^International
Asosa^ASO^Asosa
Aspen^ASE^Pitkin County
Assab^ASA^International
Assis^AIF^Marcelo P. Halzhausen
Astoria^AST^Regional
Astrakhan^ASF^Astrakhan
Asturias^OVD^Asturias
Astypalaia Island^JTY^Astypalaia Island
Asuncion^ASU^Silvio Pettirossi Intl
Aswan^ASW^International
Asyut^ATZ^Asyut
Atalaya^AYX^Gerardo Perez Pinedo
Atambua^ABU^Haliwen
Ataq^AXK^Ataq
Atar^ATR^International
Atauro^AUT^Atauro
Atbara^ATB^Atbara
Atbasar^ATX^Atbasar
Athens^AHN^Ben Epps
Athens^ATH^Eleftherios Venizelos
Athens^MMI^McMinn County
Athens^ATO^Ohio University
Ati^ATV^Ati
Atikokan^YIB^Municipal
Atiu Island^AIU^Atiu Island
Atka^AKB^Atka
Atkamba^ABP^Atkamba
Atlanta^PDK^DeKalb-Peachtree
Atlanta^FTY^Fulton County
Atlanta^ATL^Hartsfield-Jackson Int
Atlantic City^ACY^International
Atlantic^AIO^Municipal
Atmautluak^ATT^Atmautluak
Atoifi^ATD^Atoifi
Atqasuk^ATK^E.Burnell Sr Memorial
Atsugi^NJA^NAF
Attapeu^AOU^Attapeu
Attawapiskat^YAT^Attawapiskat
Attock^ATG^Minhas
Attu Island^ATU^Casco Cove CGS
Atyrau^GUW^Atyrau
Aua Island^AUI^Aua Island
Aubenas^OBS^Ardeche Meridionale
Auburn^AUO^Auburn University Rgnl
Auburn^AUN^Municipal
Auckland^AKL^International
Augusta^DNL^Daniel Field
Augusta^AGS^Regional (Bush Field)
Augusta^AUG^State
Augustus Downs^AUD^Augustus Downs
Auki^AKS^Gwaunaru'u
Aumo^AUV^Aumo
Aupaluk^YPJ^Aupaluk
Aurangabad^IXU^Aurangabad
Aurillac^AUR^Aurillac
Aur Island^AUL^Aur Island
Aurora^LDO^Laduani
Aurora^AUZ^Municipal
Aurukun^AUU^Aurukun
Austin^ASQ^Austin
Austin^AUS^Austin-Bergstrom Intl
Austin^AUM^Municipal
Austral Downs Station^AWP^Austral Downs Station
Auvergne Station^AVG^Auvergne Station
Auxerre^AUF^Branches
Avalon^AVX^Catalina
Aviano^AVB^Air Base
Avignon^AVN^Caumont
Avon Park^AVO^Executive
Avu Avu^AVU^Avu Avu
Awaba^AWB^Awaba
Awaradam^AAJ^Cajana
Awar^AWR^Awar
Awasa^AWA^Awasa
Axum^AXU^Axum
Ayacucho^AYP^Alfredo M. Duarte
Ayacucho^AYC^La Gloria
Ayamaru^KBX^Kambuaya
Ayapel^AYA^El Cebruno
Ayawasi^AYW^Ayawasi
Aydin^CII^Cildir
Ayers Rock^AYQ^Connellan
Ayolas^AYO^Juan de Ayolas
Ayr^AYR^Ayr
Bacau^BCM^Bacau
Bacolod^BCD^Silay International
Badajoz^BJZ^Airport
Bade^BXD^Bade
Badin^BDN^Talhar
Badu Island^BDD^Badu Island
Bafoussam^BFX^Bafoussam
Baganga^BNQ^Baganga
Bagani^BQI^Bagani
Bagan/Nyaung-u^NYU^Bagan/Nyaung-u
Bagdad^BGT^Bagdad
Bagdogra^IXB^Bagdogra
Bage^BGX^Gustavo Kraemer
Baghdad^BGW^International
Baglung^BGL^Balewa
Bagram^OAI^Bagram
Baguio^BAG^Loakan
Bahar Dar^BJR^Bahar Dar
Bahawalpur^BHV^Bahawalpur
Bahia Blanca^BHI^Comandante Espora
Bahia de Caraquez^BHA^Los Perales
Bahia de los Angeles^BHL^Bahia de los Angeles
Bahia Negra^BFA^Bahia Negra
Bahia Pina^BFQ^Bahia Pina
Bahia Solano^BSC^Jose Celestino Mutis
Bahja^BJQ^Bahja
Bahrain^BAH^International
Bahregan^IAQ^Bahregan
Baia Mare^BAY^Baia Mare
Baibara^BAP^Baibara
Baicheng^DBC^Chang'an
Baidoa^BIB^Baidoa
Baie-Comeau^YBC^Baie-Comeau
Baie-Johan-Beetz^YBJ^SPB
Baimuru^VMU^Baimuru
Bainbridge^BGE^Decatur Co Ind. Air Pk
Baindoung^BDZ^Baindoung
Bairnsdale^BSJ^Bairnsdale
Baise^AEB^Youjiang
Baishan^NBS^Changbaishan
Baitadi^BIT^Patan
Bajawa^BJW^Soa
Bajhang^BJH^Bajhang
Bajone^BJN^Bajone
Bajura^BJU^Bajura
Bakelalan^BKM^Bakelalan
Bakel^BXE^Bakel
Baker City^BKE^Municipal
Baker Lake^YBK^Baker Lake
Bakersfield^BFL^Meadows Field
Bakkafjordur^BJD^Bakkafjordur
Bakouma^BMF^Bakouma
Baku^GYD^Heydar Aliyev Intl
Baku^BAK^Metropolitan Area
Baku^ZXT^Zabrat
Balakovo^BWO^Balakovo
Balalae^BAS^Balalae
Balboa^BLB^Panama Pacifico
Balcanoona^LCN^Balcanoona
Baleela^BJE^Baleela
Baler^BQA^Dr. Juan C. Angara
Balgo Hill^BQW^Balgo Hill
Bali^BAJ^Bali
Bali^BLC^Bali
Balikesir^BZI^Balikesir
Balikpapan^BPN^Sepinggan
Balimo^OPU^Balimo
Balirangen^BRG^Siau
Balkanabat^BKN^Balkanabat
Balkhash^BXH^Balkhash
Ballera^BBL^Ballera
Ballina^BNK^Byron Gateway
Ballykelly^BOL^Ballykelly
Balmaceda^BBA^Balmaceda
Balranald^BZD^Balranald
Balsas^BSS^Balsas
Balti^BZY^International
Baltimore^MTN^Martin State
Baltra Island^GPS^Seymour
Baltrum^BMR^Baltrum
Balurghat^RGH^Balurghat
Bamaga^ABM^Northern Peninsula
Bamako^BKO^Senou Intl
Bamarni^BMN^Bamarni
Bam^BXR^Bam
Bambari^BBY^Bambari
Bambu^BCP^Bambu
Bamburi^BMQ^Bamburi
Bamenda^BPC^Bamenda
Bamfield^YBF^SPB
Bamu^BMZ^Bamu
Bamyan^BIN^Bamyan
Banaina^NAF^Banaina
Banda Aceh^BTJ^Sultan Iskandar Muda
Banda Island^NDA^Bandaneira
Bandar Abbas^BND^International
Bandar Lampung^TKG^Radin Inten II
Bandar Lengeh^BDH^Bandar Lengeh
Bandar Mahshahr^MRX^Mahshahr
Bandar Seri Begawan^BWN^Brunei International
Bandirma^BDM^Bandirma
Bandon^BDY^State
Bandundu^FDU^Bandundu
Bandung^BDO^Husein Sastranegara
Banff^YBA^Banff
Banfora^BNR^Banfora
Bangassou^BGU^Bangassou
Bangkok^DMK^Don Mueang Int'l
Bangkok^BKK^Suvarnabhumi Int'l
Bangor^BGR^International
Bangui^BGF^Mpoko Intl
Baniyala^BYX^Baniyala
Banja Luka^BNX^International
Banjarmasin^BDJ^Syamsudin Noor
Banjul^BJL^International
Banning^BNG^Municipal
Bannu^BNP^Bannu
Bantry^BYT^Bantry
Banyuwangi^BWX^Blimbingsari
Banz^BNZ^Banz
Baoshan^BSD^Baoshan
Baotou^BAV^Erliban
Bapi^BPD^Bapi
Baracoa^BCA^Gustavo Rizo
Barahona^BRX^Maria Montez Intl
Barakoma^VEV^Barakoma
Baramita^BMJ^Baramita
Baranof^BNF^Warm Spring Bay SPB
Barbuda^BBQ^Codrington
Barcaldine^BCI^Barcaldine
Barcelona^BCN^Airport
Barcelona^BLA^J.A. Anzoategui Intl
Barcelonnette^BAE^St-Pons
Barcelos^BAZ^Barcelos
Bardera^BSY^Bardera
Bardstown^BRY^Samuels Field
Bardufoss^BDU^Bardufoss
Bareilly^BEK^Bareilly
Bar Harbor^BHB^Hancock County
Barimunya^BYP^Barimunya
Barinas^BNS^Barinas
Bario^BBN^Bario
Bari^BRI^Palese
Barisal^BZL^Barisal
Barkly Downs^BKP^Barkly Downs
Barnaul^BAX^Barnaul
Barnwell^BNL^Regional
Barora^RRI^Barora
Barquisimeto^BRM^Jacinto Lara Intl
Barra^BQQ^Barra
Barra^BRR^Barra
Barra del Colorado^BCL^Barra del Colorado
Barra do Corda^BDC^Barra do Corda
Barra do Garcas^BPG^Barra do Garcas
Barrancabermeja^EJA^Yariguies
Barranca de Upia^BAC^Guadalito
Barranco Minas^NBB^Barranco Minas
Barranquilla^BAQ^Ernesto Cortissoz Intl
Barreiras^BRA^Barreiras
Barreirinhas^BRB^Barreirinhas
Barre/Montpelier^MPV^Edward F. Knapp State
Barretos^BAT^Chafei Amsei
Barrie/Orillia^YLK^Lake Simcoe Regional
Bar River^YEB^Bar River
Barrow-in-Furness^BWF^Walney Island
Barrow Island^BWB^Barrow Island
Barrow^BRW^W.Post-W.Rogers Mem.
Barter Island^BTI^Barter Island
Bartica^GFO^Bartica
Bartlesville^BVO^Municipal
Bartow^BOW^Municipal
Baruun-Urt^UUN^Baruun-Urt
Basankusu^BSU^Basankusu
Basco^BSO^Basco
Basel/Mulhouse^BSL^EuroAirport Swiss
Basel/Mulhouse^EAP^Metropolitan Area
Basongo^BAN^Basongo
Basrah^BSR^International
Basse-Terre^BBR^Baillif
Bastia^BIA^Poretta
Bata^BSG^Bata
Batagay^BQJ^Batagay
Batam^BTH^Hang Nadim
Batangafo^BTG^Batangafo
Batavia Downs^BVW^Batavia Downs
Batesville^HLB^Batesville
Batesville^BVX^Regional
Bathinda^BUP^Bathinda
Bathurst^BHS^Bathurst
Bathurst^ZBF^Bathurst
Bathurst Island^BRT^Bathurst Island
Batman^BAL^Batman
Batna^BLJ^Mostepha Ben Boulaid
Batom^BXM^Batom
Baton Rouge^BTR^Metropolitan-Ryan Fld
Batouri^OUR^Batouri
Batsfjord^BJF^Batsfjord
Battambang^BBM^Battambang
Batticaloa^BTC^Airport
Batticaloa^PQD^Passikudah SPB
Battle Mountain^BAM^Battle Mountain
Batu Licin^BTW^Batu Licin
Batumi^BUS^Batumi
Batuna^BPF^Batuna
Baubau^BUW^Betoambari
Baucau^BCH^Cakung
Bauchi^BCU^Bauchi
Baudette^BDE^International
Baures^BVL^Baures
Bauru^JTC^Moussa Nakhl Tobias
Bawan^BWJ^Bawan
Bawean^BXW^Bawean
Bayamo^BYM^Carlos M. de Cespedes
Bayankhongor^BYN^Bayankhongor
Bayannur^RLK^Tianjitai
Bay City^BBC^Municipal
Baykonur^BXY^Krayniy
Bayreuth^BYU^Bindlacher Berg
Baytown^HPY^Baytown
Bazaruto Island^BZB^Bazaruto Island
Bazhong^BZX^Enyang
Beagle Bay^BEE^Beagle Bay
Bealanana^WBE^Ankaizina
Bear Creek^BCC^Bear Creek 3
Bearskin Lake^XBE^Bearskin Lake
Beatrice^BIE^Municipal
Beatty^BTY^Beatty
Beaufort^BFT^Beaufort County
Beaumont/Port Arthur^BMT^Beaumont Municipal
Beaumont/Port Arthur^BPT^Jack Brooks Regional
Beaver^WBQ^Beaver
Beaver Creek^YXQ^Beaver Creek
Beaver Falls^BFP^Beaver County
Bechar^CBH^Boudghene B. Ali Lotfi
Beckley^BKW^Raleigh County Mem.
Beckwourth^NVN^Nervino
Bedele^XBL^Buno Bedele
Bedford Downs^BDW^Bedford Downs
Bedford^BED^Laurence G Hanscom Fld
Bedford^BFR^Virgil I Grissom Muni
Bedourie^BEU^Bedourie
Bedwell Harbour^YBW^SPB
Beersheba^BEV^Beersheba
Beeville^NIR^Chase Field Industrial
Befandriana^WBD^Befandriana
Beica^BEI^Beica
Beida^LAQ^Labraq
Beihai^BHY^Fucheng
Beihan^BHN^Beihan
Beijing^PEK^Capital Intl
Beijing^PKX^Daxing Intl.
Beijing^BJS^Metropolitan Area
Beijing^NAY^Nanyuan
Beira^BEW^Beira
Beirut^BEY^Rafic Hariri Intl
Bejaia^BJA^Soummam-Abane Ramdane
Beja^BYJ^International
Bekily^OVA^Bekily
Belaga^BLG^Belaga
Belaya Gora^BGN^Belaya Gora
Belem^BEL^Val de Cans Intl
Beletwene^BLW^Beletwene
Belfast^BHD^George Best City Apt
Belfast^BFS^International
Belgaum^IXG^Sambre
Belgorod^EGO^Belgorod
Belgrade^BJY^Batajnica
Belgrade^BEG^Nikola Tesla
Belize City^TZA^Municipal
Belize City^BZE^Philip S.W.Goldson Int
Bella Bella^ZEL^Campbell Island
Bella Bella^YSX^Shearwater SPB
Bella Coola^QBC^Bella Coola
Bellaire^ACB^Antrim County
Bellary^BEP^Bellary
Bella Union^BUV^Placeres
Bellavista^BLP^Huallaga
Bellburn^BXF^Bellburn
Belle Chasse^BCS^Southern Seaplane Apt
Belleville^BLV^MidAmerica St Louis
Belle Yella^BYL^Belle Yella
Bellingham^BLI^International
Bell Island^KBE^Hot Springs SPB
