geoNameId	name	featureCode	countryCode	adminCode1	adminCode2	timeZoneId	latitude	longitude	iata	icao	cityId	cityName	isActive
2106	Rasht Airport	AIRP	IR	08	null	Asia/Tehran	37.32531	49.60582	RAS	OIGG	118743	Rasht	1
4472	Khafr Bū at Taḩtā	AIRP	SY	02	null	Asia/Damascus	35.4125	35.94167	null	null	171687	Batrā	1
5428	Forūdgāh-e Gorgān	AIRP	IR	35	null	Asia/Tehran	36.90938	54.40134	GBT	OING	39161	Māmā’ī	1
16126	Tymbou Airstrip	AIRF	CY	04	null	Asia/Nicosia	35.15	33.5	null	null	146011	Tymbou	1
17699	Qūshchī	AIRP	IR	01	null	Asia/Tehran	37.9	45	null	null	21170	Bāstān Qūshchī	1
17839	Marāgheh	AIRP	IR	33	null	Asia/Tehran	37.34802	46.1279	ACP	OITM	124877	Marāgheh	1
17904	Khānīān	AIRP	IR	33	null	Asia/Tehran	37.48333	45.91667	null	null	127886	Khānīān	1
20794	Nicosia International Airport	AIRQ	CY	04	null	Asia/Nicosia	35.15417	33.275	NIC	LCNC	146268	Nicosia	0
35790	Pāygāh-e Havā’ī-ye Nowzheh	AIRB	IR	09	null	Asia/Tehran	35.2	48.7	null	null	129904	Kabūdar Āhang	1
36617	Forūdgāh-e Dezfūl	AIRP	IR	15	null	Asia/Tehran	32.43333	48.43333	DEF	OIAD	139131	Cham Golak	1
66098	Vahdati AFB	AIRB	IR	00	null	Asia/Tehran	32.43333	48.38333	null	null	6687934	Kūy-e Jomhūrī-ye Eslāmī	1
66735	Shahroki Air Force Base	AIRF	IR	00	null	Asia/Tehran	35.21667	48.65	null	null	143619	Amīrābād	1
68239	Forūdgāh-e Hamedān	AIRF	IR	09	null	Asia/Tehran	34.86809	48.55273	null	null	129945	Jūraqān	1
68618	Deh Dasht	AIRF	IR	00	null	Asia/Tehran	30.80444	50.56472	null	null	136987	Dehdasht	1
69009	Behbahan	AIRF	IR	00	null	Asia/Tehran	30.58333	50.23333	null	null	140951	Behbahān	1
69311	Agha Jari	AIRF	IR	15	null	Asia/Tehran	30.7391	49.6869	null	null	6663030	Omīdīyeh	1
104470	King Abdul Aziz Naval Base	AIRF	SA	06	null	Asia/Riyadh	26.94322	49.70286	null	null	109435	Al Jubayl	1
148847	West Kilimanjaro Landing Ground	AIRF	TZ	00	null	Africa/Dar_es_Salaam	-3.04875	36.99995	null	HTWK	160061	Engare Nairobi	1
149607	Tanga	AIRP	TZ	18	null	Africa/Dar_es_Salaam	-5.08333	39.06667	TGT	HTTG	149606	Tanga	1
149659	Tabora Airport	AIRP	TZ	17	null	Africa/Dar_es_Salaam	-5.08333	32.83333	TBO	HTTB	149658	Tabora	1
151480	Njombe	AIRF	TZ	04	null	Africa/Dar_es_Salaam	-9.35	34.76667	null	null	151479	Njombe	1
155949	Lindi	AIRF	TZ	07	null	Africa/Dar_es_Salaam	-9.83333	39.78333	null	null	155965	Likonga	1
157517	Kikwetu	AIRF	TZ	07	null	Africa/Dar_es_Salaam	-9.83333	39.75	null	null	155965	Likonga	1
157740	Kigoma	AIRF	TZ	05	null	Africa/Dar_es_Salaam	-4.88528	29.67056	null	null	149310	Ujiji	1
160265	Dar es Salaam	AIRF	TZ	23	null	Africa/Dar_es_Salaam	-6.88333	39.2	null	null	8128937	Banana	1
175282	Rosa Landing Ground	AIRF	ZM	05	null	Africa/Lusaka	-9.52697	31.23795	null	null	176244	Maliko	1
175622	Mwenimpanza Landing Ground	AIRF	ZM	05	null	Africa/Lusaka	-9.45775	32.94956	null	null	176427	Lenga	1
175809	Munuka Landing Ground	AIRF	ZM	05	null	Africa/Lusaka	-9.9	31.68333	null	null	175810	Munuka	1
176556	Kawambwa	AIRF	ZM	04	null	Africa/Lusaka	-9.8	29.1	null	FLKB	176555	Kawambwa	1
176993	Kalungu	AIRF	ZM	05	null	Africa/Lusaka	-9.66667	32.71667	null	null	175667	Mwananzovu	1
192883	Keringet Landing Strip	AIRF	KE	08	null	Africa/Nairobi	-0.4127	35.67659	null	null	199083	Darasha ya Mawe	1
195916	Jomo Kenyatta Airport Nairobi	AIRF	KE	05	null	Africa/Nairobi	-1.31943	36.92798	null	null	198516	Embakasi	1
214611	Kamina Base	AIRP	CD	00	null	Africa/Lubumbashi	-8.64202	25.2529	KMN	FZSA	388578	Lumwe	1
235714	Karonga Airport	AIRP	MW	00	null	Africa/Blantyre	-9.95357	33.89302	KGJ	FWKA	235715	Karonga	1
235750	Chitipa	AIRF	MW	N	04	Africa/Blantyre	-9.7	33.26667	null	FWCT	235751	Chitipa	1
241725	Tekro	AIRF	TD	24	null	Africa/Ndjamena	19.48333	20.85	null	null	0	null	1
242181	Ounianga-Kebir	AIRF	TD	24	null	Africa/Ndjamena	19.05	20.48333	null	null	242179	Ounianga Kébir	1
242182	Ounianga-Kebir	AIRF	TD	24	null	Africa/Ndjamena	19.05	20.43333	null	null	242179	Ounianga Kébir	1
242183	Ounianga-Kebir	AIRF	TD	24	null	Africa/Ndjamena	19	20.43333	null	null	242179	Ounianga Kébir	1
243591	Iriba	AIRF	TD	02	null	Africa/Ndjamena	15.13333	22.21667	null	null	243590	Iriba	1
243704	Haraze	AIRF	TD	13	null	Africa/Ndjamena	9.93333	20.9	null	null	241839	Tafok Bara	1
243761	Guéréda	AIRF	TD	02	null	Africa/Ndjamena	14.5	22.08333	null	null	243760	Guéréda	1
244129	Fada	AIRF	TD	24	null	Africa/Ndjamena	17.15	21.55	null	null	244128	Fada	1
244879	Biltine	AIRF	TD	02	null	Africa/Ndjamena	14.53333	20.9	null	FTTE	244878	Biltine	1
245339	Am Timam	AIRF	TD	13	null	Africa/Ndjamena	11.03333	20.26667	null	null	245338	Am Timan	1
245502	Am Dam	AIRF	TD	25	null	Africa/Ndjamena	12.73333	20.5	null	null	244034	Galbasa	1
245670	Adré	AIRF	TD	12	null	Africa/Ndjamena	13.48333	22.16667	null	null	245669	Adré	1
245786	Abéché	AIRP	TD	12	null	Africa/Ndjamena	13.85	20.85	AEH	FTTC	245164	Arkou	1
248251	Maţār al Malik Ḩusayn	AIRP	JO	15	null	Asia/Amman	32.35635	36.25918	OMF	OJMF	250085	Az Zubaydīyah	1
248252	Queen Alya International Airport	AIRP	JO	16	null	Asia/Amman	31.66667	36.16667	null	null	407171	Al ‘Āmirīyah	1
248338	Mafraq Airport	AIRF	JO	15	null	Asia/Amman	32.36667	36.25	null	null	250085	Az Zubaydīyah	1
250397	Maţār al `Aqabah	AIRP	JO	21	null	Asia/Amman	29.61162	35.01807	AQJ	OJAQ	250774	Aqaba	1
250437	Maţār `Ammān al Madanī	AIRP	JO	16	null	Asia/Amman	31.9727	35.99157	ADJ	OJAM	250441	Amman	1
250457	Al-Ahnab	AIRF	JO	20	null	Asia/Amman	29.96667	36.9	null	null	0	null	1
250478	Al Qaţrānī	AIRQ	JO	09	null	Asia/Amman	31.25078	36.05209	null	null	250480	Al Qaţrānah	0
250561	Al Manzil	AIRF	JO	09	null	Asia/Amman	31.08097	36.02586	null	null	250480	Al Qaţrānah	1
262714	Ellinikón Airport	AIRQ	GR	ESYE31	445408	Europe/Athens	37.89031	23.73456	HEW	LGAT	262719	Ellinikó	0
276636	Beirut International Airport	AIRP	LB	05	null	Asia/Beirut	33.82093	35.48839	BEY	OLBA	276781	Beirut	1
283468	Jerusalem Airport	AIRQ	PS	WE	null	Asia/Hebron	31.86667	35.21667	JRS	LLJR	7303419	East Jerusalem	0
283507	Janīn	AIRQ	PS	WE	null	Asia/Hebron	32.50319	35.29292	null	null	294142	Muqeibila	0
286348	Maţār as Sīb ad Duwalī	AIRP	OM	00	null	Asia/Muscat	23.59328	58.28444	MCT	OOMS	287286	Muscat	1
290288	Bahrain International Airport	AIRP	BH	15	null	Asia/Bahrain	26.27083	50.63361	BAH	OBBI	290340	Manama	1
299192	Erzincan Havaalanı	AIRP	TR	24	null	Europe/Istanbul	39.71625	39.51526	null	null	296667	Yoğurtlu	1
312763	Isparta Havaalanı	AIRP	TR	33	null	Europe/Istanbul	37.85809	30.37023	null	null	0	null	1
319675	İncirlik Hava Üssü	AIRB	TR	81	null	Europe/Istanbul	36.99898	35.42044	UAB	LTAG	311319	İncirlik	1
364126	Wadi Seidna North	AIRP	SD	29	null	Africa/Khartoum	15.83333	32.51667	null	null	364128	Wādī Sayyidnā	1
364127	Wadi Seidna	AIRP	SD	29	null	Africa/Khartoum	15.8	32.51667	null	null	366824	Siru	1
368524	Port Sudan	AIRP	SD	36	null	Africa/Khartoum	19.56667	37.21667	null	HSSP	366778	South Town	1
369254	New Halfa	AIRF	SD	52	null	Africa/Khartoum	15.36667	35.71667	NHF	HSNW	374272	New Halfa	1
370130	Merowe	AIRF	SD	43	null	Africa/Khartoum	18.46667	31.81667	null	null	380963	Sannum	1
372536	Khartoum	AIRP	SD	29	null	Africa/Khartoum	15.5895	32.55316	KRT	HSSS	379252	Khartoum	1
374985	Généina	AIRP	SD	47	null	Africa/Khartoum	13.48333	22.46667	EGN	HSGN	379303	Geneina	1
376295	Dongola	AIRF	SD	43	null	Africa/Khartoum	19.18333	30.45	null	null	375831	El ‘Urdi	1
376985	Carthago	AIRF	SD	36	null	Africa/Khartoum	18.73333	37	null	HSCG	376984	Carthago	1
378230	Atbara Old	AIRQ	SD	53	null	Africa/Khartoum	17.7	34	null	null	378231	Atbara	0
381048	‘Abri	AIRF	SD	43	null	Africa/Khartoum	20.76667	30.35	null	null	381046	‘Abrī	1
385989	Butare	AIRF	RW	15	null	Africa/Kigali	-2.59296	29.73471	BTQ	HRYI	203112	Butare	1
385990	Gabiro	AIRF	RW	11	null	Africa/Kigali	-1.54335	30.38195	null	HRYO	7595203	Gabiro	1
385991	Gako	AIRF	RW	09	null	Africa/Kigali	-2.23028	30.18056	null	null	7656447	Kanabuye	1
385992	Gisenyi	AIRF	RW	14	null	Africa/Kigali	-1.67639	29.25917	GYI	HRYG	202905	Gisenyi	1
385993	Kamembe	AIRF	RW	14	null	Africa/Kigali	-2.45987	28.90732	KME	HRZA	202137	Kamembe	1
385994	Kigali International Airport	AIRP	RW	12	null	Africa/Kigali	-1.9631	30.1346	KGL	HRYR	202061	Kigali	1
385995	Ruhengeri	AIRF	RW	13	null	Africa/Kigali	-1.49833	29.6325	RHG	HRYU	201521	Ruhengeri	1
387438	Ngara	AIRF	TZ	19	null	Africa/Dar_es_Salaam	-2.5375	30.71	null	HTNR	151711	Ngara	1
387486	Kibondo	AIRF	TZ	05	null	Africa/Dar_es_Salaam	-3.51472	30.63694	null	HTKB	157960	Kibondo	1
387622	Fizi	AIRQ	CD	00	null	Africa/Lubumbashi	-4.19667	29.03889	null	null	209821	Malindi	0
387712	Dunda	AIRF	CD	00	null	Africa/Lubumbashi	-3.11944	29.21667	null	null	216975	Dunda	1
387713	Uvira	AIRF	CD	00	null	Africa/Lubumbashi	-3.31972	29.17389	null	null	387666	Rutemba	1
387756	Biharamulo	AIRQ	TZ	19	null	Africa/Dar_es_Salaam	-2.65806	31.36139	null	null	158166	Katok	0
388610	Tabriz	AIRP	IR	33	null	Asia/Tehran	38.1334	46.2342	TBZ	OITT	35056	Tabrīz Jānī	1
388727	Lenkoran	AIRP	AZ	29	null	Asia/Baku	38.74194	48.81389	LLK	UBBL	147622	Lǝnkǝran	1
388955	Havar Khan	AIRQ	IR	32	null	Asia/Tehran	39.57667	47.70528	null	null	143868	‘Alīreẕāābād-e Qadīm	0
388962	Parsabad	AIRF	IR	32	null	Asia/Tehran	39.60472	47.87778	PFG	OITP	442604	Ebrāhīmābād-e Jadīd	1
389044	Prishib	AIRF	AZ	15	null	Asia/Baku	39.13333	48.59889	null	null	147099	Svetlaya Zarya	1
389045	Kyzylagadzh	AIRF	AZ	32	null	Asia/Baku	39.00722	48.80361	null	null	147633	Qızılağac	1
389048	Narimanovka Southwest	AIRF	AZ	13	null	Asia/Baku	39.48861	48.33722	null	null	393388	Səmədabad	1
389049	Tazakend North	AIRF	AZ	13	null	Asia/Baku	39.43167	48.36444	null	null	148333	Bilyasuvar	1
389050	Narimanovka South	AIRF	AZ	13	null	Asia/Baku	39.47889	48.40222	null	null	393389	Nərimankənd	1
389051	Murav Yevko	AIRF	AZ	13	null	Asia/Baku	39.45917	48.47806	null	null	389056	Murov’yevko	1
389052	Pushkino Southwest	AIRF	AZ	13	null	Asia/Baku	39.41778	48.46833	null	null	400149	Ağalıkənd	1
389054	Pushkino South	AIRF	AZ	13	null	Asia/Baku	39.42806	48.53111	null	null	400147	Aşağı Cürəli	1
389055	Pushkino	AIRF	AZ	13	null	Asia/Baku	39.45167	48.55639	null	null	148340	Pushkino	1
389062	Imishli East	AIRF	AZ	24	null	Asia/Baku	39.87306	48.0875	null	null	389063	Druz-Iki	1
389067	Saatly	AIRF	AZ	45	null	Asia/Baku	39.92917	48.38667	null	null	147483	Molday	1
389074	Dokshin	AIRF	AZ	45	null	Asia/Baku	39.94361	48.61861	null	null	389075	Dokshin	1
389124	Pushkino East	AIRQ	AZ	13	null	Asia/Baku	39.51194	48.69583	null	null	400160	Muğan	0
389131	Karachala	AIRF	AZ	46	null	Asia/Baku	39.8375	48.96167	null	null	147196	Şatrovka	1
389145	Salyany Southwest	AIRF	AZ	49	null	Asia/Baku	39.58083	48.95806	null	null	148511	Arbatan	1
389147	Sarvan	AIRF	AZ	13	null	Asia/Baku	39.49139	48.85417	null	null	147251	Sarvan	1
389148	Ashagy Surra	AIRF	AZ	49	null	Asia/Baku	39.47333	48.97	null	null	148461	Aşağı Surra	1
389166	Salyany	AIRF	AZ	49	null	Asia/Baku	39.65028	48.98611	null	null	148466	Aşağı Noxudlu	1
389167	Khaladzh	AIRF	AZ	46	null	Asia/Baku	39.71556	49.01056	null	null	147344	Parchakhaladzh	1
389185	Pirsagat	AIRF	AZ	07	null	Asia/Baku	39.85194	49.34806	null	null	400072	Pirsaat	1
390285	Ben Gurion	AIRP	IL	02	null	Asia/Jerusalem	32.01361	34.88657	TLV	LLBG	293397	Tel Aviv Yaffo	1
391130	Abu Ali	AIRF	SA	00	null	Asia/Riyadh	27.31862	49.58667	null	OEAA	413715	Al Fanātīr	1
391174	Al Mira	AIRF	SA	00	null	Asia/Riyadh	31.37682	39.7984	null	null	391226	Ḩazm al Jalāmīd	1
391175	Jalamid	AIRF	SA	00	null	Asia/Riyadh	31.2864	40.09826	null	null	391226	Ḩazm al Jalāmīd	1
391198	Gassim	AIRP	SA	00	null	Asia/Riyadh	26.30282	43.77391	ELQ	OEGS	109923	Al Başar	1
391287	Ahmadi	AIRQ	KW	00	null	Asia/Kuwait	29.03722	48.06278	null	null	285839	Al Aḩmadī	0
391316	Failaka	AIRH	KW	00	null	Asia/Kuwait	29.44333	48.28333	null	null	285673	Az Zawr	1
391497	Dumayyigh	AIRF	SA	06	null	Asia/Riyadh	27.14389	47.05972	null	null	391447	Ash Shāmīyah	1
391768	King Khalid Military City	AIRF	SA	00	null	Asia/Riyadh	27.90065	45.52817	null	null	104270	Masjid Ibn Rashīd	1
391769	Al Batin	AIRF	SA	00	null	Asia/Riyadh	27.95532	45.55671	null	null	104270	Masjid Ibn Rashīd	1
391797	Faridah SF	AIRF	SA	06	null	Asia/Riyadh	26.89017	47.85906	null	null	390214	Ghanwá	1
391803	Mujaylis	AIRF	SA	06	null	Asia/Riyadh	26.94951	47.8573	null	null	390214	Ghanwá	1
391843	Al Haba	AIRF	SA	06	null	Asia/Riyadh	27.335	46.96917	null	null	408615	Al Lahābah ash Shamālīyah	1
391844	Muhaysh	AIRF	SA	06	null	Asia/Riyadh	26.48244	48.01308	null	null	391720	Siḩmah	1
391927	Sakhayl	AIRF	SA	00	null	Asia/Riyadh	27.44806	47.14444	null	null	391920	Muţribah	1
391966	Munaysir	AIRF	SA	06	null	Asia/Riyadh	27.4959	46.80064	null	null	391914	Al Qar‘ā’	1
392139	King Faisal Airbase	AIRF	JO	00	null	Asia/Amman	30.33861	36.13667	null	null	250649	Al Jafr	1
392191	Ulya	AIRF	SA	00	null	Asia/Riyadh	27.55528	47.715	null	null	103283	Qaryah al ‘Ulyā	1
392317	Thadj	AIRF	SA	00	null	Asia/Riyadh	26.95556	48.71417	null	null	109594	Al Ḩinnāh	1
392358	Al Wadia	AIRF	SA	00	null	Asia/Riyadh	27.69083	47.19083	null	null	392413	Khubayrā’	1
392366	Khabb	AIRF	SA	10	null	Asia/Riyadh	26.14181	47.17121	null	null	102108	Shawyah	1
392427	Turaif West	AIRF	SA	00	null	Asia/Riyadh	31.7133	38.508	null	null	101312	Ţurayf	1
392431	Turaif	AIRP	SA	00	null	Asia/Riyadh	31.69194	38.73417	TUI	OETR	101312	Ţurayf	1
392432	Turaif Old	AIRF	SA	00	null	Asia/Riyadh	31.69544	38.66606	null	null	101312	Ţurayf	1
392449	Al Lisafah South East	AIRF	SA	00	null	Asia/Riyadh	27.87083	47.02556	null	null	392492	Ma‘raj aş Sūbān	1
392453	Al Wariah	AIRF	SA	00	null	Asia/Riyadh	27.83778	47.43722	null	null	392418	As Su‘ayyirah	1
392544	Al Wariah Southeast Highway	AIRF	SA	00	null	Asia/Riyadh	27.66611	47.93417	null	null	103282	Qurayyah	1
392611	Āl Artawiyah North	AIRF	SA	10	null	Asia/Riyadh	26.87028	45.31639	null	null	392609	Umm al Jamājim	1
392622	Jubail Old	AIRF	SA	00	null	Asia/Riyadh	26.98956	49.66546	null	null	109435	Al Jubayl	1
392637	Ras Tanura	AIRF	SA	06	null	Asia/Riyadh	26.72222	50.03125	null	OERT	102985	Raḩīmah	1
392652	Dhahran International	AIRP	SA	00	null	Asia/Riyadh	26.26542	50.15203	DHA	OEDR	107797	Dhahran	1
392684	Al Qatranah Highway Strip	AIRF	JO	00	null	Asia/Amman	31.25028	36.23833	null	null	250480	Al Qaţrānah	1
392694	Highway H Highway Strip	AIRF	JO	00	null	Asia/Amman	31.79028	36.21694	null	null	407169	Al Muwaqqar	1
392719	Shaheed Mwaffaq	AIRF	JO	00	null	Asia/Amman	31.84222	36.78278	null	null	250094	Azraq ash Shīshān	1
392735	Awali	AIRF	BH	17	null	Asia/Bahrain	26.04	50.52278	null	null	290303	Aş Şakhīr	1
392736	Al Ghadaf Highway Strip	AIRF	JO	00	null	Asia/Amman	31.59722	36.93083	null	null	407177	Al ‘Umarī	1
392870	Ad Duwayd	AIRF	SA	00	null	Asia/Riyadh	30.22028	42.30889	null	null	110290	Ad Duwayd	1
392885	Al Uwayqilah	AIRF	SA	00	null	Asia/Riyadh	30.33944	42.21167	null	null	108791	Al ‘Uwayqīlah	1
392993	Guriat	AIRP	SA	00	null	Asia/Riyadh	31.41278	37.27389	URY	OEGT	108648	Al Qurayyāt	1
393120	Mutadil	AIRF	SA	20	null	Asia/Riyadh	30.65977	40.5701	null	null	393117	Ţal‘at ‘Ammār	1
393230	Badanah Old	AIRF	SA	15	null	Asia/Riyadh	30.98844	40.9929	null	null	107756	Badanah	1
393283	Ali al Salem Airbase	AIRB	KW	00	null	Asia/Kuwait	29.35	47.52111	null	null	388036	Al Murayţibah	1
393526	Raudhatain	AIRQ	KW	00	null	Asia/Kuwait	29.89139	47.73639	null	null	89824	Umm Qaşr	0
393528	Umm al Aish	AIRQ	KW	00	null	Asia/Kuwait	29.81667	47.73167	null	null	285828	Bahra	0
393598	Queen Alia International	AIRP	JO	00	null	Asia/Amman	31.72256	35.99321	AMM	OJAI	250441	Amman	1
393741	Qaysumah	AIRF	SA	00	null	Asia/Riyadh	28.33556	46.12472	AQI	OEPA	108918	Al Qayşūmah	1
393826	Abraq al Kibrit	AIRF	SA	00	null	Asia/Riyadh	28.05694	48.0675	null	null	394044	Al Kabrīt	1
393863	Al Qaraah	AIRF	SA	00	null	Asia/Riyadh	28.28111	47.61327	null	null	394044	Al Kabrīt	1
393877	Rafha	AIRP	SA	00	null	Asia/Riyadh	29.62642	43.49061	RAH	OERF	103012	Rafḩā	1
393884	Ahmed Al Jaber Air Base	AIRB	KW	00	null	Asia/Kuwait	28.94167	47.78972	null	OKAJ	384601	Aţ Ţawīl	1
393895	Ras al Mishab South	AIRF	SA	06	null	Asia/Riyadh	28.0283	48.58262	null	null	109113	Al Mish‘āb	1
393902	Ras al Mishab	AIRF	SA	06	null	Asia/Riyadh	28.08083	48.61045	null	null	109113	Al Mish‘āb	1
393937	Sodowiyat	AIRF	SA	00	null	Asia/Riyadh	28.11123	46.72736	null	null	108153	Aş Şadāwī	1
393943	Al Musannah South	AIRF	SA	00	null	Asia/Riyadh	28.20798	46.71776	null	null	108153	Aş Şadāwī	1
393963	Al Musannah	AIRF	SA	00	null	Asia/Riyadh	28.65041	46.75622	null	null	108383	Ar Ruq‘ī	1
393978	Ras al Khafji	AIRF	SA	06	null	Asia/Riyadh	28.39028	48.51583	null	null	102912	Ra’s al Khafjī	1
393995	Ad Dibdibah	AIRF	SA	00	null	Asia/Riyadh	28.60556	47.07972	null	null	0	null	1
393996	Al Musannah	AIRF	SA	00	null	Asia/Riyadh	28.49271	47.06339	null	null	0	null	1
394018	Al Qaraah West	AIRF	SA	00	null	Asia/Riyadh	28.25583	47.22192	null	null	392492	Ma‘raj aş Sūbān	1
395011	Ḩā’il Airport	AIRP	SA	13	null	Asia/Riyadh	27.43792	41.68629	HAS	OEHL	395014	Sidīs	1
399410	Al-Jawf Domestic Airport	AIRP	SA	00	null	Asia/Riyadh	29.78513	40.10001	AJF	OESK	103331	Qārā	1
400673	Al Halal	AIRF	SA	10	null	Asia/Riyadh	24.7408	47.87775	null	null	104896	Khurayş	1
400674	Al Halal North	AIRF	SA	10	null	Asia/Riyadh	24.76828	47.87202	null	null	104896	Khurayş	1
400675	King Khalid International	AIRP	SA	00	null	Asia/Riyadh	24.95764	46.69878	RUH	OERK	108410	Riyadh	1
400676	Banban	AIRF	SA	10	null	Asia/Riyadh	24.97583	46.57083	null	null	107684	Banbān	1
400679	Riyadh Mil	AIRB	SA	10	null	Asia/Riyadh	24.71167	46.72417	null	null	448607	Az Zahrā’	1
400680	Riyahd Civil Defense Heliport	AIRH	SA	10	null	Asia/Riyadh	24.74806	46.73722	null	null	448570	Al Quds	1
400687	Riyadh South	AIRF	SA	10	null	Asia/Riyadh	24.58882	46.82899	null	null	448599	Al Manākh	1
401711	Abyazan Airfield	AIRF	IR	28	null	Asia/Tehran	33.35722	51.94444	null	null	69111	Bāgh-e Shāh	1
401819	Nain Airfield	AIRF	IR	28	null	Asia/Tehran	32.86278	53.06	null	null	122869	Nā’īn	1
402207	Kahrizak Airfield	AIRF	IR	26	null	Asia/Tehran	35.44972	51.31056	null	null	551	Gardaneh-ye Ḩoseynābād	1
403865	Forūdgāh-e Manzariyeh	AIRF	IR	39	null	Asia/Tehran	34.9828	50.8056	null	null	403866	Qāshqā Bolāgh	1
403894	Qom	AIRF	IR	39	null	Asia/Tehran	34.69333	50.82861	null	null	6663600	Qal‘eh-ye Kāmkār	1
404564	Forūdgāh-e Qal‘eh Morghī	AIRP	IR	26	null	Asia/Tehran	35.6447	51.3814	null	null	404576	Javādīyeh	1
404590	Forūdgāh-e Dowshān Tappeh	AIRP	IR	26	null	Asia/Tehran	35.7031	51.4754	null	null	404592	Vaḩīdīyeh	1
404615	Mehrabad International Airport	AIRP	IR	26	null	Asia/Tehran	35.6892	51.3133	THR	OIII	112931	Tehran	1
404988	Kushk-e Nosrat	AIRF	IR	39	null	Asia/Tehran	35.02694	50.815	null	null	6657025	‘Abbāsābād	1
405586	Jalnābād	AIRF	IR	39	null	Asia/Tehran	34.48583	51.33389	null	null	119083	Kuluzu	1
405871	Forūdgāh-e Kermān	AIRP	IR	29	null	Asia/Tehran	30.27444	56.95111	KER	OIKK	128234	Kerman	1
406395	Estahbanat Airfield	AIRF	IR	07	null	Asia/Tehran	29.12444	54.07083	null	null	112328	Vakīlābād	1
413152	Kingsfield Airstrip	AIRF	GB	03	null	Asia/Nicosia	35.01365	33.71421	null	null	145971	Xylotymbou	1
414133	Lakatamia	AIRF	CY	04	null	Asia/Nicosia	35.15417	33.275	null	null	145961	Yerolakkos	1
414299	Ayios Epiktotes	AIRF	CY	03	null	Asia/Nicosia	35.33333	33.39167	null	null	146730	Ayios Epiktitos	1
414433	Aghirda	AIRF	CY	04	null	Asia/Nicosia	35.2625	33.26667	null	null	146856	Aghirda	1
414582	Paphos International Airport	AIRP	CY	06	null	Asia/Nicosia	34.71804	32.48573	PFO	LCPH	146214	Paphos	1
414605	Akrotiri Airfield	AIRP	GB	00	null	Asia/Nicosia	34.59012	32.98942	AKT	LCRA	146839	Akrotiri	1
414646	Larnaca International Airport	AIRP	CY	03	null	Asia/Nicosia	34.87512	33.62485	LCA	LCLK	146654	Dhromolaxia	1
417549	Khatami Airport	AIRF	IR	28	null	Asia/Tehran	32.75611	51.86444	null	null	417560	Shāh Karam	1
417574	Forūdgāh-e Khorāsgān	AIRQ	IR	28	null	Asia/Tehran	32.65389	51.7925	null	null	418711	Khātūnābād	0
417839	Forūdgāh-e Eşfahān	AIRF	IR	28	null	Asia/Tehran	32.62139	51.6975	null	null	417837	Kūleh Pārcheh	1
422462	Aérodrome de Gihofi-Moso	AIRF	BI	20	null	Africa/Bujumbura	-4.03389	30.13194	null	null	422391	Rusunu	1
425294	Aéroport de Bujumbura Gakumbu	AIRP	BI	02	null	Africa/Bujumbura	-3.32402	29.31852	BJM	HBBA	425378	Bujumbura	1
426261	Gitega	AIRF	BI	13	null	Africa/Bujumbura	-3.41722	29.91194	GID	HBBE	426272	Gitega	1
429903	Rukana	AIRF	BI	12	null	Africa/Bujumbura	-2.76861	29.04722	null	null	429920	Rukana	1
433687	Nyanza-Lac	AIRF	BI	17	null	Africa/Bujumbura	-4.33889	29.59917	null	null	433686	Bogogwa	1
434454	Karkar	AIRF	SD	50	null	Africa/Khartoum	10.90472	30.34833	null	null	7031474	Ar Reqefy	1
442068	Kagitumba	AIRF	RW	11	null	Africa/Kigali	-1.05444	30.45202	null	null	202151	Kagitumba	1
442313	Güvercinlik Havaalanı	AIRP	TR	68	null	Europe/Istanbul	39.93644	32.74513	null	null	323786	Ankara	1
443864	Afmadow	AIRF	SO	09	null	Africa/Mogadishu	0.46833	42.08361	null	null	65756	Afmadow	1
444189	Az Zuwaytīnah	AIRF	LY	47	null	Africa/Tripoli	30.86994	20.07541	null	null	82464	Sīdī ‘Alī Abū Jallāb	1
444190	Ajdābiyā	AIRF	LY	47	null	Africa/Tripoli	30.76528	20.19556	null	null	89113	Ajdabiya	1
444976	Jara Jila	AIRF	KE	06	null	Africa/Nairobi	-0.34139	40.92417	null	null	180681	Sarim	1
444977	Ijara	AIRF	KE	06	null	Africa/Nairobi	-1.58111	40.52028	null	null	196612	Ijara	1
454306	Ventspils South	AIRP	LV	32	null	Europe/Riga	57.36667	21.55	null	UMRW	456902	Pāļi	1
454603	Vainode	AIRP	LV	D7	null	Europe/Riga	56.41667	21.88333	null	EVFA	454602	Vaiņode	1
454633	Uzuru	AIRP	LV	09	null	Europe/Riga	57.1	26.73333	null	null	455273	Stari	1
454769	Tukums	AIRP	LV	62	null	Europe/Riga	56.94472	23.21833	null	EVTA	455180	Strazdiņi	1
455407	Smiltene	AIRF	LV	D1	null	Europe/Riga	57.33333	26.16667	null	null	454523	Variņi	1
455521	Skrunda	AIRP	LV	C9	null	Europe/Riga	56.68333	22	null	null	455520	Skrunda	1
456168	Riga International Airport	AIRP	LV	26	null	Europe/Riga	56.92361	23.97111	RIX	EVRA	456172	Riga	1
456170	Riga/Rumbula	AIRP	LV	25	null	Europe/Riga	56.88333	24.21667	null	null	456873	Parumba	1
456171	Riga Central	AIRP	LV	25	null	Europe/Riga	56.98333	24.08333	null	UMRR	461319	Podrags	1
