iata_code^icao_code^nb_seats^flight_freq
MI^SLK^516552^3347
GK^ZZZ^515690^2866
KK^KKK^515479^2775
MM^APJ^513575^2850
KC^KZR^509516^3577
EU^ZZZ^500174^3944
IG^ISS^495700^2870
WF^WIF^495226^10629
OA^OAL^494344^4798
TW^TWB^491388^2709
DP^ZZZ^458730^2701
TV^TBA^446580^3333
3K^JSA^445169^2476
ZE^ESR^441025^2673
TT^TGW^435283^2423
IN^NIH^433645^3714
OB^BOV^433111^3465
QS^TVS^420244^2247
FI^ICE^420039^2217
0B^BMS^414169^2634
HD^ADO^411941^2205
IX^AXB^411886^2209
RJ^RJA^410883^3001
NS^ZZZ^405784^2903
TU^TAR^405164^2648
Z2^EZD^401611^2236
KU^KAC^399435^2188
WG^SWG^399399^2115
DK^VKG^387302^1532
6J^ZZZ^386488^2064
TZ^SCO^384566^1080
HG^NLY^379685^2225
W3^ARA^378740^3216
PD^POE^372088^5027
H2^SKU^371722^2432
EP^IRC^371149^3187
KY^KNA^367890^2896
BT^BTI^354052^3759
NO^NOS^353273^1775
NN^MOV^352898^1631
S2^RSH^350312^2273
UK^VTI^345628^2204
OQ^ZZZ^339783^2419
IA^IAW^336921^2148
NT^IBB^335257^4561
GE^TNA^329638^2751
NU^JTA^327889^2200
NX^AMU^327764^2030
B7^UIA^324161^3690
ME^MEA^322307^2137
BG^BBC^322032^1560
IR^IRA^319619^2175
FU^FZA^316613^1864
ST^GMI^314651^2115
JU^ASL^312311^2895
RO^ROT^304891^3073
BW^BWA^303631^2834
XC^CAI^303476^1791
MN^CAW^301557^1782
JE^MNO^300359^1602
SY^SCX^299455^1983
UO^HKE^298861^1675
HY^UZB^294946^1873
I5^ZZZ^293487^1634
TF^BRA^289837^3675
OK^CSA^285365^2605
DR^ZZZ^285336^1925
QW^ZZZ^280842^1816
OU^CTN^273088^2512
GX^ZZZ^269522^2432
AE^MDA^268961^1992
BX^ABL^266894^1452
FC^VVC^266499^1855
B2^BRU^266339^2407
W2^FXT^263510^3199
7G^SFJ^263182^1752
LG^LGL^254490^2575
XG^ZZZ^248245^1299
ZI^AAF^246648^1474
FY^FFM^244730^3396
EQ^TAE^235111^1963
XK^CCM^232594^1873
AQ^ZZZ^229845^1348
YC^LLM^228694^2008
JC^JAC^228628^3084
JW^VNL^228151^1269
6B^BLX^227489^1059
XT^INX^226960^1172
I3^TBZ^224896^1807
JP^ADR^216909^2567
Y9^IRK^214401^1491
WK^EDW^212269^1105
PA^ABQ^212217^1026
T5^TUA^210987^1503
BV^BPA^209728^1134
ZL^RXA^209671^6248
FB^LZB^209444^1477
J2^AHY^206524^1392
WW^ZZZ^197770^1039
P9^PVN^195005^1422
HH^TBM^192536^1128
PX^ANG^190987^2121
NL^SAI^190008^1035
DG^SRQ^187263^2682
IT^TTW^185700^1030
WZ^RWZ^183779^1039
DT^DTA^181934^1164
DZ^ZZZ^180992^1090
W5^IRM^177089^913
KM^AMC^176816^1129
MK^MAU^174873^965
FA^SFR^174820^1082
XJ^TAX^173748^460
UB^UBA^173136^1895
QB^IRQ^173085^1126
CU^CUB^171488^1512
UQ^ZZZ^171122^1008
FJ^FJI^169606^1769
TX^FWI^167773^1083
BI^RBA^167166^988
RY^RYW^162468^948
B9^IRB^162206^1110
J9^ZZZ^159019^958
NG^NIG^157049^1242
9H^CGN^155148^918
R7^OCA^154178^1024
SM^MSC^152329^866
JH^FDA^152234^2000
V0^VCV^148519^1302
NP^NIA^146937^873
Q2^SOY^145988^2655
OX^OEA^145923^658
LI^LIA^143929^2545
E3^VGO^143383^930
KD^KNI^143158^1960
DV^VSV^142589^1667
QL^LER^141742^953
3O^MAC^141404^814
XL^LNE^140758^926
6H^ISR^138102^983
VE^EFY^138007^3410
WX^BCY^137864^1525
P4^APK^137751^1591
2Z^PTB^137367^2012
DX^DTR^136676^1440
SS^CRL^135033^336
QV^LAO^134814^1359
UU^REU^133885^775
9V^ROI^132940^984
Y7^TYA^132008^1081
SE^XLF^129652^403
7H^RVF^129368^7872
5N^AUL^126784^1161
K6^KHV^126695^1088
WB^RWD^126401^1331
R3^SYL^124528^1565
3Z^TVP^124133^629
VW^TAO^124003^2459
3M^GFT^123863^3641
7Y^MYP^122996^1752
EN^DLA^122904^1022
HF^ZZZ^122757^1223
VT^VTA^122150^2173
FN^FTZ^121244^858
FE^FEA^120323^798
9U^MLD^119586^814
FW^IBX^118688^1710
UP^BHS^118649^1617
W4^ZZZ^118398^1226
K7^KBZ^118243^1738
6F^PRW^115726^645
BJ^LBT^114433^605
9N^TOS^114324^6379
7I^INC^113097^1365
NA^ZZZ^110007^744
YQ^LCT^109634^2240
LN^LAA^109250^645
LB^ZZZ^107412^1088
HQ^TCW^106140^606
GY^ZZZ^105914^1019
KP^SKK^105866^1120
9R^NSE^105212^2295
TM^LAM^102715^1467
PF^PRI^101515^596
7F^FAB^100662^1676
QC^CRC^100315^829
EL^ELB^100280^751
S4^RZO^99882^567
XW^NCT^95156^232
9I^LLR^95126^1539
UJ^JUS^94682^484
XN^XAR^94543^913
VL^MEV^94487^600
VH^ZZZ^93300^631
8U^AAW^92865^643
9K^KAP^88321^9813
PW^PRF^87698^1306
IL^ZZZ^87223^932
9J^DAN^86946^622
NE^NMA^86602^526
IF^FBA^85673^556
8M^MMA^83111^990
7R^RLU^82887^1793
U4^BHA^82730^1761
IZ^AIZ^82702^524
BM^BMR^81647^1810
IY^IYE^81241^431
VZ^TVJ^80878^450
SP^RZO^80621^1195
ZV^VAX^80137^410
Z8^ZZZ^79158^1829
TA^TAI^79017^602
MJ^MLR^78625^465
RX^ZZZ^78290^639
Y5^ZZZ^77765^976
JI^ZZZ^76056^370
KX^CAY^75023^1014
SZ^SMR^74643^424
YH^AYG^74512^1063
WP^MKU^73696^1142
CG^ZZZ^73428^1816
YM^MGX^72517^642
RS^ASV^70941^364
BS^ZZZ^70921^852
GR^AUR^70085^1205
CN^GDC^69622^414
IJ^ZZZ^69040^366
M4^MSA^68826^630
SW^NMB^68572^908
TY^TPC^68555^1094
HM^SEY^68525^1668
A6^HTU^68013^352
VR^TCV^67909^734
Z9^BEK^67876^665
2N^NTJ^67808^1566
LV^ZZZ^66920^270
PM^CNF^66196^928
GT^CGH^65370^456
6W^ZZZ^65356^648
6D^TVQ^65008^354
YK^ZZZ^64358^433
MD^MDG^64337^633
BU^FPY^63511^631
2I^SRU^62813^693
KS^PEN^62756^1965
6R^DRU^62474^485
C2^ZZZ^62146^556
5R^RUC^61792^508
ZM^MBB^61370^344
RQ^KMF^60925^486
7P^PST^60144^1149
7W^WRC^59930^312
3T^TRQ^59111^450
OR^TFL^58582^219
J4^BDR^57846^478
PZ^LAP^57216^349
Q8^TSG^56019^480
5H^FFV^55207^1223
GM^GSW^54862^335
PB^SPR^53756^1697
3S^ZZZ^53718^1310
JR^JOY^53520^890
TL^ANO^53512^974
7N^PWD^53453^387
TN^THT^52867^179
VQ^ZZZ^52845^907
OM^MGL^52556^275
3H^AIE^52085^1526
Y8^YZR^51794^400
RA^RNA^50938^296
A9^ZZZ^50175^432
CO^FCB^50023^310
8J^ZZZ^49818^566
LC^PTI^49507^338
BB^SBS^49369^1730
GL^GRL^49121^1037
SB^ACI^48862^371
AL^ALD^48676^185
UM^AZW^47772^401
S3^BBR^47690^242
8P^PCO^47337^2070
PY^SLM^47299^294
A2^AZI^47042^765
2D^DYA^46970^204
7O^TVL^46925^255
KB^DRK^46002^420
YL^LWA^45686^346
MY^MWG^45663^3805
SF^DTH^45424^425
FV^SDM^45227^99
MO^CAV^44918^1117
2U^ERO^43638^236
QH^LYN^43504^372
0V^VFC^43264^663
GQ^SEH^43225^1046
O9^NOV^42258^376
RC^FLI^42126^283
5T^MPE^41928^600
ZK^GLA^41678^2484
NV^IRG^41159^500
NY^FXI^41006^698
NF^AVN^40435^943
T3^EZE^40351^1162
FG^AFG^40254^240
I8^IZA^40121^385
JX^ZZZ^39875^534
S9^IKM^39676^510
^NYT^39566^1403
2G^ZZZ^39159^605
2M^MYD^38866^3537
7J^TJK^38326^220
IO^IAE^38187^740
^WSG^38009^1959
VP^VQI^37966^546
AW^AFW^37809^755
E5^RBG^37305^224
WM^WIA^36918^1942
ZA^SWM^36711^215
4J^ZZZ^36701^218
ND^FMI^36478^633
YJ^AWM^36465^559
5F^FIA^36410^244
OY^ANS^36347^231
P2^XAK^36184^1864
6Q^SAW^35911^222
6A^AMW^35318^212
L6^ZZZ^35261^374
BP^BOT^35247^664
9M^GLR^34918^1571
3W^MWI^34411^302
UZ^BRQ^34250^207
4Q^SFW^33787^278
AG^ZZZ^33665^222
IV^ZZZ^33398^152
HZ^SHU^33118^607
Q7^SBM^32874^997
PI^RKA^32566^702
YN^CRQ^32289^926
YP^PAG^31986^1839
KO^KMA^31637^777
D2^SSF^31333^638
CQ^ZZZ^30497^2706
9X^FDY^30358^2589
SI^BCI^29260^607
4N^ZZZ^29156^322
GV^SKG^29152^4666
5C^ZZZ^28858^1606
O7^ZZZ^28835^1605
OP^PPL^28824^438
UG^ZZZ^28808^392
B3^BTN^28637^237
9P^PTR^28445^172
H6^HAG^28385^183
SO^ZZZ^28294^380
E9^EVE^27962^83
4Y^TUD^27631^3356
8B^TNU^27486^541
^NTH^26943^749
8H^BGH^26842^156
IQ^ZZZ^26650^338
NR^ZZZ^26402^188
OC^NGK^26292^674
HP^APF^26176^645
QQ^FWQ^26050^342
6S^SGQ^25781^157
F7^DWT^25360^505
8E^BRG^25080^2208
JY^IWY^25048^956
WJ^LAL^24864^1309
4H^ZZZ^24743^178
4M^DSM^24512^112
MW^MKL^24430^3492
IE^SOL^24203^878
OJ^FJM^23971^111
N8^MUA^23920^145
RZ^LRS^23576^1686
Z4^GZQ^23491^150
E4^ETR^23184^142
P7^LLP^23073^134
JV^BLS^22835^1529
P1^ZZZ^22588^514
UH^UJX^22437^135
VU^VAR^22216^154
PE^PEV^21642^306
3J^JBW^21564^156
RB^SYR^21484^141
F4^WAF^21441^1340
2L^OAW^21379^192
ZG^GOZ^21234^202
5O^FPO^20910^142
4T^ZZZ^20574^114
SX^SRK^20466^577
4B^BTQ^20448^2918
RM^NGT^20436^166
RN^RKT^20304^141
F2^XLK^20158^1496
M8^MSJ^20136^270
VG^VLM^19861^396
2J^VBW^19554^286
YZ^ALY^19466^140
C8^CRA^19418^296
B0^DJT^19293^100
2F^FAV^19269^178
B5^EXZ^19173^661
L8^ZZZ^19036^398
VC^SRY^19009^524
LR^LRC^18865^1297
3E^OMQ^18790^1708
OE^CCE^18774^89
UI^AUK^18488^1422
7B^ZZZ^18486^328
P0^PFZ^18462^744
L5^TLB^18442^122
YE^ZZZ^18219^120
MR^MML^18012^345
CE^CLG^17988^687
PL^ZZZ^17414^953
HB^AAQ^17184^78
R5^JAV^17142^108
PV^SBU^17059^1220
2B^AWT^16486^128
5Z^ZZZ^16463^467
KR^EAA^16432^104
S8^SDA^16257^1366
4G^GZP^16096^217
SD^SUD^15912^102
Z6^UDN^15910^332
IS^PNX^15890^837
XU^ZZZ^15841^157
LF^VTE^15709^596
T6^ITI^15641^338
M9^ZZZ^15048^302
T7^TJT^14760^775
4P^ZZZ^14532^292
FT^FEG^14374^80
OF^OLA^14364^252
8I^NLU^14273^157
K8^KND^14236^454
JS^KOR^13578^96
8V^WRF^13498^1205
U8^CYF^13452^331
MZ^AHX^13252^308
6I^ZZZ^13198^188
KI^ZZZ^13142^230
IK^KAR^13001^46
B8^ERT^12957^90
JG^ZZZ^12783^356
ON^RON^12689^90
SH^ZZZ^12675^668
5B^BSX^12666^78
2S^ZZZ^12465^188
PU^ZZZ^12322^40
OL^PAO^12310^677
8G^MFG^12282^80
LK^LLL^12252^244
ZD^EWR^12005^189
^WEW^11734^616
H9^HIM^11507^68
OW^SEW^11484^228
TC^ATC^11454^230
EB^PLM^11440^28
8N^REG^11413^973
RG^RJD^11217^146
OI^HND^10943^783
J7^ABS^10763^166
V9^ZZZ^10616^558
BF^FBU^10585^27
P6^PSC^10584^699
^CVA^10397^336
6G^RLX^10255^1037
KT^ZZZ^10244^204
XE^JSX^10231^291
Y6^AYD^10201^242
V6^ZZZ^10188^538
S6^SNR^10073^369
6T^ZZZ^9933^197
6O^OBS^9700^24
1X^ZZZ^9558^86
D3^DAO^9500^43
M0^MNG^9442^187
7Q^ZZZ^9392^184
I7^IIA^9325^585
GZ^ZZZ^9204^337
J5^ZZZ^9182^1209
N5^NRL^9138^60
CC^OMT^9034^479
6Y^ART^8671^54
BD^BYC^8629^144
ZP^AZQ^8545^171
V5^DAP^8332^268
HW^ZZZ^8273^526
7M^MYI^8252^514
WV^RVP^8220^450
M5^KEN^8063^1043
HK^ZZZ^7880^294
FP^ZZZ^7624^400
T9^ZZZ^7481^49
B4^TAN^7366^621
3P^ZZZ^7206^241
J3^PLR^7082^374
5U^TGU^7044^308
Z7^FZW^7021^61
H7^EGU^6476^55
C7^RLE^6338^718
EF^ZZZ^6327^108
8T^TID^6094^320
D6^INL^6075^53
9Q^CXE^5741^467
WL^ECB^5695^308
4D^ASD^5651^56
3F^ZZZ^5564^696
6L^AKK^5480^289
2O^RNE^5418^645
^LDE^5342^127
K5^SQH^5146^571
DC^BRX^5020^74
TJ^GPD^4876^699
^KDC^4764^700
R6^DNU^4554^99
A8^XAU^4544^325
4W^VNA^4504^751
VK^VGN^4475^90
7D^ZZZ^4463^93
8F^STP^4366^88
TE^IGA^4262^129
8W^EDR^4213^54
LM^ZZZ^4109^513
7S^RYA^4004^286
C3^TDR^3925^130
U5^ZZZ^3671^29
K3^ZZZ^3593^537
3R^RGR^3590^72
DN^ZZZ^3528^73
P8^SRN^3245^162
PJ^ZZZ^3176^78
KW^ZZZ^3111^64
II^CSQ^3108^66
V4^VES^3083^355
U3^AIA^3072^174
YU^MMZ^2926^18
2P^GAP^2812^16
D4^LID^2476^20
YO^MCM^2418^18
5K^HFY^2376^8
J1^ZZZ^2359^384
N3^ZZZ^2330^122
5M^MNT^2328^314
Q3^AAS^2253^249
4A^AMP^2200^44
I4^ZZZ^2172^198
TQ^TDM^2108^14
UY^SPD^2068^172
6N^NIN^2028^39
X4^ZZZ^1700^242
7V^ZZZ^1613^123
UD^HER^1368^72
M3^LTG^1310^72
E7^ZZZ^1270^48
A0^MCJ^1248^64
Q5^MLA^1191^144
RI^MDL^1184^8
OG^AFN^1078^56
2E^EIX^1012^120
J6^OPS^1012^120
8D^ZZZ^876^219
YR^EGJ^778^88
^ATM^770^102
7E^AWU^656^94
V8^IAR^648^78
5V^ZZZ^491^122
RU^SKI^468^4
K4^ZZZ^378^8
AJ^ZZZ^354^39
4K^KBA^328^18
X7^ZZZ^290^34
JF^JAA^219^1
GP^RIV^190^18
5L^ZZZ^186^1
G7^GJS^176^2
BH^BHA^160^4
E8^GTA^156^1
^LYD^145^21
HR^HHN^92^16
CK^CKK^0^8
