pk^por_code^pr_seats^pr_freq
SFO-A-5391989^SFO^0.3240833578875881^0.32144759037560383
DEL-A-6301872^DEL^0.32313508368658744^0.3848580353998493
DEL-C-1273294^DEL^0.32313508368658744^0.3848580353998493
PVG-A-6301386^PVG^0.31947772051841355^0.33039315902833916
BKK-A-6301137^BKK^0.3128087131041649^0.2864085449329026
MIA-C-4164138^MIA^0.3037638118527014^0.30574758256690215
MIA-A-4164181^MIA^0.30293088428053755^0.3037924987344601
MAD-C-3117735^MAD^0.2957429207646095^0.32128088644339803
MAD-A-6299345^MAD^0.2957429207646095^0.32128088644339803
BUE-C-3435910^BUE^0.28826475342303803^0.37240062563364784
ROM-C-3169070^ROM^0.28640627999158275^0.3110816733933684
PHX-C-5308655^PHX^0.2845956782471094^0.30433511434157523
CLT-A-4460310^CLT^0.28405071079484373^0.3850528753839367
CLT-C-4460243^CLT^0.28405071079484373^0.3850528753839367
ICN-A-6300433^ICN^0.28207368077963063^0.24950942075783306
GRU-A-6300629^GRU^0.2788389903969635^0.3063156996470088
SVO-A-494811^SVO^0.2765989468660938^0.3227265967715231
MNL-C-1701668^MNL^0.2753103064301076^0.3184560822432425
MNL-A-1701661^MNL^0.2753103064301076^0.3184560822432425
LAS-C-5506956^LAS^0.27518018523119475^0.25713827199273925
IAH-A-4693268^IAH^0.2738294729034653^0.36007546197351414
ORL-C-4167147^ORL^0.2734301862261103^0.2530751915870239
MSP-A-5037658^MSP^0.27105428967772954^0.32625801054769016
MSP-C-5037649^MSP^0.27105428967772954^0.32625801054769016
MUC-C-2867714^MUC^0.2707474644524859^0.32941473818667444
MUC-A-3208399^MUC^0.27065187014737135^0.3287050160018934
CAN-C-1809858^CAN^0.27039001950882136^0.31037299585046113
CAN-A-6301359^CAN^0.2703900195088213^0.31037299585046113
LAS-A-5507974^LAS^0.2693889176137462^0.24936054325123738
PHX-A-5308700^PHX^0.26824249091420754^0.28835657633709805
LGW-A-6296598^LGW^0.26637037084445575^0.2675420613857982
AKL-C-2193733^AKL^0.25925317836701045^0.277231349665204
AKL-A-6232134^AKL^0.2592531783670104^0.2772313496652041
MIL-C-3173435^MIL^0.25914956850804827^0.3006580900977166
FCO-A-6299619^FCO^0.2584730950906938^0.282427438187348
DOH-A-6300133^DOH^0.2544082219490593^0.22823081838587087
DOH-C-290030^DOH^0.2544082219490593^0.22823081838587087
OSL-C-3143244^OSL^0.25266306134729866^0.2899774671583213
STO-C-2673730^STO^0.2523278928763911^0.3463245516549855
BOM-C-1275339^BOM^0.24805580893862847^0.2842921081197063
BOM-A-6301032^BOM^0.24805580893862847^0.2842921081197063
BCN-A-3115882^BCN^0.2453353270800567^0.2542499251446876
BCN-C-3128760^BCN^0.24533532708005668^0.2542499251446876
MCO-A-4167162^MCO^0.24416011542244373^0.2309846221077987
EWR-A-5101809^EWR^0.24068355526371318^0.2981715536539432
EWR-C-5099738^EWR^0.24068355526371318^0.2981715536539432
EWR-C-5101798^EWR^0.24068355526371318^0.2981715536539432
YVR-C-6173331^YVR^0.2398359581086916^0.30931646888249004
YVR-A-6301485^YVR^0.2398359581086916^0.3093164688824901
TPE-C-1668341^TPE^0.23361315722251041^0.21989656355167267
ORY-A-2988500^ORY^0.23338485119410787^0.260206965830632
OSL-A-3156088^OSL^0.2316152185554888^0.2619888469797122
JED-C-105343^JED^0.23081018015551805^0.2350278360846094
JED-A-6300018^JED^0.23081018015551805^0.2350278360846094
BOS-C-4930956^BOS^0.2305868854259194^0.28761313791155974
BOS-A-4937646^BOS^0.22980384591905745^0.2869189022863031
LIM-A-3937555^LIM^0.22169825300244891^0.2790093573957375
LIM-C-3936456^LIM^0.22169825300244891^0.2790093573957375
FLL-C-4155966^FLL^0.2128680822757701^0.22599272030793852
FLL-A-4155976^FLL^0.21280690506047473^0.2254839474419641
PER-A-2079187^PER^0.21060146107266853^0.271901071131773
PER-C-2063523^PER^0.21060146107266853^0.271901071131773
CPH-C-2618425^CPH^0.21024035423475462^0.2456596227670134
CPH-A-2619034^CPH^0.21013310027229654^0.24551455259971394
DTT-C-4990729^DTT^0.20974291663526673^0.2800141641938442
DTW-A-4990742^DTW^0.2095833960640004^0.27969109459953734
NRT-A-6300307^NRT^0.20884935823685313^0.17875800794619018
ARN-R-8335457^ARN^0.20696514800432605^0.2680220948062561
OSA-C-1853909^OSA^0.20444739581585944^0.2389455863241414
AEP-A-6301847^AEP^0.20420279372222844^0.28491656423098954
DMK-A-1619461^DMK^0.20242303072561613^0.23601510245360388
BRU-C-2800866^BRU^0.20165209278086801^0.23560976621132634
SAW-A-6299773^SAW^0.20145529953686447^0.23992902039720507
RIO-C-3451190^RIO^0.20143004019286737^0.25205548450287985
BER-C-2950159^BER^0.1965056495622439^0.23138213432290253
TPE-A-1980018^TPE^0.19496362029305245^0.16123853241717756
KMG-A-9036019^KMG^0.19370257284216807^0.2576103992172665
KMG-C-1804651^KMG^0.19370257284216807^0.25761039921726653
PHL-C-4560349^PHL^0.19199078245496423^0.2727311303771129
CTU-C-1815286^CTU^0.19169683491952744^0.23039104081468217
CTU-A-6301392^CTU^0.19169683491952744^0.23039104081468217
VKO-A-6301018^VKO^0.19069842769153905^0.2209642066382607
NBO-C-184745^NBO^0.19020859741873963^0.3297313427479142
SCL-A-3899261^SCL^0.18817865703456635^0.21609296698278246
SCL-C-3871336^SCL^0.18817865703456632^0.21609296698278246
PHL-A-4560342^PHL^0.18807936302437778^0.26853420428115543
YMQ-C-6077243^YMQ^0.18238916882186876^0.22962118653814154
YUL-A-6296296^YUL^0.1786171805160535^0.2234590705494745
CGH-A-6301857^CGH^0.1756588424832654^0.2183860873829365
ZRH-A-6299722^ZRH^0.17494351304014644^0.20279385533161648
ZRH-C-2657896^ZRH^0.1749435130401464^0.20279385533161648
SIA-C-1790630^SIA^0.17432254210627937^0.22617504938616204
XIY-A-2001154^XIY^0.17432254210627937^0.22617504938616204
LGA-A-5123698^LGA^0.1724828543182843^0.2457451448925299
RUH-A-400675^RUH^0.17248213500560494^0.19845850752362731
RUH-C-108410^RUH^0.17248213500560494^0.19845850752362731
YYC-C-5913490^YYC^0.17179856155499268^0.21296932538180385
YYC-A-6296327^YYC^0.17179856155499268^0.21296932538180385
THR-C-112931^THR^0.1705043191659334^0.2242759897492681
SZX-A-6301365^SZX^0.16953138818550742^0.2039520554106042
SZX-C-1795565^SZX^0.16953138818550742^0.20395205541060415
DUS-C-2934246^DUS^0.1693617451680413^0.20261904820948526
ATH-C-264371^ATH^0.16785243574042166^0.215714503586765
ATH-A-6299484^ATH^0.16785243574042166^0.21571450358676497
MAN-C-2643123^MAN^0.16743310378549936^0.1808491570073397
MAN-A-6296575^MAN^0.16743310378549936^0.18084915700733964
ADD-C-344979^ADD^0.1650757745509933^0.20333016380487298
ADD-A-6297257^ADD^0.16507577455099326^0.20333016380487298
SGN-A-1904593^SGN^0.1650651511330487^0.1879691749627185
SGN-C-1566083^SGN^0.1650651511330487^0.1879691749627185
SLC-C-5780993^SLC^0.16220036843832727^0.208309498856366
SLC-A-5780999^SLC^0.16220036843832725^0.208309498856366
PTY-C-3703443^PTY^0.16151117926684738^0.20993919278108014
PMI-A-6299349^PMI^0.15947210250932678^0.17782261930298404
PMI-C-2512989^PMI^0.15947210250932672^0.17782261930298404
DUB-A-6296697^DUB^0.158839846645869^0.1772093235944606
DUB-C-2964574^DUB^0.158839846645869^0.1772093235944606
VIE-C-2761369^VIE^0.158338144657257^0.20343533692884688
VIE-A-2761335^VIE^0.158338144657257^0.20343533692884694
SHA-A-6301388^SHA^0.15832778762226452^0.17646609028391824
DUS-A-3206096^DUS^0.1572582725844377^0.190125403176959
BRU-A-6296486^BRU^0.15653771498225275^0.18841691398293245
CKG-A-6301390^CKG^0.15380401496094648^0.19956950495817938
CKG-C-1814906^CKG^0.15380401496094648^0.19956950495817938
CKG-C-1803998^CKG^0.15380401496094648^0.19956950495817943
AUH-C-292968^AUH^0.15301017898760175^0.15046745051303184
STN-A-6296645^STN^0.15296630259169228^0.159905747743966
AUH-A-6300092^AUH^0.15149935139421067^0.14785537605863727
LIS-A-6301792^LIS^0.15112271680894224^0.17313109530466758
LIS-C-2267057^LIS^0.15112271680894224^0.17313109530466758
LED-A-6300971^LED^0.148773546788485^0.20326013774828064
LED-C-498817^LED^0.148773546788485^0.20326013774828064
BSB-A-6300605^BSB^0.1486023990805815^0.1802758872858085
BSB-C-3469058^BSB^0.1486023990805815^0.18027588728580848
HNL-C-5856195^HNL^0.1482440048712563^0.14555015954311754
HNL-A-5856213^HNL^0.14824400487125625^0.14555015954311754
PPT-A-6299963^PPT^0.1473532865726277^0.2403086981408556
PPT-C-4033936^PPT^0.1473532865726277^0.2403086981408556
BET-C-5880568^BET^0.14685387249442675^0.26537961448614444
BET-A-5880572^BET^0.14685387249442675^0.26537961448614444
BWI-C-4347778^BWI^0.1453552079957016^0.15810272218981047
BWI-A-4347822^BWI^0.14535520799570156^0.15810272218981047
DPS-A-6301281^DPS^0.1443577939921976^0.16496179895229932
DPS-C-1645528^DPS^0.1443577939921976^0.16496179895229932
CUN-A-6299880^CUN^0.14141860885475951^0.13448540792188207
CUN-C-3531673^CUN^0.14141860885475951^0.13448540792188202
POM-A-6295685^POM^0.1413244562718677^0.20732077184130313
POM-C-2088122^POM^0.1413244562718677^0.20732077184130313
SUB-A-6301284^SUB^0.13996844948313092^0.1650260080952862
SUB-C-1625822^SUB^0.13996844948313092^0.16502600809528617
IAD-A-4792325^IAD^0.1397220078061266^0.18314958080669924
PDX-C-5746545^PDX^0.13718829897885573^0.15894993160100981
PDX-A-5746563^PDX^0.1371882989788557^0.15894993160100981
HEL-C-658225^HEL^0.1371724388359443^0.18955279787044743
HEL-A-6301511^HEL^0.1371724388359443^0.18955279787044743
HGH-C-1808926^HGH^0.13522981104066878^0.1686885749848625
HGH-A-6301383^HGH^0.13522981104066872^0.16868857498486253
DCA-A-4782828^DCA^0.13463170254645354^0.19813816493184758
NBO-A-6297307^NBO^0.13436376396198815^0.19589114367618268
MXP-A-3174133^MXP^0.13354436760193802^0.14796966904723297
TXL-A-3208806^TXL^0.1272860311279157^0.15532723366063253
MDW-A-4887472^MDW^0.1263046068315333^0.13147702752393717
CPT-C-3369157^CPT^0.12616746696733488^0.17156343414287628
CPT-A-3368972^CPT^0.12616746696733486^0.17156343414287628
UPG-C-1622786^UPG^0.12539820498415669^0.1552243228962152
UPG-A-6301177^UPG^0.12539820498415666^0.1552243228962152
TPA-C-4174757^TPA^0.12497283073128962^0.1265955126216869
CAI-C-360630^CAI^0.12489979922890232^0.1547324948608947
CAI-A-6297293^CAI^0.12489979922890232^0.1547324948608947
PTY-A-3700562^PTY^0.12474368840071239^0.15475279782435394
THR-A-404615^THR^0.12357173707843157^0.17723405922957594
GIG-A-6301853^GIG^0.12304067239682787^0.13998212048064046
SAN-C-5391811^SAN^0.12260786720450587^0.12430611960638256
SAN-A-5391847^SAN^0.12255886306223725^0.1240968109633089
BLR-A-7303386^BLR^0.12165814831669615^0.16205814326866957
BLR-C-1277333^BLR^0.12165814831669615^0.16205814326866957
FAI-C-5861897^FAI^0.11828759124617201^0.1980894909564395
FAI-A-5861905^FAI^0.11687367186759334^0.196665586228702
KIX-A-6300316^KIX^0.11669660933456732^0.11796713822087261
LOS-C-2332459^LOS^0.11383792937569615^0.15977897121284118
LOS-A-2332458^LOS^0.11383792937569615^0.15977897121284118
CCS-A-3633342^CCS^0.11354321331535853^0.1468137693269642
CCS-C-3646738^CCS^0.11354321331535851^0.1468137693269642
TLV-C-293397^TLV^0.11027357878287837^0.11629600941690747
MDE-C-3674962^MDE^0.10983403876906933^0.15414211455877241
AYT-C-323777^AYT^0.1093860355091729^0.11631476523013147
AYT-A-6299729^AYT^0.10938603550917289^0.11631476523013147
URC-C-1532302^URC^0.10916257684650071^0.14617920247692615
URC-C-1529102^URC^0.10916257684650071^0.14617920247692615
URC-A-6301396^URC^0.10916257684650071^0.14617920247692615
TPA-A-4174772^TPA^0.10778972706960804^0.11228511476628845
TLV-A-390285^TLV^0.10735004610832975^0.10957482105219753
FUK-C-1863967^FUK^0.10703678400271192^0.13069527067478806
FUK-A-6300346^FUK^0.10703678400271191^0.130695270674788
SPK-C-2128295^SPK^0.10693174339346871^0.13241878270451146
HAN-A-6301877^HAN^0.10680149509027628^0.11612311842647136
HAN-C-1581130^HAN^0.10680149509027628^0.11612311842647136
CCU-A-6301069^CCU^0.10655849621901853^0.13763881149479182
CCU-C-1275004^CCU^0.10655849621901853^0.13763881149479182
VCP-A-6300637^VCP^0.10630249215188893^0.1729948235058604
GVA-C-2660646^GVA^0.10533978659382169^0.131970909192507
GVA-A-2660644^GVA^0.10533978659382169^0.13197090919250704
STL-C-4407066^STL^0.1052893100667097^0.14551927213280252
STL-A-4394516^STL^0.10517955582917783^0.1454182421487575
ADL-C-2078025^ADL^0.10483060649230772^0.14897609009598994
ADL-A-6301322^ADL^0.10483060649230772^0.14897609009598994
CTS-A-6300322^CTS^0.10382934252750266^0.1176115689807061
HAM-C-2911298^HAM^0.10381234621565913^0.1312023342759309
CGO-C-1784658^CGO^0.10302668937303416^0.13709440949690818
CGO-A-6301367^CGO^0.10302668937303416^0.13709440949690818
HAM-A-3208174^HAM^0.10247535321558851^0.12969940134454772
WUH-A-6301368^WUH^0.10236294096426228^0.13231978428584076
WUH-C-1791247^WUH^0.10236294096426227^0.13231978428584076
LTN-A-6296589^LTN^0.10222948864106368^0.1125430370433387
YKS-C-2013159^YKS^0.1021802318446325^0.1934842880549435
YKS-A-6300926^YKS^0.1021802318446325^0.1934842880549435
ALG-A-6296363^ALG^0.09998948444717687^0.1406320593584608
ALG-C-2507480^ALG^0.09998948444717687^0.1406320593584608
MAA-C-1264527^MAA^0.09957190415636831^0.13361163192441236
MAA-A-6301127^MAA^0.09957190415636831^0.13361163192441236
XMN-A-6301379^XMN^0.09820600101077609^0.121768814301853
XMN-C-1790645^XMN^0.09820600101077609^0.121768814301853
BHZ-C-3470127^BHZ^0.09806563136309504^0.14634127719375153
YWG-A-6301487^YWG^0.09738699074919291^0.13611884911708427
YWG-C-6183235^YWG^0.09738699074919291^0.13611884911708427
CSX-A-6301360^CSX^0.09664890088278429^0.1249121368994678
CSX-C-1815577^CSX^0.09664890088278429^0.12491213689946783
NKG-C-1799962^NKG^0.09626684832749491^0.12121637908773045
NKG-A-6301384^NKG^0.09626684832749488^0.12121637908773042
CNS-A-2207387^CNS^0.09566271169413623^0.13500186543726922
CNS-C-2172797^CNS^0.09566271169413623^0.1350018654372692
CNF-A-6301851^CNF^0.09524954009039809^0.14056537147771114
CAS-C-2553604^CAS^0.09506521760326918^0.12217778829867422
CMN-A-6297212^CMN^0.09506521760326918^0.12217778829867422
HYD-A-7729997^HYD^0.09458579957014154^0.12518439974757584
HYD-C-1269843^HYD^0.09458579957014153^0.12518439974757584
YEG-A-6301453^YEG^0.09412345481742615^0.11443371163079545
YEA-C-5946768^YEA^0.09412345481742615^0.11443371163079548
CJU-C-1846266^CJU^0.09343992511140252^0.10997519748333186
CJU-A-6194228^CJU^0.09343992511140252^0.10997519748333186
RGN-C-1298824^RGN^0.09240712070188137^0.14475585660312262
RGN-A-6301176^RGN^0.09240712070188135^0.14475585660312265
AGP-C-2514256^AGP^0.0923501835479118^0.10327343125267949
AGP-A-6299346^AGP^0.09235018354791179^0.10327343125267947
TAO-C-1797929^TAO^0.09220467725314338^0.11687776946751148
TAO-A-6301387^TAO^0.09220467725314338^0.11687776946751148
OKA-C-1894616^OKA^0.09127875626686228^0.09417372271132464
KWI-C-285787^KWI^0.09119043617337302^0.10510480299006139
KWI-A-6300091^KWI^0.09119043617337302^0.10510480299006139
ESB-C-747366^ESB^0.09038935392106391^0.10919306241871732
ANK-C-323786^ANK^0.0903893539210639^0.10919306241871732
ESB-A-6299725^ESB^0.0903893539210639^0.10919306241871732
OKA-A-6300458^OKA^0.08983375533208311^0.0921403317819018
GDL-A-4011789^GDL^0.0884856690295287^0.10209824283856535
GDL-C-4005539^GDL^0.08848566902952867^0.10209824283856535
WLG-A-6244688^WLG^0.08806847191538998^0.1456051575226261
WLG-C-2179537^WLG^0.08806847191538998^0.1456051575226261
CHC-C-2192362^CHC^0.08772197979283368^0.12026739843666374
CHC-A-6220393^CHC^0.08772197979283368^0.12026739843666374
WAW-C-756135^WAW^0.08716928917258979^0.13500969155603237
WAW-A-6296786^WAW^0.08716928917258979^0.13500969155603237
EZE-A-6300524^EZE^0.08700129893089674^0.09142568853269978
TSN-C-1792947^TSN^0.08628596311092682^0.11512029466254949
TSN-A-6301356^TSN^0.08615591046420043^0.11493070520447236
HAK-A-6453422^HAK^0.08595215766502391^0.11021872541319881
HAK-C-1809078^HAK^0.0859521576650239^0.11021872541319881
PRG-A-6299654^PRG^0.08545052937158981^0.10980697373718493
PRG-C-3067696^PRG^0.08545052937158981^0.10980697373718493
MDE-A-6300755^MDE^0.08538154295516921^0.09914728931553761
DAL-A-4684922^DAL^0.08534165447314565^0.08935096466880907
MCT-C-287286^MCT^0.08487633873119307^0.11254344473158345
MCT-A-286348^MCT^0.08487633873119306^0.11254344473158345
TCI-C-2511174^TCI^0.08448083185331329^0.103029279805341
ABV-C-2352778^ABV^0.08350720321446323^0.12477077801752101
ABV-A-7649170^ABV^0.08350720321446323^0.12477077801752101
HRB-C-2037013^HRB^0.0833772110197341^0.10798027924155923
HRB-A-6301399^HRB^0.0833772110197341^0.10798027924155923
GMP-A-6300440^GMP^0.08310586614397869^0.09606879481349227
NCE-C-2990440^NCE^0.08231936843286028^0.10505497833054203
NCE-A-6299418^NCE^0.08231936843286028^0.10505497833054203
DAR-C-160263^DAR^0.08163765052967235^0.14555369390492454
DAR-A-6297353^DAR^0.08163765052967235^0.1455536939049245
BHX-A-6296572^BHX^0.08143841902304871^0.10282815130386236
BHX-C-2655603^BHX^0.08143841902304869^0.10282815130386233
BNA-C-4644585^BNA^0.08134118499819952^0.10484962898169073
BNA-A-4644589^BNA^0.08134118499819952^0.10484962898169073
SDU-A-6300664^SDU^0.08132870702612659^0.11601499115228085
NOU-C-2139521^NOU^0.0805487913870573^0.1060075819713779
REK-C-3413829^REK^0.0803786309859294^0.09556978791591907
HKT-A-6301157^HKT^0.08016002933463023^0.08231726784963671
HKT-C-1151254^HKT^0.08016002933463023^0.08231726784963671
OAK-A-5372555^OAK^0.0800797162848434^0.08052892185443915
OAK-C-5378538^OAK^0.0800797162848434^0.08052892185443915
NAN-C-2202064^NAN^0.07978268929591996^0.10883696097351771
NAN-A-6299945^NAN^0.07978268929591996^0.1088369609735177
EDI-C-2650225^EDI^0.07955092913815388^0.10544334952378039
EDI-A-6296627^EDI^0.07955092913815388^0.10544334952378039
HOU-A-4741989^HOU^0.07882530427089583^0.08377717324222676
VLI-A-6299972^VLI^0.07860567896397107^0.12501959619115302
VLI-C-2135171^VLI^0.07860567896397104^0.12501959619115302
ITM-A-6300380^ITM^0.07742101010077444^0.10893889338879179
CEB-A-6452620^CEB^0.07726889865729106^0.11018844609777838
CEB-C-1717512^CEB^0.07726889865729106^0.1101884460977784
GLA-C-2648579^GLA^0.07684589757277512^0.09790402643349976
LPA-A-6297188^LPA^0.07654068528389141^0.09852464256655263
LPA-C-2515270^LPA^0.07654068528389141^0.09852464256655269
VCE-C-3164603^VCE^0.0765272407558359^0.0903000088581557
LYS-C-2996944^LYS^0.07620195974787008^0.11209700026441129
YZF-A-6296340^YZF^0.07608067652654991^0.1011268261938784
YZF-C-6185377^YZF^0.07608067652654991^0.1011268261938784
CGN-A-6296510^CGN^0.07596716376272623^0.08744649679731757
CGN-C-2886242^CGN^0.07596716376272622^0.08744649679731757
SJU-C-4568127^SJU^0.07562101582093346^0.1314901303403112
AUS-C-4671654^AUS^0.0755855116080454^0.08444735458194595
AUS-A-4673601^AUS^0.0755855116080454^0.08444735458194595
SJC-C-5392171^SJC^0.0747453163194486^0.08193971345949216
SJC-A-5392196^SJC^0.07474531631944857^0.08193971345949216
DLC-A-6301401^DLC^0.07384424432401018^0.09818589660043694
DLC-C-1814087^DLC^0.07384424432401016^0.09818589660043694
ALC-C-2521978^ALC^0.07343834756589102^0.0813502707509009
ALC-A-6255112^ALC^0.073438347565891^0.08135027075090089
GLA-A-6296626^GLA^0.0731119928187098^0.0941566173129995
SJO-C-3621849^SJO^0.07306894245963239^0.13500043857037106
LYS-A-6299401^LYS^0.07295954101112943^0.10870226210273054
KWE-C-1809461^KWE^0.07227761792360406^0.1017789157640328
KWE-A-6301391^KWE^0.07227761792360406^0.1017789157640328
SJO-A-6299906^SJO^0.07227293293606522^0.13103029804655864
SJU-A-4566100^SJU^0.07216092147944488^0.125100589587116
SXF-A-3208733^SXF^0.07215895766441509^0.07999652779231159
BUH-C-683506^BUH^0.07194414025805133^0.09689399936068034
OTP-A-6301793^OTP^0.07194414025805133^0.09689399936068034
IZM-C-311046^IZM^0.07172431971151925^0.0812383848644417
ADB-A-6299750^ADB^0.07172431971151925^0.0812383848644417
MTY-C-3995465^MTY^0.07146381883780921^0.09862696745304278
MTY-A-6299860^MTY^0.0714638188378092^0.09862696745304275
OVB-A-7668525^OVB^0.07099807338584031^0.09731321176169415
OVB-C-1496747^OVB^0.07099807338584029^0.09731321176169415
BGY-A-6299575^BGY^0.07095498364335379^0.07730941212921993
SIP-A-6300957^SIP^0.07090340732206621^0.07732673416864314
SIP-C-693805^SIP^0.0709034073220662^0.07732673416864315
KNO-A-8556006^KNO^0.07059282447803797^0.09231982869261793
MES-C-1214520^MES^0.07059282447803795^0.09231982869261794
SYX-C-1796556^SYX^0.07051844628785865^0.08278424111373854
SYX-A-6301369^SYX^0.07051844628785865^0.08278424111373854
BUD-C-3054643^BUD^0.06932130463026248^0.07861735570573522
BUD-A-6299519^BUD^0.06932130463026248^0.07861735570573523
NAS-A-3571821^NAS^0.06914390431526017^0.11981270039764484
NAS-C-3571824^NAS^0.06914390431526016^0.1198127003976449
MSY-C-4335045^MSY^0.069092475650358^0.08015680574975735
MSY-A-4335061^MSY^0.069092475650358^0.08015680574975735
CMB-C-1248991^CMB^0.06852808265921405^0.07565252998579354
CMB-A-6301060^CMB^0.06852808265921405^0.07565252998579354
YOW-C-6094817^YOW^0.06812512958387967^0.08795187917697134
YOW-A-6296246^YOW^0.06812512958387965^0.08795187917697134
JNU-C-5554072^JNU^0.06811053019465584^0.09643468448756361
JNU-A-5554082^JNU^0.06811053019465584^0.09643468448756361
STR-A-3206322^STR^0.06801528380172772^0.090479373604008
STR-C-2825297^STR^0.06801528380172772^0.090479373604008
MKC-C-4393217^MKC^0.06780531353380027^0.07869073022462501
MED-C-109223^MED^0.06779931192056213^0.06596011071911705
MED-A-6300021^MED^0.06779931192056211^0.06596011071911707
SHE-C-2034937^SHE^0.06773288712190965^0.08651942647314034
SHE-A-6301402^SHE^0.06773288712190965^0.08651942647314034
IEV-C-703448^IEV^0.06749909296340077^0.09276439515414388
MCI-A-4393219^MCI^0.06714952676591417^0.07827539917255448
KHI-C-1174872^KHI^0.06688220499723607^0.0820165915557551
KHI-A-6300111^KHI^0.06688220499723607^0.08201659155575511
OME-A-5870137^OME^0.06668835324437582^0.10134629513282986
OME-C-5870133^OME^0.0666883532443758^0.10134629513282988
DUR-C-1007311^DUR^0.06660322898299381^0.09453286906111963
MHD-A-6300065^MHD^0.06647615745070855^0.09008315892704659
MHD-C-124665^MHD^0.06647615745070853^0.09008315892704659
HAV-C-3553478^HAV^0.06636952624387554^0.07628974362095636
HAV-A-6299924^HAV^0.06636952624387553^0.07628974362095636
DUR-A-984894^DUR^0.06626657978999985^0.09394082516530852
AER-C-491422^AER^0.06612551437597522^0.08005281897811563
