airline_code^apt_org^apt_dst^flt_freq
0V^PQC^VCA^94
0V^PQC^VKG^14
0V^SGN^CAH^94
0V^SGN^CXR^53
0V^SGN^PQC^94
0V^SGN^VCS^498
0V^SGN^VKG^94
0V^VCA^PQC^94
0V^VCA^VCS^27
0V^VCS^SGN^418
0V^VCS^VCA^27
0V^VDH^HAN^53
0V^VII^DAD^94
0V^VII^HAN^94
0V^VKG^PQC^14
0V^VKG^SGN^94
1X^AUS^BKG^11
1X^BKG^AUS^11
1X^BQN^SFB^29
1X^SFB^BQN^29
1X^SFB^SJU^59
1X^SJU^SFB^59
2A^AMS^QYG^6954
2A^BER^HAJ^366
2A^BER^QYG^6588
2A^BER^TXL^366
2A^BRE^QYG^6954
2A^BSL^QYG^6954
2A^CGN^FRA^366
2A^CGN^QYG^6954
2A^CGN^ZWY^366
2A^DRS^QYG^6954
2A^DTM^QYG^6954
2A^DTZ^FRA^33
2A^DTZ^QDU^47
2A^DTZ^QKL^1707
2A^DUS^HAJ^366
2A^DUS^QYG^6954
2A^DUS^ZWY^1830
2A^FMO^QYG^6954
2A^FRA^CGN^366
2A^FRA^DTZ^67
2A^FRA^MHJ^1464
2A^FRA^QDU^2699
2A^FRA^QKL^4392
2A^FRA^QYG^6954
2A^FRA^STR^366
2A^FRA^ZAQ^1045
2A^FRA^ZMB^668
2A^FRA^ZMU^1045
2A^FRA^ZVR^675
2A^FRA^ZWS^2609
2A^FRA^ZWY^1464
2A^HAJ^BER^366
2A^HAJ^DUS^366
2A^HAJ^QYG^6954
2A^HAM^MUC^366
2A^HAM^QYG^6954
2A^KJR^MHJ^1464
2A^LEJ^QYG^6954
2A^MHJ^FRA^1464
2A^MHJ^KJR^1464
2A^MUC^HAM^366
2A^MUC^QYG^6954
2A^MUC^STR^366
2A^NUE^QYG^6954
2A^QDU^DTZ^366
2A^QDU^FRA^2717
2A^QKL^DTZ^2071
2A^QKL^FRA^3660
2A^QPP^ZMB^1046
2A^QPP^ZRB^684
2A^QYG^AMS^6954
2A^QYG^BER^6954
2A^QYG^BRE^6954
2A^QYG^BSL^6954
2A^QYG^CGN^6954
2A^QYG^DRS^6954
2A^QYG^DTM^6954
2A^QYG^DUS^6954
2A^QYG^FMO^6954
2A^QYG^FRA^6954
2A^QYG^HAJ^6954
2A^QYG^HAM^6954
2A^QYG^LEJ^6954
2A^QYG^MUC^6954
2A^QYG^NUE^6954
2A^QYG^STR^6954
2A^QYG^SXF^6954
2A^QYG^SZG^5966
2A^QYG^TXL^6954
2A^QYG^ZRH^6954
2A^STR^FRA^366
2A^STR^MUC^366
2A^STR^QYG^6954
2A^SXF^QYG^6954
2A^SXF^TXL^366
2A^SZG^QYG^5966
2A^TXL^BER^366
2A^TXL^QYG^6954
2A^TXL^SXF^366
2A^ZAQ^FRA^732
2A^ZMB^FRA^716
2A^ZMB^QPP^1098
2A^ZMU^FRA^1464
2A^ZMU^ZRB^731
2A^ZMU^ZWS^366
2A^ZRB^QPP^632
2A^ZRB^ZMU^732
2A^ZRH^QYG^6954
2A^ZVR^FRA^382
2A^ZWS^FRA^2810
2A^ZWS^ZMU^314
2A^ZWY^CGN^366
2A^ZWY^DUS^2562
2A^ZWY^FRA^2196
2C^CDG^QJZ^2324
2C^CDG^QXB^2395
2C^CDG^QXG^2000
2C^CDG^XDB^5933
2C^CDG^XHK^2461
2C^CDG^XIZ^2620
2C^CDG^XJY^723
2C^CDG^XOP^2152
2C^CDG^XPJ^2081
2C^CDG^XRF^2453
2C^CDG^XSH^2019
2C^CDG^XWG^4236
2C^CDG^XYD^3404
2C^CDG^XZI^2842
2C^CDG^XZN^2431
2C^CDG^XZV^1053
2C^CDG^ZFJ^2096
2C^CDG^ZFQ^2016
2C^CDG^ZLN^2296
2C^CDG^ZYN^2081
2C^CDG^ZYR^5117
2C^QJZ^CDG^1143
2C^QJZ^XJY^3767
2C^QXB^CDG^2055
2C^QXB^XJY^1085
2C^QXG^CDG^984
2C^QXG^XJY^3748
2C^XDB^CDG^4863
2C^XDB^XJY^2178
2C^XED^XJY^360
2C^XHK^CDG^1315
2C^XHK^XJY^1082
2C^XIZ^CDG^2083
2C^XIZ^XJY^1808
2C^XJY^CDG^484
2C^XJY^QJZ^3175
2C^XJY^QXB^724
2C^XJY^QXG^3101
2C^XJY^XDB^2400
2C^XJY^XED^199
2C^XJY^XHK^1797
2C^XJY^XIZ^2233
2C^XJY^XOP^2032
2C^XJY^XPJ^724
2C^XJY^XRF^1801
2C^XJY^XSH^2811
2C^XJY^XWG^2489
2C^XJY^XYD^2993
2C^XJY^XZI^2489
2C^XJY^XZN^1939
2C^XJY^ZFJ^2764
2C^XJY^ZFQ^2115
2C^XJY^ZLN^3037
2C^XJY^ZYN^722
2C^XOP^CDG^1651
2C^XOP^XJY^1843
2C^XPJ^CDG^1314
2C^XPJ^XJY^724
2C^XRF^CDG^1919
2C^XRF^XJY^1805
2C^XSH^CDG^1660
2C^XSH^XJY^2361
2C^XWG^CDG^3633
2C^XWG^XJY^2172
2C^XYD^CDG^2944
2C^XYD^XJY^2323
2C^XZI^CDG^2033
2C^XZI^XJY^2171
2C^XZN^CDG^1916
2C^XZN^XJY^1810
2C^XZV^CDG^1340
2C^ZFJ^CDG^1237
2C^ZFJ^XJY^3007
2C^ZFQ^CDG^1276
2C^ZFQ^XJY^1847
2C^ZLN^CDG^729
2C^ZLN^XJY^3467
2C^ZYN^CDG^1766
2C^ZYN^XJY^724
2C^ZYR^CDG^4322
2D^CCS^FLL^164
2D^CCS^JFK^65
2D^CUN^JFK^228
2D^CUN^LAX^131
2D^CUN^ORD^143
2D^FLL^CCS^164
2D^GEO^JFK^162
2D^JFK^CCS^65
2D^JFK^CUN^228
2D^JFK^GEO^162
2D^JFK^PUJ^196
2D^LAX^CUN^131
2D^LAX^PUJ^37
2D^ORD^CUN^143
2D^ORD^PUJ^141
2D^PUJ^JFK^196
2D^PUJ^LAX^37
2D^PUJ^ORD^141
2E^HOM^SOV^366
2E^KEB^HOM^366
2E^PGM^KEB^366
2E^SOV^PGM^366
2G^BQS^OVB^24
2G^BTK^IKT^100
2G^BTK^OVB^30
2G^CEK^KZN^49
2G^CEK^OVB^49
2G^ERG^IKT^76
2G^HTA^IKT^82
2G^HTA^VVO^47
2G^IKT^BTK^100
2G^IKT^ERG^76
2G^IKT^HTA^81
2G^IKT^KCK^152
2G^IKT^KHV^5
2G^IKT^KJA^64
2G^IKT^MJZ^21
2G^IKT^NZH^27
2G^IKT^ODO^295
2G^IKT^OLZ^14
2G^IKT^OVB^158
2G^IKT^TLK^73
2G^IKT^UFA^46
2G^IKT^UKX^103
2G^IKT^ULK^27
2G^IKT^UUD^5
2G^IKT^YKS^68
2G^KCK^IKT^152
2G^KHV^IKT^6
2G^KHV^KIX^1
2G^KHV^NRT^9
2G^KHV^UUD^4
2G^KIX^KHV^2
2G^KJA^IKT^64
2G^KJA^MJZ^27
2G^KJA^NER^13
2G^KJA^TLK^67
2G^KZN^CEK^49
2G^MJZ^IKT^21
2G^MJZ^KJA^27
2G^NER^KJA^13
2G^NRT^KHV^8
2G^NRT^KIX^1
2G^NZH^IKT^27
2G^ODO^IKT^295
2G^OLZ^IKT^14
2G^OVB^BQS^24
2G^OVB^BTK^30
2G^OVB^CEK^49
2G^OVB^IKT^158
2G^OVB^TLK^101
2G^OVB^UFA^46
2G^TLK^IKT^73
2G^TLK^KJA^67
2G^TLK^OVB^101
2G^UFA^IKT^46
2G^UFA^OVB^46
2G^UKX^IKT^103
2G^ULK^IKT^27
2G^UUD^IKT^4
2G^UUD^KHV^5
2G^VVO^HTA^47
2G^YKS^IKT^68
2H^AMS^QRH^1783
2H^AMS^ZYA^1744
2H^DTZ^ESS^408
2H^DUI^DUS^136
2H^DUI^ESS^544
2H^DUI^QDU^408
2H^DUS^DUI^272
2H^DUS^QDU^136
2H^ESS^DTZ^408
2H^ESS^DUI^544
2H^QDU^DUI^272
2H^QDU^DUS^272
2H^QDU^QKL^544
2H^QKL^QDU^544
2H^QKL^XHJ^680
2H^QRH^AMS^1744
2H^QRH^ZWE^1783
2H^XDB^ZYR^272
2H^XHJ^QKL^680
2H^XHJ^XHN^680
2H^XHN^XHJ^680
2H^XHN^ZYR^680
2H^XPG^ZYR^3553
2H^ZWE^QRH^1744
2H^ZWE^ZYR^1783
2H^ZYA^AMS^1783
2H^ZYR^XDB^272
2H^ZYR^XHN^680
2H^ZYR^XPG^3599
2H^ZYR^ZWE^1744
2I^CUZ^LIM^1725
2I^CUZ^PEM^366
2I^HUU^LIM^366
2I^IQT^PCL^366
2I^IQT^TPP^366
2I^LIM^CUZ^1725
2I^LIM^HUU^366
2I^LIM^PCL^732
2I^LIM^TPP^628
2I^PCL^IQT^366
2I^PCL^LIM^732
2I^PCL^TPP^105
2I^PEM^CUZ^366
2I^TPP^IQT^314
2I^TPP^LIM^680
2I^TPP^PCL^105
2J^ABJ^ACC^158
2J^ABJ^BOY^105
2J^ABJ^OUA^156
2J^ACC^ABJ^52
2J^ACC^OUA^158
2J^BKO^OUA^209
2J^BOY^ABJ^105
2J^BOY^OUA^105
2J^COO^LFW^52
2J^COO^OUA^170
2J^DKR^OUA^314
2J^LFW^COO^170
2J^LFW^OUA^91
2J^NIM^OUA^209
2J^OUA^ABJ^262
2J^OUA^ACC^52
2J^OUA^BKO^209
2J^OUA^BOY^105
2J^OUA^COO^52
2J^OUA^DKR^314
2J^OUA^LFW^209
2J^OUA^NIM^209
2K^AUA^BOG^262
2K^BOG^AUA^262
2K^BOG^GYE^1095
2K^BOG^PTY^1080
2K^BOG^UIO^1462
2K^CLO^GYE^262
2K^GPS^GYE^481
2K^GPS^UIO^386
2K^GYE^BOG^1095
2K^GYE^CLO^262
2K^GYE^GPS^584
2K^GYE^LIM^366
2K^GYE^SCY^387
2K^GYE^UIO^1699
2K^LIM^GYE^366
2K^LIM^LPB^366
2K^LIM^UIO^366
2K^LIM^VVI^366
2K^LPB^LIM^366
2K^MEC^UIO^628
2K^OCC^UIO^262
2K^PTY^BOG^1079
2K^SCY^GYE^387
2K^UIO^BOG^1463
2K^UIO^GPS^283
2K^UIO^GYE^1802
2K^UIO^LIM^366
2K^UIO^MEC^628
2K^UIO^OCC^262
2K^VVI^LIM^366
2L^ALC^ZRH^1
2L^AMS^ZRH^74
2L^ARN^ZRH^4
2L^BDS^ZRH^33
2L^BEG^ZRH^23
2L^BHX^ZRH^265
2L^BIO^ZRH^76
2L^BOD^ZRH^26
2L^BRI^ZRH^8
2L^BRN^HER^22
2L^BRN^KGS^12
2L^BRN^LCA^12
2L^BRN^OLB^8
2L^BRN^PMI^24
2L^BRN^RHO^12
2L^BRU^ZRH^211
2L^BUD^ZRH^88
2L^CDG^ZRH^101
2L^CHQ^ZRH^14
2L^CPH^ZRH^2
2L^DRS^ZRH^206
2L^DUB^ZRH^2
2L^DUS^ZRH^229
2L^FCO^ZRH^43
2L^FLR^ZRH^457
2L^FRA^ZRH^364
2L^GOT^ZRH^159
2L^GRZ^ZRH^227
2L^GVA^ZRH^145
2L^HAJ^ZRH^625
2L^HAM^ZRH^33
2L^HER^BRN^22
2L^HER^ZRH^13
2L^INV^ZRH^4
2L^KGS^BRN^12
2L^KGS^ZRH^13
2L^KRK^ZRH^132
2L^LCA^BRN^12
2L^LCA^ZRH^27
2L^LCY^SIR^3
2L^LCY^ZRH^1124
2L^LEJ^ZRH^258
2L^LHR^ZRH^65
2L^LUX^ZRH^238
2L^LYS^ZRH^3
2L^MAD^ZRH^91
2L^MAH^ZRH^13
2L^MAN^ZRH^162
2L^MUC^ZRH^1284
2L^MXP^ZRH^303
2L^NAP^ZRH^82
2L^NCE^ZRH^274
2L^NUE^ZRH^1
2L^OLB^BRN^8
2L^OSL^ZRH^398
2L^OTP^ZRH^225
2L^PMI^BRN^24
2L^PMO^ZRH^3
2L^PRG^ZRH^86
2L^RHO^BRN^12
2L^RHO^ZRH^13
2L^SIR^LCY^3
2L^SIR^ZRH^3
2L^SJJ^ZRH^23
2L^SNN^ZRH^4
2L^SOF^ZRH^119
2L^STR^ZRH^745
2L^TOS^ZRH^3
2L^TXL^ZRH^42
2L^VCE^ZRH^405
2L^VIE^ZRH^351
2L^VLC^ZRH^2
2L^WAW^ZRH^225
2L^ZAG^ZRH^4
2L^ZRH^ALC^1
2L^ZRH^AMS^74
2L^ZRH^ARN^4
2L^ZRH^BDS^33
2L^ZRH^BEG^23
2L^ZRH^BHX^265
2L^ZRH^BIO^76
2L^ZRH^BOD^26
2L^ZRH^BRI^8
2L^ZRH^BRU^211
2L^ZRH^BUD^88
2L^ZRH^CDG^101
2L^ZRH^CHQ^14
2L^ZRH^CPH^2
2L^ZRH^DRS^206
2L^ZRH^DUB^2
2L^ZRH^DUS^229
2L^ZRH^FCO^43
2L^ZRH^FLR^457
2L^ZRH^FRA^364
2L^ZRH^GOT^159
2L^ZRH^GRZ^227
2L^ZRH^GVA^145
2L^ZRH^HAJ^625
2L^ZRH^HAM^33
2L^ZRH^HER^13
2L^ZRH^INV^4
2L^ZRH^KGS^13
2L^ZRH^KRK^132
2L^ZRH^LCA^27
2L^ZRH^LCY^1124
2L^ZRH^LEJ^258
2L^ZRH^LHR^65
2L^ZRH^LUX^238
2L^ZRH^LYS^3
2L^ZRH^MAD^91
2L^ZRH^MAH^13
2L^ZRH^MAN^162
2L^ZRH^MUC^1284
2L^ZRH^MXP^303
2L^ZRH^NAP^82
2L^ZRH^NCE^274
2L^ZRH^NUE^1
2L^ZRH^OSL^398
2L^ZRH^OTP^225
2L^ZRH^PMO^3
2L^ZRH^PRG^86
2L^ZRH^RHO^13
2L^ZRH^SIR^3
2L^ZRH^SJJ^22
2L^ZRH^SNN^4
2L^ZRH^SOF^119
2L^ZRH^STR^745
2L^ZRH^TOS^3
2L^ZRH^TXL^42
2L^ZRH^VCE^405
2L^ZRH^VIE^351
2L^ZRH^VLC^2
2L^ZRH^WAW^226
2L^ZRH^ZAG^4
2L^ZRH^ZTH^12
2L^ZTH^ZRH^12
2N^AJR^ARN^529
2N^AJR^GEV^529
2N^ARN^AJR^529
2N^ARN^JKG^416
2N^ARN^KOK^154
2N^ARN^KRF^349
2N^ARN^KSD^751
2N^ARN^LYC^146
2N^ARN^MHQ^489
2N^ARN^OER^942
2N^ARN^TLL^1
2N^ARN^VHM^313
2N^GEV^AJR^529
2N^GOT^SDL^362
2N^HMV^ARN^2
2N^HMV^KRF^47
2N^HMV^VHM^302
2N^JKG^ARN^439
2N^KOK^ARN^154
2N^KRF^ARN^349
2N^KRF^HMV^38
2N^KRF^LYC^232
2N^KRF^VHM^79
2N^KSD^ARN^750
2N^LLA^OUL^130
2N^LLA^TOS^105
2N^LYC^ARN^147
2N^LYC^HMV^8
2N^LYC^KRF^230
2N^LYC^VHM^39
2N^MHQ^ARN^490
2N^MHQ^TKU^208
2N^OER^ARN^940
2N^OUL^LLA^105
2N^SDL^GOT^362
2N^TKU^MHQ^208
2N^TLL^ARN^1
2N^TOS^LLA^130
2N^VHM^ARN^310
2N^VHM^HMV^307
2N^VHM^KRF^72
2N^VHM^LYC^47
2O^ADQ^AOS^105
2O^ADQ^KKB^105
2O^ADQ^KLN^994
2O^ADQ^KOY^157
2O^ADQ^KOZ^680
2O^ADQ^KPY^105
2O^ADQ^OLH^837
2O^AKK^OLH^157
2O^ALZ^ADQ^157
2O^AOS^KZB^105
2O^KKB^SYB^105
2O^KLN^ADQ^994
2O^KLN^KYK^157
2O^KMY^ALZ^157
2O^KOY^KMY^157
2O^KOZ^ORI^680
2O^KPR^ADQ^105
2O^KPY^UGI^105
2O^KWP^ADQ^105
2O^KYK^KLN^157
2O^KZB^ADQ^105
2O^OLH^ADQ^837
2O^OLH^AKK^157
2O^ORI^ADQ^680
2O^SYB^KPR^105
2O^UGI^KWP^105
2P^MNL^SPN^104
2P^SPN^MNL^105
2S^CJB^MAA^70
2S^IXM^MAA^70
2S^MAA^CJB^70
2S^MAA^IXM^70
2V^EWR^ZFV^3557
2V^EWR^ZTF^2459
2V^ZFV^EWR^3975
2V^ZFV^ZWI^2774
2V^ZTF^EWR^1832
2V^ZTF^ZVE^2459
2V^ZVE^ZTF^1832
2V^ZWI^ZFV^3870
2Z^AUX^PMW^366
2Z^BPS^PLU^1
2Z^BPS^SSA^52
2Z^BRA^BSB^366
2Z^BRA^SSA^366
2Z^BSB^BRA^366
2Z^BSB^GYN^1
2Z^BSB^OPS^366
2Z^BSB^RAO^1044
2Z^BSB^ROO^314
2Z^CAC^GRU^628
2Z^CGB^OPS^366
2Z^GIG^RAO^631
2Z^GRU^CAC^628
2Z^GRU^RAO^2142
2Z^GRU^VDC^366
2Z^GYN^BSB^1
2Z^GYN^OPS^1
2Z^GYN^PMW^366
2Z^GYN^RAO^366
2Z^OPS^BSB^365
2Z^OPS^CGB^366
2Z^OPS^GYN^1
2Z^PLU^BPS^1
2Z^PLU^RAO^627
2Z^PMW^AUX^366
2Z^PMW^GYN^366
2Z^RAO^BSB^1044
2Z^RAO^GIG^631
2Z^RAO^GRU^2142
2Z^RAO^GYN^366
2Z^RAO^PLU^627
2Z^RAO^SJP^314
2Z^RAO^TJL^313
2Z^ROO^BSB^314
2Z^SJP^RAO^314
2Z^SSA^BPS^52
2Z^SSA^BRA^366
2Z^SSA^VDC^1308
2Z^TJL^RAO^314
2Z^VDC^GRU^366
2Z^VDC^SSA^1308
3A^FYG^HKG^1464
3A^HKG^FYG^1464
3A^HKG^YFT^1098
3A^HKG^ZGN^1464
3A^HKG^ZIY^1098
3A^HKG^ZTI^1830
3A^HKG^ZUI^1464
3A^HKG^ZYK^5124
3A^XZM^HKG^366
3A^YFT^HKG^2196
3A^ZGN^HKG^1830
3A^ZIY^HKG^1098
3A^ZTI^HKG^1830
3A^ZUI^HKG^1464
3A^ZYK^HKG^5124
3E^BRL^ORD^272
3E^BRL^STL^295
3E^DEC^ORD^521
3E^DEC^STL^295
3E^FOD^MCW^113
3E^FOD^STL^544
3E^IWD^MSP^113
3E^IWD^ORD^408
3E^JBR^STL^408
3E^MCW^FOD^113
3E^MCW^ORD^544
3E^MKL^STL^408
3E^MSP^IWD^113
3E^ORD^BRL^272
3E^ORD^DEC^521
3E^ORD^IWD^408
3E^ORD^MCW^544
3E^STL^BRL^295
3E^STL^DEC^295
3E^STL^FOD^544
3E^STL^JBR^408
3E^STL^MKL^408
3F^CGA^HYL^784
3F^CGA^KLW^56
3F^EDA^KCC^86
3F^HYL^CGA^784
3F^HYL^KTN^784
3F^KCC^EDA^86
3F^KCC^KTN^86
3F^KLW^CGA^56
3F^KLW^KTN^56
3F^KTB^KTN^840
3F^KTN^HYL^784
3F^KTN^KCC^86
3F^KTN^KLW^56
3F^KTN^KTB^840
3F^KTN^MTM^840
3F^KTN^WMK^52
3F^KXA^WMK^52
3F^MTM^KTN^840
3F^WMK^KTN^52
3F^WMK^KXA^52
3H^AKV^YIK^364
3H^AKV^YPX^364
3H^XGR^YVP^676
3H^YGL^YGW^157
3H^YGL^YPX^312
3H^YGL^YUL^312
3H^YGW^YGL^157
3H^YGW^YPH^105
3H^YGW^YSK^157
3H^YGW^YUD^312
3H^YGW^YUL^364
3H^YIK^AKV^364
3H^YIK^YZG^364
3H^YKG^YPJ^209
3H^YKG^YQC^364
3H^YKG^YVP^467
3H^YKL^YQB^262
3H^YKL^YVP^207
3H^YKL^YWK^105
3H^YKL^YZV^521
3H^YPH^YPX^469
3H^YPH^YUD^364
3H^YPH^YVP^262
3H^YPJ^YKG^364
3H^YPJ^YTQ^364
3H^YPJ^YVP^105
3H^YPX^AKV^364
3H^YPX^YGL^312
3H^YPX^YPH^364
3H^YPX^YVP^364
3H^YQB^YKL^262
3H^YQB^YUL^262
3H^YQC^YKG^364
3H^YQC^YWB^364
3H^YSK^YGW^157
3H^YSK^YUD^157
3H^YTQ^YPJ^469
3H^YTQ^YVP^364
3H^YUD^YGW^312
3H^YUD^YPH^364
3H^YUD^YSK^157
3H^YUL^YGL^312
3H^YUL^YGW^364
3H^YUL^YQB^262
3H^YVP^XGR^676
3H^YVP^YGW^105
3H^YVP^YKG^312
3H^YVP^YKL^207
3H^YVP^YPH^262
3H^YVP^YPJ^155
3H^YVP^YPX^259
3H^YVP^YTQ^469
3H^YWB^YQC^364
3H^YWB^YZG^364
3H^YWK^YKL^105
3H^YZG^YIK^364
3H^YZG^YWB^364
3H^YZV^YKL^521
3J^BSA^GLK^53
3J^BSA^HGA^52
3J^GLK^BSA^52
3J^GLK^HGA^52
3J^GLK^MGQ^210
3J^HGA^BSA^53
3J^HGA^GLK^52
3J^HGA^JED^53
3J^HGA^MGQ^52
3J^JED^HGA^52
3J^KMU^MGQ^52
3J^MGQ^GLK^209
3J^MGQ^JIB^52
3J^MGQ^KMU^52
3K^BKK^FUK^53
3K^BKK^SIN^1295
3K^CGK^SIN^1189
3K^DAD^SIN^132
3K^DPS^SIN^308
3K^DRW^SIN^256
3K^FUK^BKK^54
3K^HAK^SIN^176
3K^HKG^SIN^549
3K^HKT^SIN^836
3K^KIX^MNL^158
3K^KIX^TPE^509
3K^KNO^SIN^308
3K^KUL^SIN^1302
3K^MNL^KIX^158
3K^MNL^SIN^780
3K^PEN^SIN^608
3K^PER^SIN^553
3K^PKU^SIN^132
3K^PLM^SIN^132
3K^PNH^SIN^440
3K^REP^SIN^176
3K^RGN^SIN^451
3K^SGN^SIN^924
3K^SIN^BKK^1313
3K^SIN^CGK^1189
3K^SIN^DAD^132
3K^SIN^DPS^308
3K^SIN^DRW^256
3K^SIN^HAK^176
3K^SIN^HKG^549
3K^SIN^HKT^836
3K^SIN^KNO^308
3K^SIN^KUL^1302
3K^SIN^MNL^780
3K^SIN^PEN^608
3K^SIN^PER^552
3K^SIN^PKU^132
3K^SIN^PLM^132
3K^SIN^PNH^440
3K^SIN^REP^176
3K^SIN^RGN^451
3K^SIN^SGN^924
3K^SIN^SUB^308
3K^SIN^SWA^132
3K^SIN^TPE^509
3K^SUB^SIN^308
3K^SWA^SIN^132
3K^TPE^KIX^509
3K^TPE^SIN^509
3M^BIM^FLL^638
3M^BIM^MIA^282
3M^CCC^FLL^109
3M^CFG^FLL^81
3M^CKB^IAD^366
3M^CKB^MGW^314
3M^CKB^PKB^262
3M^CMW^FLL^206
3M^CYO^FLL^33
3M^DUJ^IAD^262
3M^DUJ^JST^680
3M^ECP^MCO^15
3M^ECP^TPA^12
3M^ELH^FLL^653
3M^ELH^MCO^26
3M^EYW^FLL^1479
3M^EYW^MCO^587
3M^EYW^RSW^366
3M^EYW^TPA^927
3M^FLL^BIM^638
3M^FLL^CCC^109
3M^FLL^CFG^81
3M^FLL^CMW^206
3M^FLL^CYO^33
3M^FLL^ELH^653
3M^FLL^EYW^1478
3M^FLL^FPO^732
3M^FLL^GGT^129
3M^FLL^GHB^79
3M^FLL^HOG^274
3M^FLL^MCO^1124
3M^FLL^MHH^634
3M^FLL^MZO^97
3M^FLL^SCU^268
3M^FLL^SNU^307
3M^FLL^TCB^343
3M^FLL^TLH^209
3M^FLL^TPA^1274
3M^FLL^VRA^137
3M^FPO^FLL^732
3M^GGT^FLL^129
3M^GHB^FLL^79
3M^HOG^FLL^274
3M^IAD^CKB^366
3M^IAD^DUJ^314
3M^IAD^JST^628
3M^IAD^LWB^680
3M^IAD^MGW^628
3M^IAD^PKB^628
3M^IAD^SHD^628
3M^JAX^MHH^52
