alliance_name^alliance_type^airline_iata_code_2c^airline_name^from_date^to_date^env_id
OneWorld^Member^AB^Air Berlin^2012-03-20^^
OneWorld^Affiliate^HG^Niki^2012-03-20^^
OneWorld^Member^AA^American Airlines^1999-02-01^^
OneWorld^Affiliate^MQ^Envoy Air^1999-02-01^^
OneWorld^Affiliate^AX^Trans States Airlines^1999-02-01^^
OneWorld^Affiliate^US^US Airways^2014-04-01^^
OneWorld^Member^BA^British Airways^1999-02-01^^
OneWorld^Affiliate^CJ^BA CityFlyer^1999-02-01^^
OneWorld^Affiliate^MN^Comair^1999-02-01^^
OneWorld^Affiliate^EC^OpenSkies^1999-02-01^^
OneWorld^Affiliate^EZ^Sun Air of Scandinavia^1999-02-01^^
OneWorld^Member^CX^Cathay Pacific^1999-02-01^^
OneWorld^Affiliate^KA^Cathay Dragon^2007-11-01^^
OneWorld^Member^AY^Finnair^1999-09-01^^
OneWorld^Member^IB^Iberia^1999-09-01^^
OneWorld^Affiliate^YW^Air Nostrum^1999-09-01^^
OneWorld^Affiliate^I2^Iberia Express^2012-03-25^^
OneWorld^Member^JL^Japan Airlines^2007-04-01^^
OneWorld^Affiliate^XM^Zimex Aviation^2007-04-01^2012-12-31^
OneWorld^Affiliate^JC^Japan Air Commuter^2007-04-01^2014-09-30^
OneWorld^Affiliate^NU^Japan Transocean Air^2007-04-01^^
OneWorld^Member^LA^LATAM Chile^2000-06-01^^
OneWorld^Affiliate^4M^LATAM Argentina^2007-04-01^^
OneWorld^Affiliate^4C^LATAM Colombia^2013-10-01^^
OneWorld^Affiliate^XL^LATAM Ecuador^2007-04-01^^
OneWorld^Affiliate^LU^LAN Express^2000-06-01^^
OneWorld^Affiliate^LP^LATAM Perú^2000-06-01^^
OneWorld^Member^JJ^LATAM Brasil^2014-04-01^^
OneWorld^Member^QF^Qantas^1999-02-01^^
OneWorld^Affiliate^NC^Cobham Aviation Services Australia^2005-06-01^^
OneWorld^Member^RJ^Royal Jordanian^2007-04-01^^
OneWorld^Member^S7^S7 Airlines^2010-11-15^^
OneWorld^Affiliate^GH^Globus^2008-12-01^^
OneWorld^Member^QR^Qatar Airways^2013-10-30^^
OneWorld^Member^UL^SriLankan Airlines^2014-05-01^^
OneWorld^Member^MH^Malaysia Airlines^2013-02-01^^
OneWorld^Member^MA^MALÉV Hungarian Airlines^2007-03-29^2012-02-03^
Skyteam^Member^SU^Aeroflot^2006-04-14^^
Skyteam^Affiliate^D9^Donavia^2006-04-14^^
Skyteam^Member^AR^Aerolíneas Argentinas^2012-08-29^^
Skyteam^Affiliate^AU^Austral Líneas Aéreas^2012-08-29^^
