pk^env_id^validity_from^validity_to^3char_code^2char_code^num_code^name^name2^alliance_code^alliance_status^type^wiki_link^flt_freq^alt_names^bases
air-air-busan^^2007-01-01^^ABL^BX^982^Air Busan^^^^^http://en.wikipedia.org/wiki/Air_Busan^35238^en|Air Busan|^
air-air-cairo^^2003-01-01^^MSC^SM^381^Air Cairo^^^^^http://en.wikipedia.org/wiki/Air_Cairo^4941^en|Air Cairo|^
air-air-caledonie^^^^TPC^TY^190^Air Caledonie^^^^^^12032^en|Air Caledonie|^
air-air-calin^^1983-01-01^^ACI^SB^63^Aircalin^Cal Int^^^^http://en.wikipedia.org/wiki/Aircalin^3480^en|Aircalin|=en|Cal Int|^
air-air-canada^^1965-01-01^^ACA^AC^14^Air Canada^^Star Alliance^Member^^http://en.wikipedia.org/wiki/Air_Canada^572407^en|Air Canada|^
air-air-canada-rouge^^^^^RV^0^Air Canada Rouge^^^^^^^en|Air Canada Rouge|^
air-air-caraibes^^2000-07-01^^FWI^TX^427^Air Caraibes^^^^^http://en.wikipedia.org/wiki/Air_Cara%C3%AFbes^10128^en|Air Caraibes|^
air-air-cargo-carriers^^1986-01-01^^SNC^2Q^0^Air Cargo Carriers^^^^C^http://en.wikipedia.org/wiki/Air_Cargo_Carriers^^en|Air Cargo Carriers|^
air-air-caucasus^^^^CSG^UY^49^Air Caucasus^^^^^^^en|Air Caucasus|^
air-air-china^^1988-01-01^^CCA^CA^999^Air China^^Star Alliance^Member^^http://en.wikipedia.org/wiki/Air_China^431197^en|Air China|^
air-air-city^^^^ECE^4F^0^Air City^^^^^^^en|Air City|^
air-air-comet^1^1996-01-01^2009-12-21^MPD^A7^0^Air Comet^Air Plus Comet^^^^http://en.wikipedia.org/wiki/Air_Comet^^en|Air Comet|=en|Air Plus Comet|^
air-air-contact^^^^^KI^0^Air Contact^^^^^^89^en|Air Contact|^
air-air-corsica^^2010-01-01^^CCM^XK^146^Air Corsica^^^^^http://en.wikipedia.org/wiki/Air_Corsica^19099^en|Air Corsica|^
air-air-cote-d-ivoire^^^^^HF^483^Air Cote D Ivoire^Aircoteivoire^^^^^10491^en|Air Cote D Ivoire|=en|Aircoteivoire|^
air-air-creebec^^^^CRQ^YN^219^Air Creebec^Air Creebec^^^^^10258^en|Air Creebec|=en|Air Creebec|^
air-air-dolomiti^^^^DLA^EN^101^Air Dolomiti^Air Dolomiti^^^^^26104^en|Air Dolomiti|=en|Air Dolomiti|^
air-air-east^^^^^ER^0^Air East^^^^^^^en|Air East|^
air-aires^^1981-01-01^^ARE^4C^35^LAN Colombia^Aerovías de Integración Regional (AIRES)^OneWorld^Affiliate^^http://en.wikipedia.org/wiki/LAN_Colombia^^en|LAN Colombia|=en|Aerovías de Integración Regional (AIRES)|^
air-air-europa^^1986-01-01^^AEA^UX^996^Air Europa^^Skyteam^Member^^http://en.wikipedia.org/wiki/Air_Europa^83248^en|Air Europa|^
air-air-excursions^^^^^X4^0^Air Excursions^^^^^^1095^en|Air Excursions|^
air-air-explore^^^^AXE^ED^0^Air Explore^Airblue^^^^^^en|Air Explore|=en|Airblue|^
air-air-finland^^^^^OF^442^Air Finland^^^^^^^en|Air Finland|^
air-air-flamenco^^^^WAF^F4^0^Air Flamenco^Air Flamenco^^^^^14382^en|Air Flamenco|=en|Air Flamenco|^
air-air-france^^1933-10-07^^AFR^AF^57^Air France^^Skyteam^Member^^http://en.wikipedia.org/wiki/Air_France^267171^en|Air France|^CDG=ORY
air-air-freight-nz^^1989-07-01^^AFN^OG^0^Air Freight NZ^^^^^http://en.wikipedia.org/wiki/Air_Freight_NZ^^en|Air Freight NZ|^
air-air-gabon^1^1951-01-01^2006-12-31^AGN^GN^185^Air Gabon^^^^^http://en.wikipedia.org/wiki/Air_Gabon^^en|Air Gabon|^
air-air-georgia^^^^GEO^DA^0^Air Georgia^Air Georgia^^^^^^en|Air Georgia|=en|Air Georgia|^
air-air-go-egypt^^2014-01-01^^AGY^EO^0^Air Go Egypt^^^^^^31^en|Air Go Egypt|^
air-air-greenland^^^^GRL^GL^631^Air Greenland^Air Greenland^^^^^24176^en|Air Greenland|=en|Air Greenland|^
air-air-guinea^^^^^LQ^0^Air Guinea^Air Guinea^^^^^^en|Air Guinea|=en|Air Guinea|^
air-air-horizons^1^1962-01-01^2005-11-30^EUH^RN^0^Air Horizons^^^^^http://en.wikipedia.org/wiki/Air_Horizons^^en|Euralair|h=en|Air Horizons|p^
air-air-iceland^^^^FXI^NY^882^Air Iceland^Air Iceland^^^^^7460^en|Air Iceland|=en|Air Iceland|^
air-air-incheon^^^^AII^KJ^994^Air Incheon^Bmed^^^^^^en|Air Incheon|=en|Bmed|^
air-air-india^^1932-10-15^^AIC^AI^98^Air India^^Star Alliance^Member^^http://en.wikipedia.org/wiki/Air_India^144555^en|Air India|^
air-air-india-charters^^2005-04-29^^AXB^IX^0^Air India Express^^Star Alliance^Affiliate^^http://en.wikipedia.org/wiki/Air_India_Express^5946^en|Air India Express|p=en|Air India Charters|^COK=TRV
air-air-india-regional^^1996-06-21^^LLR^9I^0^Air India Regional^Alliance Air^Star Alliance^Affiliate^^http://en.wikipedia.org/wiki/Air_India_Regional^10040^en|Air India Regional|=en|Alliance Air|^
air-air-indus^^^^MPK^I6^315^Air Indus^^^^^^^en|Air Indus|^
air-air-inuit^^1978-11-01^^AIE^3H^466^Air Inuit^^^^^http://en.wikipedia.org/wiki/Air_Inuit^18114^en|Air Inuit|^
air-air-italy^^2005-05-29^^^I9^67^Air Italy^^^^^http://en.wikipedia.org/wiki/Air_Italy^8925^en|Air Italy|^
air-air-ivoire^1^1960-01-01^2011-12-31^VUN^VU^943^Air Ivoire^^^^^http://en.wikipedia.org/wiki/Air_Ivoire^^en|Air Ivoire|^
air-air-jamaica^^^^AJM^JM^201^Air Jamaica^^^^^^^en|Air Jamaica|^
air-air-japan-company^^1990-06-29^^AJX^NQ^0^Air Japan^^^^^http://en.wikipedia.org/wiki/Air_Japan^6890^en|Air Japan|^
air-air-jet^^^2015-01-01^^7A^0^Air Jet^^^^^^^en|Air Jet|^
air-air-kbz^^2011-04-02^^KBZ^K7^314^Air KBZ^^^^^http://en.wikipedia.org/wiki/Air_KBZ^1278^en|Air KBZ|^
air-air-kenya-aviation^^^^^QP^0^Air Kenya Aviation^Airkenya Avn^^^^^^en|Air Kenya Aviation|=en|Airkenya Avn|^
air-air-kenya-express^^^^XAK^P2^0^Air Kenya Express^^^^^^8008^en|Air Kenya Express|^
air-air-koryo^^^^KOR^JS^120^Air Koryo^Kor Air Dpr^^^^^680^en|Air Koryo|=en|Kor Air Dpr|^
air-air-labrador^^1948-01-01^^LAL^WJ^927^Air Labrador^Labrador Airways^^^^http://en.wikipedia.org/wiki/Air_Labrador^6877^en|Air Labrador|=en|Labrador Airways|^
air-air-leisure-egypt^^^^ALD^AL^0^Air Leisure^^^^^http://en.wikipedia.org/wiki/Air_Leisure^833^en|Air Leisure|^
air-airliaison^^^^^Q9^0^Airliaison^Afrinat Intl^^^^^^en|Airliaison|=en|Afrinat Intl|^
air-airline-service^^^^^ZZ^0^Airline Service^^^^^^^en|Airline Service|^
air-airlines-png^^1987-01-01^^^CG^626^Airlines PNG^^^^^http://en.wikipedia.org/wiki/Airlines_PNG^20924^en|Airlines PNG|^
air-airline-taimyr^^2009-01-01^^TYA^Y7^476^NordStar^Taimyr Air Company^^^^http://en.wikipedia.org/wiki/NordStar^6485^en|NordStar|=en|Taimyr Air Company|^
air-airlink-papua-new-guinea^1^1990-06-01^2007-07-27^AOG^2D^592^Aero VIP (Argentina)^Aero VIP (Argentina)^^^^http://en.wikipedia.org/wiki/Airlink_(Papua_New_Guinea)^^en|Aero VIP (Argentina)|=en|Aero VIP (Argentina)|^
air-air-lituanica^^2013-05-01^2015-05-22^LTU^LT^431^Air Lituanica^^^^^http://en.wikipedia.org/wiki/Air_Lituanica^^en|Air Lituanica|^
air-air-luxor^1^1988-01-01^2006-09-30^LXG^L8^0^Air Luxor^^^^^http://en.wikipedia.org/wiki/Air_Luxor^^en|Air Luxor|^
air-air-macau^^1995-11-09^^AMU^NX^675^Air Macau^^^^^http://en.wikipedia.org/wiki/Air_Macau^22926^en|Air Macau|=pny|Àomén Hángkōng|=wuu|澳门航空|=yue|澳門航空|^
air-air-madagascar^^^^MDG^MD^258^Air Madagascar^^^^^^8029^en|Air Madagascar|^
air-air-malawi^1^1964-03-01^2013-02-28^AML^QM^167^Air Malawi^^^^^http://en.wikipedia.org/wiki/Air_Malawi^^en|Air Malawi|^
air-air-mali^1^2005-01-01^2012-08-01^CMM^I5^261^Air Mali^^^^^http://en.wikipedia.org/wiki/Air_Mali_(2005)^^en|Air Mali|^
air-air-malta^^^^AMC^KM^643^Air Malta^^^^^^11780^en|Air Malta|^
air-air-mandalay^^^^^6T^373^Air Mandalay^^^^^^1098^en|Air Mandalay|^
air-air-marshall-islands^1^1980-01-01^2015-12-31^MRS^CW^0^Air Marshall Islands^^^^^http://en.wikipedia.org/wiki/Air_Marshall_Islands^^en|Air Marshall Islands|=ja|マーシャル諸島航空|=zh|馬紹爾群島航空|^MAJ
air-air-mauritius^^^^MAU^MK^239^Air Mauritius^^^^^^12014^en|Air Mauritius|^
air-airmax^1^^2015-05-01^DAP^X8^0^Airmax^^^^^^^en|Airmax|^
air-air-mediterranee^^^^BIE^ML^853^Air Mediterranee^^^^^^^en|Air Mediterranee|^
air-air-mekong^^^^^P8^819^Air Mekong^Pantanal Linh^^^^^^en|Air Mekong|=en|Pantanal Linh|^
air-air-midwest^1^1967-04-01^2008-06-30^AMW^ZV^0^Midwest Airlines^^^^^http://en.wikipedia.org/wiki/Air_Midwest^^en|Midwest Airlines|^
air-air-minas-linhas-aereas^^^^^6M^0^Air Minas Linhas Aereas^^^^^^^en|Air Minas Linhas Aereas|^
air-air-mobility-command^^^^^MC^0^Air Mobility Command^^^^^^^en|Air Mobility Command|^
air-air-moldova^^^^MLD^9U^572^Air Moldova^^^^^^5372^en|Air Moldova|^
air-air-namibia^^^^NMB^SW^186^Air Namibia^^^^^^11304^en|Air Namibia|^
air-air-new-zealand^^1965-04-01^^ANZ^NZ^86^Air New Zealand^New Zealand^Star Alliance^Member^^http://en.wikipedia.org/wiki/Air_New_Zealand^183634^en|Air New Zealand|=en|New Zealand|^
