3char_code^2char_code^name^website
AAM^^Air America^
CQN^OQ^Chongqing Airlines^http://www.flycq.com/
TBA^TV^Tibet Airlines^http://www.tibetairlines.com.cn
CTV^QG^Citilink^http://www.citilink.co.id/
CIP^6E^City-Air^
SDR^CF^City Airline^http://cityairline.com
DAO^D3^Daallo Airlines^http://www.daallo.biz/
PGT^PC^Pegasus Airlines^http://www.flypgs.com
^^Wingo xprs^http://www.wingoxprs.com/
CLI^XG^Clickair^https://web.archive.org/*/http://www.clickair.com/
CST^BX^Coast Air^https://web.archive.org/web/20060615053100/en.coastair.no/
CLA^CL^Color Air^http://classic-web.archive.org/web/*/www.colorair.no/indexe.html
COM^OH^Comair^http://www.comair.com
CAW^MN^Comair^http://www.comair.co.za
^^Mordovia Airlines^http://www.aviamordovia.ru
VGV^^Vologda Aviation Enterprise^http://www.ilas.ru/avia/index.html
AIJ^4O^Interjet^http://www.interjet.com
ASE^PL^Airstars^
WIA^WM^Winair^http://www.fly-winair.sx
^2Q^Vildanden^http://www.vildanden.no/
FPY^BU^Compagnie Africaine d'Aviation^http://www.caacongo.com/
^^Condor Syndikat^
EXY^XZ^Congo Express^http://www.flyexpress.aero/congo/
YWZ^8O^West Coast Air^http://www.harbourair.com/
MCA^^MCA Airlines^http://www.mcaairlines.com/
CMI^CS^Continental Micronesia^http://www.continental.com/
RPB^P5^Copa Airlines Colombia^https://www.copaair.com/es/web/co
LIL^TE^FlyLal^
CGL^SJ^Seagle Air^http://www.seagleair.sk/
JLX^J0^JetLink Express^http://www.jetlineexpress.co.uk/
^^Coral Sun Airways^http://www.coralsunairways.com/
KSM^^Kosmos Airlines^http://www.kosmos-air.com
^^Union Airways^
MNT^5M^FlyMontserrat^http://www.flymontserrat.com
VKH^VQ^Fly Hellas^http://www.FlyViking.Gr
SOO^9S^Southern Air^http://southernair.com
SXS^XQ^SunExpress^http://www.sunexpress.com
EPA^DZ^Shenzhen Donghai Airlines^http://www.donghaiair.com
CBF^CJ^China Northern Airlines^http://web.archive.org/web/*/www.cna.com.cn/Eng/index-en.html
MNP^SM^Spirit of Manila Airlines^http://www.spiritofmanilaairlines.com/
JAS^JD^Japan Air System^http://web.archive.org/web/20030212210519/http://www.jas.co.jp/
RLU^7R^RusLine^http://www.rusline.aero
TSY^YS^Tristar Air^http://www.tristarair.com/
NZM^NM^Mount Cook Airline^http://www.airnz.co.nz/
RAE^YS^Régional Compagnie Aérienne Européenne^
TAI^TA^Avianca El Salvador^https://www.avianca.com/otr/en/
GOE^GO^Go Fly^
TPA^QT^Avianca Cargo^http://www.aviancacargo.com/
FFT^F9^Frontier Airlines^https://www.flyfrontier.com/
FFW^^Flying Finn^
GXY^J7^Galaxy Airlines^http://web.archive.org/web/*/www.galaxy-airlines.com/english/index.html
EXS^LS^Jet2.com^http://www.jet2.com/
NLV^JN^Livingston Compagnia Aerea^http://www.livingstonair.it
CUS^X5^Cronus Airlines^
ECC^QE^Crossair Europe^
VAS^V8^ATRAN^http://www.atran.ru
UBA^UB^Myanmar National Airlines^https://flymna.com
HCY^ZU^Helios Airways^http://www.flyhelios.com
MIC^IM^Mint Airways^http://www.mint-airways.com
LPE^LP^LATAM Peru^https://www.latam.com/es_pe/
FLG^9E^Endeavor Air^http://www.endeavorair.com/
SUS^EZ^Sun Air of Scandinavia^http://www.uk.sun-air.dk
MSC^SM^Air Cairo^http://www.flyaircairo.com/
BLX^6B^TUIfly Nordic^http://www.tuiflynordic.se/
AIQ^FD^Thai AirAsia^http://www.airasia.com
IRM^W5^Mahan Air^http://www.mahan.aero
MDA^AE^Mandarin Airlines^http://www.mandarin-airlines.com/
CND^CD^Corendon Dutch Airlines^http://www.corendon.nl/airlines
ORC^OC^Oriental Air Bridge^http://www.orc-air.co.jp/
^^DC Aviation^http://www.dc-aviation.com/
^^Belau Air^http://www.underwatercolours.com/belauair/
ARR^QN^Air Armenia^
CDG^SC^Shandong Airlines^http://www.shandongair.com.cn/
RAC^^Ryukyu Air Commuter^http://rac.churashima.net/
ASZ^OB^Astrakhan Airlines^
IRC^EP^Iran Aseman Airlines^https://www.iaa.ir/
ISS^IG^Meridiana^http://www.meridiana.it/
^^Nordic Seaplanes^http://www.seaplanes.dk
FAD^^flyadeal^
^^Small Planet Airlines^http://www.smallplanet.aero/de/
CSW^^SW Italia^http://www.switalia.eu/
^NS^North Shore Air^
BAY^^Bravo Airways^http://www.bravoairways.com.ua/
FCB^CO^Cobalt Air^http://www.cobalt.aero/
^^Golden Wings Aviation^
^^AZALJet^http://www.azaljet.az/
^BE^Enterprise Airlines^
JR^^Pleuger Flugdienst^
NGT^RM^Armenia Airways^https://www.armeniafly.com/en
EWT^5D^Eastwest Airlines^
CGH^GT^Air Guilin^http://www.airguilin.com/
ASV^RS^Air Seoul^http://flyairseoul.com
AVV^T9^Aviator Airlines^
AEN^AN^Andorra Airlines^
^^Smile Air^http://www.gosmileair.com/
^^Goldstar Air^http://flygoldstar.com/
^^Ventura AirConnect^http://venturaairconnect.co.in/
^F5^Fly540 Angola^
FOX^5G^Royal Fly-GH^http://www.fly-gh.com/
AWT^2B^Albawings^http://www.albawings.com
^^SkyBus International Airlines^http://skybus.kz/
^^Q24928673^
MSC^M8^Air Africa^
^^Hawa Air^
^^Air Shares Elite^
^^KLM Helikopters^
^^Aero Uruguay^
^^Baltia Airlines^http://investorshangout.com/Baltia-Air-Lines-Inc-BLTA-59112/
^^Evojets^https://www.evojets.com
MYU^2Y^My Indo Airlines^
EVJ^^Everjets^http://www.everjets.com/
^^Havana Air^http://www.havanaair.com/
LNK^4Z^Airlink Cargo^http://www.airlinkcargo.co.za/index.php
^4F^Travel Air^http://www.travelairpng.com
^^Q25377577^
^^Q25378531^http://dacaviation.com/
^^Q25378533^
^^Q25379024^
^^Q25381921^
^^Q25384057^
^^Q25384943^
^^Q25386064^
^^Q25387041^
^^Q25387698^
^^Q25388370^
HD^^Hössl & Winkler^
^^Q25393287^
^^Q25393289^http://air-djibouti.com//
^^Q25393325^
^^QuickJet Aviation^
OLC^4S^Solar Cargo^http://www.solarcargo.com/
TLL^KC^Q26271118^
EXC^^Hapag-Lloyd Executive^
BT^^Bayerischer Flugdienst^
^^Nora Air Services^
FIA^5F^FlyOne^http://www.flyone.aero/
^T3^TriStar Airlines^
^^Talofa Airways^http://www.talofaairways.com/
^^Consairways^
^^Silesia Air^
ARZ^UR^Azur Air Germany^http://www.azurair.de/
^^Sterna Linhas Aéreas^http://www.sternacargo.com.br
^^Q27869551^
SDR^SR^SundAir^http://sundair.com/
^^BRA Braathens Regional Airlines^https://www.flygbra.se/
^DC^Q27917261^
OMS^OV^SalamAir^http://salamair.com/
^^Star Marianas Air^http://www.starmarianasair.com/
BVL^LB^Bul Air^https://www.bulair.bg/
MCJ^A0^Avianca Argentina^
^^Transports et Travaux Aériens de Madagascar^
LWA^YL^Libyan Wings^http://libyanwings.ly/
VOC^Q6^Volaris Costa Rica^https://www.volaris.com/
^^StarLux Airlines^
DLT^DW^DLT Deutsche Luftverkehrsgesellschaft^
DW^DW^DLT Deutsche Luftverkehrsgesellschaft^
^^Time Air^http://www.timeair.cz/default.asp
ZOA^ZO^Zoom Air^http://www.zoomair.in/
SEP^ER^Serene Air^https://www.sereneair.com/
APK^^Parcelair^
XRC^7A^Express Air Cargo^http://express-aircargo.com/en/
GCM^^Comair Flight Services^
ERN^EG^Ernest Airlines^https://flyernest.com
SMX^^Skymax^http://skymax.com/
^^Sable Aviation^
^^Ludington Airline^
^^As Salaam Air^http://www.assalaamair.com/
^^Sky High Aviation Services^
^^Air Commerce^
FVK^VF^FlyViking^http://www.flyviking.no/en
^^Kairali Airlines^
SDB^^Shoreline Aviation^
^^Afra Airways^
DYN^4A^Aerodynamics Inc.^http://www.flyadi.com/index.html
ORT^V6^Orient Avia^
^^Rus^
JNA^JN^Joon Airlines^https://www.airfrance.fr/FR/en/local/home/joon/HomePageJoonAction.do
^^Cal Jet Air^http://www.caljetair.com
^^Cal Sierra Airlines^
^CA^Caledonian Airways^
CKT^KG^Caledonian Airways^
^^California Pacific Airlines^http://www.flycpair.com
CMV^3C^Calima Aviación^
CCL^Y6^Cambodia Airlines^http://www.cambodiaairlines.com.kh
^^Q5028127^
^^Canada West Airlines^
^^Canadian Airways^
^^Canadian Colonial Airways^
CDR^KI^Canadian Regional Airlines^
CPG^BZ^Capital Airlines^
NCP^^Capital Airlines^http://www.capitalairnigeria.com/
CCI^PT^Capital Cargo International Airlines^http://www.capitalcargo.com/
CFH^^CareFlight^http://www.careflight.org
^^Cargo Airways International^http://www.cargo-airways.com/
CGP^8L^Cargo Plus Aviation^http://www.techno-sites.com/cargo/contact-us.htm
^^Caribair^
CAS^^Caribbean Air Sign^http://caribbeanairsigns.com/
GFI^8B^Caribbean Star Airlines^http://web.archive.org/web/*/http://www.flycaribbeanstar.com/
CRT^^Caribintair^
CAA^KW^Carnival Air Lines^
^^Cascade Airways^
TLG^^Caspiy^http://www.caspiy.kz
^^Castle Air^http://www.castleair.co.uk/
CSJ^^Castle Aviation^http://www.castleair.com/
^^Catalina Airlines^
^^Celestair^
CNL^BE^Centennial Airlines^
^^Central Airlines^
CRW^^Central American Airways^http://www.caa.hn/
^^Central Aérea Limitada^
^^Central Charter de Colombia^http://www.empresario.com.co/charter/
^^Channel Air Bridge^
SRY^^Charter Air Transport^http://www.charterairtransport.com/
CHB^^Chelyabinsk Air Enterprise^
^^Cherokee Air^
^CH^Chicago Air^
WDY^C8^Chicago Express Airlines^http://www.chicagoexpress.com/
CSA^CS^Chicago and Southern Air Lines^
CFA^^China Flying Dragon Aviation^http://www.chinafda.com.cn
IAD^I5^AirAsia India^http://www.airasia.com/in/en/home.page
^^Chris Air^
CHO^^Chrome Air Service^
SYW^S9^SkyAirWorld^https://web.archive.org/web/20070427031242/http://www.skyairworld.com/
CIN^C7^Cinnamon Air^
^^Citelynx^
CFE^FD^CityFlyer Express^
^^CityJet^
OUL^OU^City Express^
SDJ^^Club 328^
^^Club Airways International^
^^Club One Air^
CST^BX^Coast Aero Center^
^^Coastal Air^
CSV^CQ^Coastal Aviation^
^DP^Cochise Airlines^
^^Colonial Air Transport^
^^Colonial Airlines^
^^Colonial Airlines^
^^Comco^
^^Comlux^http://www.comluxaviation.com/
KAZ^^Comlux Kazakhstan^http://www.comluxaviation.com
^DD^Command Airways^
CAH^CT^Command Airways^
UNI^5V^Community Express Airlines^
^^Commuter Airlines^
^^Companhia Itaú de Transportes Aéreos^
^^Companhia Meridional de Transportes^
CYM^YM^Compass Airlines^
^^Compañía Aeronáutica Uruguaya^
COE^^Comtel Air^http://www.comtelair.at/
FGD^^Conair Group^http://www.conair.ca/
IJA^IJ^Imperial Japanese Airways^
ALX^EO^Congo Airlines^
^CK^Connellan Airways^
^^Conquest Airlines^
^^Continental Air Services^
^^Continental Lite^
TSU^IF^Contract Air Cargo^http://www.iflgroup.com
^^Corporate Air^
CPT^OJ^Corporate Air^http://www.corporateair.net
CPB^^Corporate Express^
VTE^LF^Corporate Flight Management^http://www.flycfm.com
^^Cosmopolitan Airlines^
COY^7C^Coyne Airways^http://www.coyneair.com/
KRT^C5^Cretan Airlines^
^^Crilly Airways^
^^Critical Air Medicine^
VCR^J6^Cruiser Linhas Aéreas^http://www.voecruiser.com.br/
^^Culebra Air Services^http://www.Culebraairservices.com
^^Curaçao Express^
CTT^5R^Custom Air Transport^http://www.customairtransport.net/
^^National Airways Gabon^
JOS^L3^DHL de Guatemala^
^^Dac Air^
^^Daimler Airway^
CCD^CA^Dalian Airlines^http://www.dalianair-china.com
DAM^D2^Damania Airways^
^^Kyokushin Air^
KAF^KT^Kyrgyz Air^
KYL^N5^Kyrgyz International Airlines^
KTC^6K^Kyrgyz Trans Avia^
^^L'Express Airlines^
RTD^^L-3 Flight International Aviation^http://www.l-3com.com/fi/
LAB^JF^L.A.B. Flying Service^http://www.labflying.com/
LNC^4M^LAN Dominicana^
CLW^CL^LOT Charters^http://www.lot.com/us/en/lot-charters-about-us
LPT^LP^LaTur^
NIS^^La Costeña^http://www.lacostena.com.ni/
^^Lake Central Airlines^
^^Laker Airways^
^^Lamb Air^http://www.lambair.com/page28/page55/page55.html
ISL^X9^Landsflug^http://web.archive.org/web/*/http://www.landsflug.is/
^^Lanhsa Airlines^
LPN^L7^Laoag International Airlines^
^^Lapsa^
LAQ^LQ^Lebanese Air Transport^http://www.lat.com.lb/
LGD^LC^Legend Airlines^
LWD^L8^Leisure Air^
ULE^MV^Leisure International Airways^
LBA^^Liberia Airways^
LRT^^Liberty Jet Management^http://www.libertyjet.com/
^^Ligne Aerienne du Roi Albert^
^^Lignes Aérienne Seychelles^
HPN^^Linear Air^http://www.linearair.com
^^Linha Aérea Transcontinental Brasileira^
^^Linhas Aéreas Brasileiras^
^^Linhas Aéreas Natal^
^^Linhas Aéreas Wright^
LIX^^Linxair^
^^Lion Air Australia^
UIL^^United International Airlines^
^^Litorânea^
^^Lloyd International Airways^
LOC^ZQ^Locair^http://www.locair.net
^^Loch Lomond Seaplanes^
^^Logistic Air^http://www.logisticair.com
LCY^^London City Airways^
LNX^^London Executive Aviation^
LGT^^Longtail Aviation^http://www.longtailaviation.bm/
^^Los Angeles Airways^
^^Lufttransport Süd^
^^Lukiaviatrans^http://lukiaviatrans.com
LYD^^LyddAir^http://www.lyddair.com
GRO^LL^Líneas Aéreas Allegro^
^^Líneas Aéreas La Urraca^
FED^^Líneas Aéreas Federales^
TUY^^Línea Turística Aereotuy^http://www.tuy.com/charter/
^^Líneas Aéreas Nacionales S. A.^
LAP^PZ^Líneas Aéreas Paraguayas^
PRU^EP^Líneas Aéreas Peruanas^
^^Lóide Aéreo Nacional^
PAM^M1^MAP Linhas Aéreas^
MXJ^MY^MAXjet Airways^
^^MHS Aviation^http://www.mhsaviation.com/
^^MIBA Aviation^
MJF^^MJET^http://www.mjet.eu
^MV^MacRobertson Miller Airlines^
MCS^SX^Macedonian Airlines^
^^Mackey Airlines^
^^Madagascar Flying Services^
MDH^^Madina Air^
MSK^VB^Maersk Air UK^
MLH^8M^Mahalo Air^http://web.archive.org/web/*/http://www.islander-magazine.com/mahaloschedule.html
^MD^Mainland Air^http://www.mainlandair.com/
^^Mainline Airways^
^^Makalu Air^http://www.makaluair.com
^MQ^Maldives Airways^
MXD^OD^Malindo Air^http://www.malindoair.com
^FH^Mall Airways^
MAC^RS^Malta Air Charter^
KGM^MV^Manas Air^
^^Manaus Aerotáxi^
MNS^^Manunggal Air Service^http://manunggal-air.com/
SUV^^Sundance Air Venezuela^
MRK^BF^MarkAir^
^^Marquette Airlines^
MRA^^Martinaire^http://www.martinaire.com
MXL^8M^Maxair^
MYN^EY^Mayan World Airlines^
^^Mayflower Airlines^
MYO^^Mayoral Executive Jet^
^^McClain Airlines^
^^McGee Airways^
MDP^^Medallion Air^http://www.medallionair.ro/
MNJ^IM^MenaJet^http://www.menajet.com/
MXX^^Merchant Express Aviation^
MEI^^Merlin Airways^
MEI^^Merlin Express^
MSQ^^Meta Linhas Aéreas^
USA^US^MetroJet^http://web.archive.org/web/*/http://www.flymetrojet.com
MXI^I6^MexicanaLink^http://www.mexicana.com/
^^Mexicana Cargo^
MXC^GJ^Mexicargo^
MDC^^Mid-Atlantic Freight^http://www.atlantic-aero.com/
^^Mid-Continent Airlines^
MDZ^^Mid Airlines^
MPA^HO^Mid Pacific Air^
^^Heli Air^http://www.heliair.com/
RLI^^Reliant Air^http://www.reliantair.com/
GSW^GM^HolidayJet^http://www.holidayjet.ch/de/
CNM^FW^Canarias Regional Air^
EFA^^Euro First Air - Canarias Cargo^
^^Fly Advanced^http://www.flyadvanced.com
ENZ^^Jota Aviation^http://www.jotagroup.com/index.php
^^Rapid Air Lines^
^^AAA Airlines^
DRS^^Drenair^
RII^RI^Air Costa Rica^
CTH^GP^China General Aviation^
^^Colorado Airways^
^^Patricia Airways^
^^Wayco Air Service^
^^Wyoming Air Service^
^^Boeing Air Transport^
TRV^H7^Taron Avia^http://taron-avia.am/en
HRC^^South Atlantic Airways^
AND^^Servicios Aéreos de los Andes^http://www.andesaircorp.com/
^^Fly all ways^
^^Clifford Ball Airline^
^^Pennsylvania Airlines^
^^Pennsylvania Central Airlines^
^^Central Airlines^
FJW^FN^Fastjet Zimbabwe^http://www.fastjet.com
AZP^ZP^Amaszonas Paraguay^https://www.amaszonas.com/es-py/
^^Curtiss Flying Service^
^^Island Airlines^
^^Coastal Air Lines^
^^Isthmian Airways^
FCO^7B^Fly Blue Crane^https://www.flybluecrane.com
^^GLO Airlines^http://www.flyglo.com
CGZ^GY^Colorful Guizhou Airlines^http://www.dcair.net/
^^Alaska-Washington Airways^
^^Strato-Freight^
^^Curtiss Reid Flying Services^
^^Air Highnesses^
^^Spair Airlines^
^^Kata Air Transport^
^^Transaven Airlines^
CVK^^CAVOK Air^http://www.cavok.aero/
WGN^KD^Western Global Airlines^
BUG^^UVT Aero^http://uvtaero.ru/
^^Santa Bárbara Airlines^
^^Sun Way^
^^Miami Airlines^
^^Avjet Corporation^
^^Queensland Airlines^
^^Golden Eagle Aviation^
^^Stavropolskaya Aktsionernaya Avia^
AAZ^^Aeolus Air^
VSV^DV^Sunday Airlines^
RKT^RN^Rayani Air^
FTZ^FN^Fastjet Tanzania^
CLU^P3^Cargo Logic Air^http://www.cargologicair.com/
IIA^I7^Int'Air Îles^http://www.inter-iles-air.com/
^^ChileJet^
JMR^^Latin American Wings^http://www.vuelalaw.com
^5L^Fly Salone^
^^Hummingbird Air^http://hum-air.com/
AKR^8A^Arctic Air^
^WW^West Wing Aviation^http://www.westwing.com.au/
FEG^FT^FlyEgypt^http://www.flyegypt.today/
AEG^^FLYEST^http://www.flyest.eu/
FSA^FS^Free Spirit Airlines^http://www.freespiritairlines.com.au/
CIK^Y6^AB Aviation^
VIR^VS^Virgin Atlantic Little Red^http://www.virgin-atlantic.com
TXP^KV^Asian Express Airline^http://www.asian-express-airline.com/
CWY^^Woodgate Aviation^http://www.woodair.com/
EDR^8W^Fly All Ways^http://www.flyallways.com/
^^Tropic Ocean Airways^
ACJ^^Air Traffic^
EPC^DD^Conti-Flug^
^^Q22674555^
IP^^Interregional Fluggesellschaft^
^^Q22674708^
WS^^Wirtschaftsflug^
EUS^UH^Eurasia Airlines^
^^Q22691031^
^^Cello Aviation^http://www.flycello.com/
EWE^E2^Eurowings Europe^https://www.eurowings.com/at.html
FDK^4J^FlyDamas^http://www.flydamas.com/
^SO^APEX Airlines^http://www.apexairline.com
^^Sayany Airlines^
SUB^^Suburban Air Freight^http://www.subair.com
AEH^^Aero4M^http://www.aero4m.com/
^^Air Charter Services^http://www.aircharterservices.com/
ATX^T6^AirSWIFT^http://www.air-swift.com
^^Swazi Airways^http://www.flyswazi.com/
^^Utah Airways^http://www.flyutahair.com/
^^VivaCan^
FRE^FP^FlyPelican^
ASB^^Air Spray^http://www.airspray.com/
^^Advance Airlines^
HTU^A6^Yunnan Hongtu Airlines^http://www.redair.cn/
MSU^7D^Maluti Sky^http://www.flymalutisky.com/
^^Premier Airways^http://www.premierairways.in/
^^Galaxy Airways (Greece)^
TVJ^VZ^Thai Vietjet Air^https://www.vietjetair.com
^^Midlands Air Ambulance^http://www.midlandsairambulance.com/
MDW^ML^Midway Airlines^
MDW^JI^Midway Airlines^http://web.archive.org/web/*/http://midwayair.com/
^^Midwest Aviation^
MAB^^Millardair^http://millardair.com/
^^Millennium Aviation^
^^Scandinavian Air Ambulance^http://www.airamb.se
^^Mimika Air^
^^Mindanao Express^
MAV^^Minoan Air^http://www.minoanair.com/
^XV^Mississippi Valley Airlines^
^KV^Modern Air Transport^
MOD^M9^ModiLuft^
RRV^^Mombasa Air Safari^http://mombasaairsafari.com
^^Monarch Airlines^
^MT^Morton Air Services^
MSC^M8^Moscow Airways^
MPI^^Mosphil Aero^
^^Mountain Air^
MTN^C2^Mountain Air Cargo^http://www.airt.net/
^^Mountain Air^http://www.mountainair.co.nz/
MXE^^Moçambique Expresso^
MAW^^Mustique Airways^http://www.mustique.com
MYL^VZ^MyTravelLite Airlines^
HMR^^NAC Air^http://www.nacair.ca/
^^Nacional Transportes Aéreos^
BFN^^Naganagani^
NAS^^Nakanihon Air Service^http://www.nnk.co.jp/
^^National Air Transport^
^^National Airlines^
^NZ^New Zealand National Airways Corporation^
^^National Parks Airways^
^^Nations Air Express^
NZA^M4^Nayzak Air Transport^http://www.nayzak.ly/
NEP^N7^Neptune Air^http://www.neptuneair.com
NJE^1I^NetJets Europe^http://www.netjetseurope.com
NWK^^Network Aviation^http://www.networkaviation.com.au/
^VF^Nevis Express^
^^New England & Western Air Transportation Co.^
^^New England Air Transport^http://www.flyneat.com
^^New York, Rio, and Buenos Aires Line^
^^Nex Aviation^http://www.nexaviation.com/
NCN^^Nicon Airways^
NOA^^NorOntair^
NEF^^Nord-Flyg^http://www.nordflyg.se
^^Nordic Air^
NOD^DJ^Nordic European Airlines^
NGB^NJ^Nordic Global Airlines^http://www.nordicglobalcargo.com
^N5^Norfolk Air^http://www.norfolkair.com
^^Norfolk Island Airlines^
^YE^Norfolk Jet Express^
HMF^^Norrlandsflyg^http://www.norrlandsflyg.se/en/home
^^Norsk Air^
^^Norsk Forurensningskontroll^
^^North Canada Air^
^NC^North Central Airlines^
^^North Cyprus Airlines^
^^North Pacific Airlines^
QSA^QS^Northeastern International Airways^
^^Norving^
NOS^JA^Norway Airlines^
NOV^O9^Nova Airline^
NGK^EN^Novair International Airways^
NIN^^Nurman Avia^
^^Nusantara Buana Air^
^^OKI Air International^http://www.oki-air.com
AAN^OB^Oasis Airlines^
^^Ocean Sky UK^
^TJ^Oceanair^
ODY^IL^Odyssey International^
OKJ^9H^Okada Air^
OME^^Omega Aerial Refueling Services^http://www.omegaairrefueling.com/
NUN^^Ontario Central Airlines^
DEL^9X^Ontario Express^
OPJ^^Opera Jet^http://www.operajet.eu
ORK^4D^Orca Air^
^^Organização Mineira de Transportes Aéreos^
^^Orient Airways^
OEG^4R^Orient Eagle Airways^
ORI^^Orionair^http://www.orionair.es/
OZA^OZ^Ozark Air Lines^
PCA^^P.C. Air^http://www.pcairline.com/
PWD^7N^PAWA Dominicana^https://www.pawadominicana.com/
PCE^Y5^Pace Airlines^
PCA^PC^Pacific Air Lines^
^^Pacific Air Transport^
^^Pacific Alaska Airways^
PXT^^Pacific Coast Jet^http://pacificcoastjet.com/
PCE^6P^Pacific East Airlines^
^^Pacific Express^
PSA^9J^Pacific Island Aviation^http://web.archive.org/*/http://www.pacificislandaviation.com
^^Pacific Island Seaplanes^http://www.pacificislandair.com/
PPM^^Pacific Pearl Airways^http://www.pacificpearlairways.com/
PRQ^RY^Pacific Royale Airways^
PKA^^Pakistan Airways^http://www.astpakistanairways.com/
PAA^^Pakistan Aviators & Aviation^
^GP^Palau Trans Pacific Airlines^
^^Palm Aviation^
^PF^Pan African Airlines^
^^Pan Am Cargo^
^^Q28501868^http://www.chilean-airways.com/
CYP^CY^Cyprus airways^https://www.cyprusairways.com/
ATR^^Atrak Air^http://www.atrakair.com/
SHI^^Sepehran Airlines^http://www.sepehranairlines.com/
RLD^RW^RAS Flug^
FOH^^Fly Orion Airways^
^^Delta (Denmark)^http://www.madebydelta.com/
^^North Star Air^http://www.northstarair.ca/
TAP^TP^TAP Express^
NRS^DI^Norwegian Air UK^http://www.norwegian.com/uk/
JCC^QD^JC International Airlines^http://www.jcairline.com/
NAA^DN^Norwegian Air Argentina^https://www.norwegian.com/ar/
SNG^LT^LJ Air^http://www.longjianghk.com/
SSV^5G^Anda Air^http://anda-air.aero/en/
DAT^D4^DART Ukrainian Airlines^http://aerodart.com.ua/
^^Air Alderney^http://www.airalderney.gg/
^^Nashville Eagle^
HKI^^Flight Hauraki^http://www.flighthauraki.co.nz
^^Q29645589^
TZR^^Rainbow Airlines^http://www.rainbowairlines.co.zw/
RAT^^Rainbow Airlines^http://www.rainbowairlines.co.zw/
^^Norsk Helikopterservice^
^^PowdAir^https://www.powdair.ski/
^^Lakeshore Express^
^^Gotia Shuttle Express^
AHY^J2^Buta Airways^http://www.butaairways.az/
^^Aeroservicios Gama^
^^VigoJet^
^^Saint-Ex Cargo^
RIX^^Rectrix Aviation^http://rectrix.aero/
^^Waves^https://www.flywaves.gg/
AJV^^Advance Aviation Jet^
^^Boone County Airlines^
MND^^Yas Air^
DCT^^Directflight^
AAV^8Y^Pan Pacific Airlines^
^GP^APG Airlines^
^^Offshore Helicopters^
^^Q30742318^
MUT^A4^Azimuth^http://azimuth.aero
CBX^^Cobrex Trans^
GJT^^GetJet Airlines^http://www.getjet.aero/
^^Bulgarian Eagle^
^^Q31842610^
LFT^^Aerolift^
^^Arizona Express Airlines^
^^ATSA^http://www.atsaperu.com/
^^Pentastar Transportation^
^^ACE Transvalair^
^^Aelis Air Service^
^^Air Toulouse International^
^^Westair^
^^Aeris Express^
^^Aero Cargo^
^^Aero France International^
^^Aerocondor^
^^Aerolinair^
^^Aeromaritime^
^^Airbus Inter Transport^
^^Aerope 3S Aviation^
^^Lignes Aériennes Latécoère^
^^Aerotour^
^^Touraine Air Transport^
^^Air Angouleme^
^^Air Anjou Transports^
^^Air Aquitaine^
^^Air Union Lignes d'Orient^
^^Air Asie^
^^Air Bretagne^
^^Air Caen^
^^Air Champagne Ardennes^
^^Air Cidna^
^^Air Continent^
^^Air Esterel^
^^Air Dauphine^
^^Air Dieppe^
^^Air Enterprise^
^^Air Entreprise International^
^^Air France Asie^
^^Air France Asie Cargo^
^^Air France Cargo^
^^Air Fret^
^^Air Jet^
^^Air Languedoc^
^^Air Littoral Express^
^^Air Littoral Riviera^
^^Air Midi Bigorre^
^^Air Nolis^
^^Air Normandie^
^^Air Open Sky^
^^Air Outre Mer^
^^Air Paris^
^^Air Provence^
^^Air Provence International^
^^West Air France^
^^Air Rouergue^
^^Union Aeronautique Regionale^
^^Uni Air Rouergue^
^^Air Service Nantes^
^^Air Service Vosges^
LAM^TM^LAM Mozambique Airlines^http://www.lam.co.mz/
JFU^8J^Jet4you^
PIC^BL^Jetstar Pacific Airlines^http://www.jetstarpacific.com/Sites/Web/en-US/Home
WOW^WW^WOW air^http://www.wowair.com/
DAN^DA^Dan-Air^
DAN^9J^Dana Air^http://www.flydanaair.com/
DTR^DX^Danish Air Transport^http://www.dat.dk
VPA^V5^Danube Wings^
^^Evolavia^
AZR^QC^Air Zaïre^
^^Aero^
BBG^FZ^Alisea Airlines^
PIT^P2^Panair^
PAC^PO^Polar Air Cargo^http://www.polaraircargo.com
DNM^J7^Denim Air^
EIA^EZ^Evergreen International Airlines^http://www.evergreenairlines.com/
NTH^HC^Hokkaido Air System^http://www.hac-air.co.jp/
WOA^WO^World Airways^https://web.archive.org/web/20140716153256/http://www.worldairways.com/
JLJ^XM^J-Air^http://www.jair.co.jp
ILN^D6^Interair South Africa^http://www.interair.co.za/
^^AmericanConnection^
FOM^SJ^Freedom Air^
TVF^TO^Transavia.com France^http://www.transavia.com/
NAO^NA^North American Airlines^http://web.archive.org/web/*/http://www.flynaa.com/
RBY^V2^Vision Airlines^http://www.visionairlines.com/
KNE^XY^Nas Air^http://www.flynas.com
AJX^NQ^Air Japan^http://www.air-japan.co.jp/
THD^WE^Thai Smile^http://www.thaismileair.com/
CYL^CT^Alitalia CityLiner^
NGA^WT^Nigeria Airways^
UBD^4H^United Airways^http://www.uabdl.com
WON^IW^Wings Air^
VKG^DK^Thomas Cook Airlines Scandinavia^http://www.thomascookairlines.dk
NKS^NK^Spirit Airlines^http://www.spiritair.com
NKS^NK^Spirit Airlines^https://www.spirit.com/
VEX^TV^Virgin Express^http://web.archive.org/web/*/http://www.virginexpress.com/
JAC^JC^Japan Air Commuter^http://www.jac.co.jp/
