FYV	FYV	Drake Field Airport	Fayeteville/Springdale	AR	US	360013N	0941012W	2	A
FZO	FZO	Filton Airport	Filton	SC	GB	513100N	0023500W	0	A
GAA	GAA	Guamal Airport	Guamal		CO	090900N	0741400W	0	A
GAB	GAB	Gabbs Airport	Gabbs	NV	US	385200N	1175500W	4	A
GAC	GAC	Gracias Airport	Gracias		HN	143548N	0883538W	0	A
GAD	GAD	Gadsden Municipal Airport	Gadsden	AL	US	335825N	0860514W	2	A
GAE	GAE	Matmata Airport	Gabes		TN	335300N	0100200E	0	A
GAF	GAF	Ksar Airport	Gafsa		TN	342500N	0084900E	0	A
GAG	GAG	Gage Airport	Gage	OK	US	362100N	0995300W	2	A
GAH	GAH	Gayndah Airport	Gayndah	QL	AU	252600S	1512900E	2B	A
GAI	GAI	Montgomery County Airport	Gaithersburg	MD	US	390900N	0771200W	1	A
GAJ	GAJ	Junmachi Airport	Yamagata		JP	382400N	1402300E	0	A
GAL	GAL	Edward G. Pitka Sr. Airport	Galena	AK	US	644411N	1565554W	5	A
GAM	GAM	Gambell Airport	Gambell	AK	US	634600N	1714415W	5	A
GAN	GAN	Gan/Seenu Airport	Gan Island		MV	004100S	0731000E	0	A
GAO	GAO	Los Canos Airport	Guantanamo		CU	200505N	0750931W	0	A
GAP	GAP	Gusap Airport	Gusap		PG	063000S	1462000E	1	A
GAQ	GAQ	Korogoussou Airport	Gao		ML	161455N	0000005W	0	A
GAR	GAR	Garaina Airport	Garaina		PG	075224S	1470815E	1	A
GAS	GAS	Garissa Airport	Garissa		KE	002700S	0393900E	0	A
GAT	GAT	Tallard Airport	Gap		FR	443300N	0060500E	0	A
GAU	GAU	Gopinah Bordoloi Int'l Airport	Guwahati		IN	260615N	0913515E	0	A
GAV	GAV	Gag Island Airport	Gag Island		ID	260000S	1305300E	3	A
GAW	GAW	Gangaw Airport	Gangaw		MM	221000N	0940800E	0	A
GAX	GAX	Yenzi Airport	Gamba		GA	024600S	0095900E	0	A
GAY	GAY	Gaya Airport	Gaya		IN	244448N	0845645E	0	A
GAZ	GAZ	Guasopa Airport	Guasopa		PG	091200S	1525600E	1	A
GBB	GBB	Gabala Intl Airport	Gabala		AZ	404735N	0474333E	0	A
GBC	GBC	Gasuke Airport	Gasuke		PG	060600S	1414400E	1	A
GBD	GBD	Great Bend Municipal Airport	Great Bend	KS	US	382050N	0985151W	2	A
GBE	GBE	Sir Seretse Khama International Airport	Gaborone		BW	243300S	0255500E	0	A
GBF	GBF	Negarbo Airport	Negarbo		PG	063500S	1444000E	1	A
GBG	GBG	Galesburg Airport	Galesburg	IL	US	405619N	0902544W	2	A
GBH	GBH	Galbraith Lake Airport	Galbraith Lake	AK	US	682800N	1492900W	5	A
GBJ	GBJ	Les Bases Airport	Marie Galante		GP	155200N	0611600W	0	A
GBK	GBK	Gbangbatok Airport	Gbangbatok		SL	074800N	0122200W	0	A
GBL	GBL	South Goulburn Island Airport	South Goulburn Island	NT	AU	113300S	1332600E	3A	A
GBM	GBM	Garbaharey Airport	Garbaharey		SO	032000N	0421100E	0	A
GBN	GBN	San Giovanni Rotondo Heliport	San Giovanni Rotondo		IT	414200N	0154400E	0	H
GBO	BWI	Baltimore Greenbelt T Airport	Baltimore	MD	US	391600N	0764500W	1	A
GBP	GBP	Gamboola Airport	Gamboola	QL	AU	163300S	1434000E	2B	A
GBQ	GBQ	Off-Line Point	Muharraq		BH	262559N	0505920E	0	O
GBR	GBR	Great Barrington Airport	Great Barrington	MA	US	421200N	0732200W	1	A
GBS	GBS	Off-Line Point	Port Fitzroy		NZ	360800S	1752000E	1	O
GBT	GBT	Gorgon Airport	Gorgon		IR	365402N	0542446E	0	A
GBU	GBU	Khashm el Girba Airport	Khashm el Girba		SD	145535N	0355320E	0	A
GBV	GBV	Gibb River Airport	Gibb River	WA	AU	153900S	1263800E	4	A
GBW	GBW	Ginbata Airport	Ginbata	WA	AU	233451S	1200208E	4	A
GBX	GRX	Bus Station	Granada	SP	ES	371157N	0033650W	1	B
GBZ	GBZ	Great Barrier Island Airport	Great Barrier Island		NZ	361500S	1752500E	1	A
GCA	GCA	Guacamayas Airport	Guacamayas		CO	021900N	0753000W	0	A
GCC	GCC	Campbell County Airport	Gillette	WY	US	442105N	1053130W	3	A
GCD	GCD	Grand Coulee Dam	Electric City	WA	US	475525N	1190450W	4	A
GCH	GCH	Gachsaran Airport	Gachsaran		IR	302000N	0504900E	0	A
GCI	GCI	Guernsey Airport	Guernsey		GG	492610N	0023610W	0	A
GCJ	JNB	Johannesburg-Grand Central Airport	Johannesburg		ZA	255916S	0280827E	0	A
GCK	GCK	Garden City Regional Airport	Garden City	KS	US	375543N	1004347W	2	A
GCM	GCM	Owen Roberts International Airport	Grand Cayman		KY	191733N	0812129W	0	A
GCN	GCN	National Park Airport	Grand Canyon	AZ	US	355732N	1120800W	3A	A
GCW	GCW	Grand Canyon West Airport	Grand Canyon West	AZ	US	355925N	1134859W	3A	A
GCY	GCY	Greenville Municipal Airport	Greenville	TN	US	361300N	0825100W	1	A
GDA	GDA	Gounda Airport	Gounda		CF	092000N	0211000E	0	A
GDC	GSP	Donaldson Center Airport	Greenville	SC	US	344800N	0822100W	1	A
GDD	GDD	Gordon Downs Airport	Gordon Downs	WA	AU	184300S	1283300E	4	A
GDE	GDE	Gode Airport	Gode		ET	055607N	0433442E	0	A
GDG	GDG	Magdagachi Airport	Magdagachi		RU	532800N	1254800E	8	A
GDH	GDH	Golden Horn Lodge SPB	Golden Horn	AK	US	594300N	1581000W	5	S
GDI	GDI	Gordil Airport	Melle		CF	094400N	0213500E	0	A
GDJ	GDJ	Gandajika Airport	Gandajika		CD	064600S	0235800E	1	A
GDL	GDL	Miguel Hidalgo Intl Airport	Guadalajara		MX	203126N	1031845W	1	A
GDM	GDM	Gardner Municipal Airport	Gardner	MA	US	423400N	0715900W	1	A
GDN	GDN	Lech Walesa Airport	Gdansk		PL	542241N	0182803E	0	A
GDO	GDO	Guasdualito Airport	Guasdualito		VE	071400N	0704800W	0	A
GDP	GDP	Guadalupe Airport	Guadalupe	PI	BR	064655S	0433454W	1A	A
GDQ	GDQ	Azezo Airport	Gonder		ET	123052N	0372644E	0	A
GDT	GDT	J.A.G.S. McCartney Intl Airport	Grand Turk		TC	212800N	0710800W	0	A
GDU	GDU	Railway Station	Guadalajara	SP	ES	403838N	0031056W	1	R
GDV	GDV	Dawson Community Airport	Glendive	MT	US	470820N	1044825W	3	A
GDW	GDW	Gladwin Airport	Gladwin	MI	US	435900N	0842900W	1	A
GDX	GDX	Sokol Airport	Magadan		RU	595500N	1504300E	9	A
GDZ	GDZ	Gelendzhik Airport	Gelendzhik		RU	443400N	0380100E	2	A
GEA	NOU	Magenta Airport	Noumea		NC	221535S	1662815E	0	A
GEB	GEB	Gebe Airport	Gebe		ID	000500N	1292500E	3	A
GEC	GEC	Gecitkale Airport	Gecitkale		CY	351410N	0334312E	0	A
GED	GED	Sussex County Airport	Georgetown	DE	US	384118N	0752127W	1	A
GEE	GEE	George Town Airport	George Town	TS	AU	181700S	1433300E	2A	A
GEF	GEF	Geva Airstrip	Geva		SB	073442S	1563552E	0	A
GEG	GEG	Spokane International Airport	Spokane	WA	US	473701N	1173214W	4	A
GEL	GEL	Sepe Tiaraju Airport	Santo Angelo	RS	BR	281652S	0541005W	1	A
GEM	GEM	Mongomo Airport	Mongomo		GQ	014129N	0110126E	0	A
GEN	GEN	Herrera Railway Station	Puente Genil	SP	ES	372300N	0044700W	1	R
GEO	GEO	Cheddi Jagan International Airport	Georgetown		GY	063000N	0581500W	0	A
GER	GER	Rafael Cabrera Airport	Nueva Gerona		CU	215015N	0824648W	0	A
GES	GES	Buayan Airport	General Santos		PH	060634N	1251405E	0	A
GET	GET	Geraldton Airport	Geraldton	WA	AU	284730S	1144200E	4	A
GEV	GEV	Gallivare Airport	Gallivare		SE	670804N	0204900E	0	A
GEW	GEW	Gewoya Airport	Gewoya		PG	091800S	1482800E	1	A
GEX	GEX	Geelong Airport	Geelong	VI	AU	380800S	1442100E	2	A
GEY	GEY	South Big Horn County Airport	Greybull	WY	US	443000N	1080300W	3	A
GFA	GTF	Malstrom AFB Heliport	Great Falls	MT	US	473000N	1111700W	3	M
GFD	GFD	Pope Field	Greenfield	IN	US	394700N	0854600W	1	A
GFE	GFE	Grenfell Airport	Grenfell	NS	AU	335400S	1481100E	2	A
GFF	GFF	Griffith Airport	Griffith	NS	AU	341503S	1460357E	2	A
GFK	GFK	Grand Forks Airport	Grand Forks	ND	US	475707N	0971043W	2	A
GFL	GFL	Warren County Airport	Glens Falls	NY	US	432040N	0733633W	1	A
GFN	GFN	Clarence Valley Airport	Grafton	NS	AU	294521S	1530202E	2	A
GFO	GFO	Bartica Airport	Bartica		GY	062500N	0583500W	0	A
GFR	GFR	Granville Airport	Granville		FR	485300N	0013400W	0	A
GFY	GFY	Grootfontein Airport	Grootfontein		NA	193600S	0180800E	0	A
GGA	GGA	Ferry Port	La Graciosa	SP	ES	291345N	0133005W	2	P
GGC	GGC	Lumbala N' guimbo Airport	Lumbala N'guimbo		AO	123900S	0223400E	0	A
GGD	GGD	Gregory Downs Airport	Gregory Downs	QL	AU	183800S	1391400E	2B	A
GGE	GGE	Georgetown Airport	Georgetown	SC	US	332300N	0791700W	1	A
GGG	GGG	East Texas Regional Airport	Longview	TX	US	322312N	0944255W	2	A
GGL	GGL	Gilgal Airport	Gilgal		CO	082000N	0770500W	0	A
GGM	GGM	Kakamega Airport	Kakamega		KE	001600N	0344600E	0	A
GGN	GGN	Gagnoa Airport	Gagnoa		CI	060800N	0055600W	0	A
GGO	GGO	Guilo Airport	Guilo		CI	062000N	0074500W	0	A
GGR	GGR	Garowe Airport	Garowe		SO	081700N	0482000E	0	A
GGS	GGS	Gobernador Gregores Airport	Gobernador Gregores	SC	AR	484600S	0701500W	0	A
GGT	GGT	Exuma International Airport	George Town		BS	233342N	0755233W	0	A
GGW	GGW	Glasgow International Airport	Glasgow	MT	US	481246N	1063656W	3	A
GGZ	GRZ	Railway Station	Graz		AT	470423N	0152458E	0	R
GHA	GHA	Noumerate Airport	Ghardaia		DZ	322256N	0034802E	0	A
GHB	GHB	Governor's Harbour Airport	Governor's Harbour		BS	251702N	0761951W	0	A
GHC	GHC	Great Harbour Airport	Great Harbour		BS	254417N	0775025W	0	A
GHE	GHE	Garachine Airport	Garachine		PA	080357N	0782154W	0	A
GHF	GHF	Giebelstadt Airport	Giebelstadt		DE	493900N	0095800E	0	A
GHK	GHK	Gahcho Kue Airport	Kennedy Lake	NT	CA	632559N	1091159W	5	A
GHM	GHM	Centerville Municipal Airport	Centerville	TN	US	354700N	0872800W	2	A
GHN	GHN	Guanghan Airport	Guanghan		CN	302800N	1063900E	0	A
GHT	GHT	Ghat Airport	Ghat		LY	250832N	0100832E	0	A
GHU	GHU	Gualeguaychu Airport	Gualeguaychu	ER	AR	330015S	0583644W	0	A
GIA	GRO	Railway Station	Girona	SP	ES	415845N	0024901E	1	R
GIB	GIB	North Front Airport	Gibraltar		GI	360900N	0052050W	0	A
GIC	GIC	Boigu Island Airport	Boigu Island	QL	AU	091400S	1421300E	2B	A
GID	GID	Gitega Airport	Gitega		BI	032500S	0295500E	0	A
GIF	GIF	Gilbert Field Airport	Winter Haven	FL	US	280400N	0814500W	1	A
GIG	RIO	Galeao- A.C. Jobim Intl Airport	Rio de Janeiro	RJ	BR	224917S	0431458W	1	A
GII	GII	Siguiri Airport	Siguiri		GN	113100N	0091000W	0	A
GIL	GIL	Gilgit Airport	Gilgit		PK	355509N	0742009E	0	A
GIM	GIM	Miele Mimbale Airport	Miele Mimbale		GA	000100S	0112400E	0	A
GIR	GIR	Santiago Vila Airport	Girardot		CO	041800N	0744800W	0	A
GIS	GIS	Gisborne Airport	Gisborne		NZ	383935S	1775820E	1	A
GIT	GIT	Geita Airport	Geita		TZ	024800S	0321200E	0	A
GIU	GIU	Sigiriya Slaf Base	Sigiriya		LK	075700N	0804300E	0	M
GIY	GIY	Giyani Airport	Giyani		ZA	231700S	0304000E	0	A
GIZ	GIZ	Jazan Airport	Jazan		SA	165200N	0423500E	0	A
GJA	GJA	Guanaja Airport	Guanaja		HN	162642N	0855421W	0	A
GJB	GDU	Bus Station	Guadalajara	SP	ES	403810N	0031023W	1	B
GJL	GJL	Jijel Airport	Jijel		DZ	364800N	0055300E	0	A
GJM	GJM	Guajara-Mirim Airport	Guajara-Mirim	RO	BR	104700S	0652200W	2A	A
GJN	GJN	Railway Station	Zhijiang		CN	302735N	1113420E	0	R
GJR	GJR	Gjogur Airport	Gjogur		IS	655943N	0211937W	0	A
GJT	GJT	Grand Junction Regional Airport	Grand Junction	CO	US	390707N	1083050W	3	A
GKA	GKA	Goroka Airport	Goroka		PG	060445S	1452352E	1	A
GKD	GKD	Gokceada Airport	Gokceada		TR	401204N	0255256E	0	A
GKE	GKE	Air Base	Geilenkirchen		DE	505739N	0060233E	0	A
GKH	GKH	Palungtar Airport	Gorkha		NP	280000N	0844030E	0	A
GKK	GKK	Kooddoo Island Airport	Kooddoo Island		MV	004351N	0732559E	0	A
GKL	GKL	Great Keppel Island Airport	Great Keppel Island	QL	AU	231100S	1505630E	2B	A
GKN	GKN	Gulkana Airport	Gulkana	AK	US	620919N	1452708W	5	A
GKO	GKO	Kongoboumba Airport	Kongoboumba		GA	000500S	0112800E	0	A
GKT	GKT	Gatlinburg Airport	Gatlinburg	TN	US	355105N	0833107W	1	A
GKW	KWL	Guilin Railway Station	Guilin		CN	251550N	1101641E	0	R
GLA	GLA	Glasgow International Airport	Glasgow	SC	GB	555200N	0042600W	0	A
GLB	GLB	San Carlos Apache Airport	Globe	AZ	US	332111N	1104002W	3A	A
GLC	GLC	Geladi Airport	Geladi		ET	065800N	0462500E	0	A
GLD	GLD	Renner Field	Goodland	KS	US	392213N	1014158W	3	A
GLE	GLE	Gainesville Municipal Airport	Gainesville	TX	US	333800N	0970800W	2	A
GLF	GLF	Golfito Airport	Golfito		CR	083905N	0831051W	0	A
GLG	GLG	Glengyle Airport	Glengyle	QL	AU	244900S	1393600E	2B	A
GLH	GLH	Greenville Airport	Greenville	MS	US	332904N	0905906W	2	A
GLI	GLI	Glen Innes Airport	Glen Innes	NS	AU	294036S	1514127E	2	A
GLK	GLK	Galcaio Airport	Galcaio		SO	064600N	0472600E	0	A
GLL	GLL	Klanten Airport	Gol		NO	604200N	0085700E	0	A
GLM	GLM	Glenormiston Airport	Glenormiston	QL	AU	225500S	1385000E	2B	A
GLN	GLN	Guelmime Airport	Guelmime		MA	290100N	0100400W	0	A
GLO	GLO	Gloucestershire Airport	Gloucester/Cheltenham	EN	GB	515337N	0020952W	0	A
GLP	GLP	Gulgubip Airport	Gulgubip		PG	051700S	1413100E	1	A
GLR	GLR	Otsego County Airport	Gaylord	MI	US	450200N	0844000W	1	A
GLS	GLS	Scholes International Field	Galveston	TX	US	291603N	0945137W	2	A
GLT	GLT	Gladstone Airport	Gladstone	QL	AU	235000S	1511515E	2B	A
GLU	GLU	Gelephu Airport	Gelephu		BT	265306N	0902752E	0	A
GLV	GLV	Golovin Airport	Golovin	AK	US	643239N	1630215W	5	A
GLW	GLW	Glasgow Municipal Airport	Glasgow	KY	US	370000N	0855500W	2	A
GLX	GLX	Gamarmalamo Airport	Galela		ID	015000N	1275000E	3	A
GLY	GLY	Mount Goldsworthy Airport	Mount Goldsworthy	WA	AU	200500S	1194000E	4	A
GLZ	GLZ	Gilze-Rijen AB Airport	Breda		NL	513500N	0044500E	0	M
GMA	GMA	Gemena Airport	Gemena		CD	031406N	0194607E	1	A
GMB	GMB	Gambela Airport	Gambela		ET	080756N	0343355E	0	A
GMC	GMC	Guerima Airport	Guerima		CO	492600N	0023600W	0	A
GMD	GMD	Ben Slimane Airport	Ben Slimane		MA	333915N	0071332W	0	A
GME	GME	Gomel Airport	Gomel		BY	523127N	0310056E	0	A
GMI	GMI	Gasmata Airport	Gasmata		PG	061800S	1502000E	1	A
GMM	GMM	Gamboma Airport	Gamboma		CG	015600S	0155200E	0	A
GMN	GMN	Greymouth Airport	Greymouth		NZ	422700S	1711200E	1	A
GMO	GMO	Lawanti Airport	Gombe		NG	101753N	0105356E	0	A
GMP	SEL	Gimpo International Airport	Seoul		KR	373304N	1264707E	0	A
GMR	GMR	Totegegie Airport	Totegegie		PF	230451S	1345320W	3	A
GMS	GMS	Antonio Guerrero Airport	Guimaraes	MA	BR	020900S	0444200W	1A	A
GMT	GMT	Air Station	Granite Mountain	AK	US	652420N	1611639W	5	M
GMU	GSP	Greenville Downtown Airport	Greenville	SC	US	345100N	0822300W	1	A
GMV	GMV	Monument Valley Airport	Monument Valley	UT	US	370007N	1101210W	3	A
GMZ	GMZ	La Gomera Airport	San Sebastian/Gomera	SP	ES	280147N	0171253W	2	A
GNA	GNA	Grodno Airport	Grodno		BY	534000N	0234800E	0	A
GNB	LYS	Grenoble-Saint Geoirs Airport	Lyon		FR	452146N	0051947E	0	A
GND	GND	Point Saline International Airport	Grenada		GD	120015N	0614709W	0	A
GNE	GNE	Off-Line Point	Gent		BE	510300N	0034300E	0	O
GNF	GNF	Gansner Field Airport	Quincy	CA	US	395638N	1205643W	4	A
GNG	GNG	Gooding Municipal Airport	Gooding	ID	US	425600N	1144300W	3	A
GNI	GNI	Lyudao Airport	Lyudao (Green Island)		TW	230600N	1212800E	0	A
GNM	GNM	Guanambi Airport	Guanambi	BA	BR	141800S	0424700W	1A	A
GNN	GNN	Ginir Airport	Ginir		ET	070900N	0404300E	0	A
GNR	GNR	Dr. Arturo U. Illia Airport	General Roca	RN	AR	395900S	0673600W	0	A
GNS	GNS	Binaka Airport	Gunung Sitoli		ID	010954N	0974217E	1	A
GNT	GNT	Grants-Milan Municipal Airport	Grants	NM	US	350900N	1075200W	3	A
GNU	GNU	Goodnews Bay Airport	Goodnews Bay	AK	US	590645N	1613450W	5	A
GNV	GNV	Gainesville Regional Airport	Gainesville	FL	US	294123N	0821633W	1	A
GNY	SFQ	Guney Anadolu Projesi Airport	Sanliurfa		TR	372608N	0385300E	0	A
GNZ	GNZ	Ghanzi Airport	Ghanzi		BW	214200S	0214000E	0	A
GOA	GOA	Cristoforo Colombo Airport	Genoa		IT	442448N	0085015E	0	A
GOB	GOB	Robe Airport	Goba		ET	070050N	0395850E	0	A
GOC	GOC	Gora Airport	Gora		PG	091000S	1484900E	1	A
GOE	GOE	Gonaili Airport	Gonaili		PG	052200S	1515100E	1	A
GOG	GOG	Gobabis Airport	Gobabis		NA	223017S	0185829E	0	A
GOH	GOH	Nuuk Airport	Nuuk		GL	641130N	0514027W	1	A
GOI	GOI	Dabolim Airport	Goa		IN	152300N	0735000E	0	A
GOJ	GOJ	Strigino Airport	Nizhny Novgorod		RU	561307N	0434724E	2	A
GOK	GOK	Guthrie-Edmond Regional Airport	Guthrie	OK	US	355300N	0972500W	2	A
GOL	GOL	Gold Beach Municipal Airport	Gold Beach	OR	US	422500N	1242500W	4	A
GOM	GOM	Goma International Airport	Goma		CD	014012S	0291406E	2	A
GON	GON	Groton-New London Airport	New London	CT	US	411955N	0720251W	1	A
GOO	GOO	Goondiwindi Airport	Goondiwindi	QL	AU	283128S	1501910E	2B	A
GOP	GOP	Gorakhpur Airport	Gorakhpur		IN	264443N	0832643E	0	A
GOQ	GOQ	Golmud Airport	Golmud		CN	362412N	0944726E	0	A
GOR	GOR	Gore Airport	Gore		ET	080920N	0353217E	0	A
GOS	GOS	Gosford Airport	Gosford	NS	AU	332600S	1512100E	2	A
GOT	GOT	Landvetter Airport	Gothenburg		SE	574000N	0121700E	0	A
GOU	GOU	Garoua International Airport	Garoua		CM	092010N	0132232E	0	A
GOV	GOV	Gove Airport	Nhulunbuy	NT	AU	121654S	1364918E	3A	A
GOZ	GOZ	Gorna Oryahovitsa Airport	Gorna Oryahovitsa		BG	430905N	0254246E	0	A
GPA	GPA	Araxos Airport	Patrai		GR	380904N	0212532E	0	A
GPB	GPB	T. Thomas de Faria Airport	Guarapuava	PR	BR	252259S	0512700W	1	A
GPD	GPD	Mount Gordon Mine Airport	Mount Gordon Mine	QL	AU	195958S	1395504E	2B	A
GPI	GPI	Juan Casiano Airport	Guapi		CO	023429N	0775345W	0	A
GPL	GPL	Guapiles Airport	Guapiles		CR	101200N	0834800W	0	A
GPN	GPN	Garden Point Airport	Garden Point	NT	AU	114600S	1300100E	3A	A
GPO	GPO	General Pico Airport	General Pico	LP	AR	353800S	0634600W	0	A
GPS	GPS	Seymour Airport	Baltra Island		EC	002605S	0901658W	2	A
GPT	GPT	Biloxi Regional Airport	Gulfport	MS	US	302422N	0890413W	2	A
GPZ	GPZ	Grand Rapids Airport	Grand Rapids	MN	US	471252N	0933040W	2	A
GQQ	GQQ	Galion Airport	Galion	OH	US	404412N	0824526W	1	A
GRA	GRA	Gamarra Airport	Gamarra		CO	082000N	0734200W	0	A
GRB	GRB	Austin-Straubel Field	Green Bay	WI	US	442917N	0880750W	2	A
GRC	GRC	Grand Cess Airport	Grand Cess		LR	043600N	0081000W	0	A
GRD	GRD	Greenwood Airport	Greenwood	SC	US	341505N	0820930W	1	A
GRE	GRE	Greenville Municipal Airport	Greenville	IL	US	385300N	0892500W	2	A
GRF	TIW	Gray Army Air Field	Tacoma	WA	US	470500N	1223445W	4	M
GRG	GRG	Gardez Airport	Gardez		AF	333700N	0690700E	0	A
GRH	GRH	Garuahi Airport	Garuahi		PG	101330S	1503300E	1	A
GRI	GRI	Central Nebraska Regional Airport	Grand Island	NE	US	405802N	0981824W	2	A
GRJ	GRJ	George Airport	George		ZA	335803S	0222516E	0	A
GRK	ILE	Regional / R. Gray Army Air Field	Killeen/Fort Hood	TX	US	310700N	0974112W	2	M
GRL	GRL	Garasa Airport	Garasa		PG	075700S	1471100E	1	A
GRM	GRM	Devils Track Airport	Grand Marais	MN	US	464000N	0855900W	2	A
GRN	GRN	Gordon Municipal Airport	Gordon	NE	US	424800N	1021200W	3	A
GRO	GRO	Costa Brava Airport	Girona	SP	ES	415403N	0024538E	1	A
GRP	GRP	Gurupi Airport	Gurupi	TO	BR	114000S	0491300W	1A	A
GRQ	GRQ	Eelde Airport	Groningen		NL	530713N	0063432E	0	A
GRR	GRR	Gerald R. Ford Intl Airport	Grand Rapids	MI	US	425252N	0853127W	1	A
GRS	GRS	Corrado Baccarini Airport	Grosseto		IT	424535N	0110419E	0	A
GRT	GRT	Gujrat Airport	Gujrat		PK	324000N	0740200E	0	A
GRU	SAO	Guarulhos International Airport	Sao Paulo	SP	BR	232600S	0462900W	1	A
GRV	GRV	Grozny Airport	Grozny		RU	432304N	0454159E	2	A
GRW	GRW	Graciosa Island Airport	Graciosa Island (Azores)		PT	390300N	0280300W	2	A
GRX	GRX	Federico Garcia Lorca Airport	Granada	SP	ES	371119N	0034638W	1	A
GRY	GRY	Grimsey Airport	Grimsey		IS	663317N	0180103W	0	A
GRZ	GRZ	Graz Airport	Graz		AT	465937N	0152624E	0	A
GSA	GSA	Long Pasia Airport	Long Pasia		MY	042500N	1154600E	0	A
GSB	GSB	Seymour Johnson Air Force Base	Goldsboro	NC	US	352300N	0775900W	1	M
GSC	GSC	Gascoyne Junction Airport	Gascoyne Junction	WA	AU	251000S	1151500E	4	A
GSE	GOT	Saeve Airport	Gothenburg		SE	574606N	0115204E	0	A
GSH	GSH	Goshen Airport	Goshen	IN	US	413500N	0855000W	1	A
GSI	GSI	Grand-Santi Airport	Grand-Santi		GF	041700N	0542252W	0	A
GSJ	GSJ	San Jose Airport	Puerto San Jose		GT	292107N	0905009W	0	A
GSL	GSL	Taltheilei Narrows Airport	Taltheilei Narrows	NT	CA	623551N	1113240W	5	A
GSM	GSM	Dayrestan Airport	Gheshm Island		IR	264534N	0555428E	0	A
GSN	GSN	Mount Gunson Airport	Mount Gunson	SA	AU	314000S	1374600E	3	A
GSO	GSO	Piedmont Triad International Airport	Greensboro/High Point	NC	US	360531N	0795634W	1	A
GSP	GSP	Greenville-Spartanburg Airport	Greenville	SC	US	345418N	0821236W	1	A
GSQ	GSQ	Shark el-Owainat International Airport	Shark el-Owainat		EG	223500N	0284300E	0	A
GSR	GSR	Gardo Airport	Gardo		SO	093000N	0490300E	0	A
GSS	GSS	Sabi Sabi Airport	Sabie		ZA	250700S	0304800E	0	A
GST	GST	Gustavus Airport	Gustavus	AK	US	582539N	1354218W	5	A
GSU	GSU	Gedaref Airport	Gedaref		SD	140200N	0352800E	0	A
GSY	GSY	Grimbsy Town Rail Station	Grimsby	EN	GB	533500N	0000500W	0	R
GTA	GTA	Gatokae Aerodrom	Gatokae		SB	084600S	1581100E	0	A
GTE	GTE	Groote Eylandt Airport	Groote Eylandt	NT	AU	135820S	1362712E	3A	A
GTF	GTF	Great Falls International Airport	Great Falls	MT	US	472908N	1112201W	3	A
GTG	GTG	Grantsburg Municipal Airport	Grantsburg	WI	US	454700N	0924100W	2	A
GTI	GTI	Guettin Airport	Guettin		DE	542300N	0121900E	0	A
GTN	MON	Glentanner Airport	Mount Cook		NZ	435424S	1700741E	1	A
GTO	GTO	Djalaluddin Airport	Gorontalo		ID	003818N	1225108E	2	A
GTP	GTP	Grants Pass Airport	Grants Pass	OR	US	422726N	1231927W	4	A
GTR	UBS	Golden Triangle Regional Airport	Columbus	MS	US	332700N	0883600W	2	A
GTS	GTS	The Granites Airport	The Granites	NT	AU	265800S	1333700E	3A	A
GTT	GTT	Georgetown Airport	Georgetown	QL	AU	182500S	1434700E	2B	A
GTW	GTW	Holesov Airport	Zlin		CZ	491852N	0173408E	0	A
GTY	GTY	Gettysburg Airport	Gettysburg	PA	US	395000N	0771400W	1	A
GTZ	GTZ	Kirawira B Airport	Grumeti		TZ	020955S	0341340E	0	A
GUA	GUA	La Aurora Intl Airport	Guatemala City		GT	143455N	0903139W	0	A
GUB	GUB	Guerrero Negro Airport	Guerrero Negro		MX	280200N	1140400W	2	A
GUC	GUC	Gunnis-Crested Butte Airport	Gunnison	CO	US	383202N	1065620W	3	A
GUD	GUD	Goundam Airport	Goundam		ML	162127N	0033635W	0	A
GUE	GUE	Guriaso Airport	Guriaso		PG	033500S	1413500E	1	A
GUF	GUF	Edwards Airport	Gulf Shores	AL	US	301000N	0873500W	2	A
GUG	GUG	Guari Airport	Guari		PG	083100S	1465400E	1	A
GUH	GUH	Gunnedah Airport	Gunnedah	NS	AU	305700S	1501400E	2	A
GUI	GUI	Guiria Airport	Guiria		VE	103400N	0621800W	0	A
GUJ	GUJ	Guaratingueta Airport	Guaratingueta	SP	BR	224900S	0451300W	1	A
GUL	GUL	Goulburn Airport	Goulburn	NS	AU	344500S	1494300E	2	A
GUM	GUM	A.B. Won Pat International Airport	Guam		GU	132848N	1444728E	0	A
GUN	MGM	Gunter Air Force Base	Montgomery	AL	US	322438N	0861559W	2	M
GUP	GUP	Gallup Municipal Airport	Gallup	NM	US	353040N	1084712W	3	A
GUQ	GUQ	Guanare Airport	Guanare		VE	090131N	0694500W	0	A
GUR	GUR	Gurney Airport	Alotau		PG	101839S	1502019E	1	A
GUS	GUS	Grissom Air Force Base	Peru	IN	US	404500N	0860400W	1	M
GUT	GUT	Guetersloh Airport	Guetersloh		DE	515522N	0081823E	0	A
GUU	GUU	Grundarf Jordur Airport	Grundarf Jordur		IS	645929N	0231329W	0	A
GUV	GUV	Mougulu Airport	Mougulu		PG	061700S	1422500E	1	A
GUW	GUW	Atyrau Airport	Atyrau		KZ	470713N	0514932E	1	A
GUX	GUX	Guna Airport	Guna		IN	244000N	0771900E	0	A
GUY	GUY	Guymon Municipal Airport	Guymon	OK	US	364058N	1013028W	2	A
GUZ	GUZ	Guarapari Airport	Guarapari	ES	BR	203900S	0402930W	1	A
