iso;country;code;level;name;altname
DE;Germany;DEG02;3;Gera, Kreisfreie Stadt;
DE;Germany;DEG03;3;Jena, Kreisfreie Stadt;
DE;Germany;DEG04;3;Suhl, Kreisfreie Stadt;
DE;Germany;DEG05;3;Weimar, Kreisfreie Stadt;
DE;Germany;DEG06;3;Eichsfeld;
DE;Germany;DEG07;3;Nordhausen;
DE;Germany;DEG09;3;Unstrut-Hainich-Kreis;
DE;Germany;DEG0A;3;Kyffhäuserkreis;
DE;Germany;DEG0B;3;Schmalkalden-Meiningen;
DE;Germany;DEG0C;3;Gotha;
DE;Germany;DEG0D;3;Sömmerda;
DE;Germany;DEG0E;3;Hildburghausen;
DE;Germany;DEG0F;3;Ilm-Kreis;
DE;Germany;DEG0G;3;Weimarer Land;
DE;Germany;DEG0H;3;Sonneberg;
DE;Germany;DEG0I;3;Saalfeld-Rudolstadt;
DE;Germany;DEG0J;3;Saale-Holzland-Kreis;
DE;Germany;DEG0K;3;Saale-Orla-Kreis;
DE;Germany;DEG0L;3;Greiz;
DE;Germany;DEG0M;3;Altenburger Land;
DE;Germany;DEG0N;3;Eisenach, Kreisfreie Stadt;
DE;Germany;DEG0P;3;Wartburgkreis;
DK;Denmark;DK0;1;Danmark;
DK;Denmark;DK01;2;Hovedstaden;
DK;Denmark;DK011;3;Byen København;
DK;Denmark;DK012;3;Københavns omegn;
DK;Denmark;DK013;3;Nordsjælland;
DK;Denmark;DK014;3;Bornholm;
DK;Denmark;DK02;2;Sjælland;
DK;Denmark;DK021;3;Østsjælland;
DK;Denmark;DK022;3;Vest- og Sydsjælland;
DK;Denmark;DK03;2;Syddanmark;
DK;Denmark;DK031;3;Fyn;
DK;Denmark;DK032;3;Sydjylland;
DK;Denmark;DK04;2;Midtjylland;
DK;Denmark;DK041;3;Vestjylland;
DK;Denmark;DK042;3;Østjylland;
DK;Denmark;DK05;2;Nordjylland;
DK;Denmark;DK050;3;Nordjylland;
EE;Estonia;EE0;1;Eesti;
EE;Estonia;EE00;2;Eesti;
EE;Estonia;EE001;3;Põhja-Eesti;
EE;Estonia;EE004;3;Lääne-Eesti;
EE;Estonia;EE006;3;Kesk-Eesti;
EE;Estonia;EE007;3;Kirde-Eesti;
EE;Estonia;EE008;3;Lõuna-Eesti;
ES;Spain;ES1;1;Noroeste;
ES;Spain;ES11;2;Galicia;
ES;Spain;ES111;3;A Coruña;
ES;Spain;ES112;3;Lugo;
ES;Spain;ES113;3;Ourense;
ES;Spain;ES114;3;Pontevedra;
ES;Spain;ES12;2;Principado de Asturias;
ES;Spain;ES120;3;Asturias;
ES;Spain;ES13;2;Cantabria;
ES;Spain;ES130;3;Cantabria;
ES;Spain;ES2;1;Noreste;
ES;Spain;ES21;2;País Vasco;
ES;Spain;ES211;3;Álava;
ES;Spain;ES212;3;Guipúzcoa;
ES;Spain;ES213;3;Vizcaya;
ES;Spain;ES22;2;Comunidad Foral de Navarra;
ES;Spain;ES220;3;Navarra;
ES;Spain;ES23;2;La Rioja;
ES;Spain;ES230;3;La Rioja;
ES;Spain;ES24;2;Aragón;
ES;Spain;ES241;3;Huesca;
ES;Spain;ES242;3;Teruel;
ES;Spain;ES243;3;Zaragoza;
ES;Spain;ES3;1;Comunidad de Madrid;
ES;Spain;ES30;2;Comunidad de Madrid;
ES;Spain;ES300;3;Madrid;
ES;Spain;ES4;1;Centro;
ES;Spain;ES41;2;Castilla y León;
ES;Spain;ES411;3;Ávila;
ES;Spain;ES412;3;Burgos;
ES;Spain;ES413;3;León;
ES;Spain;ES414;3;Palencia;
ES;Spain;ES415;3;Salamanca;
ES;Spain;ES416;3;Segovia;
ES;Spain;ES417;3;Soria;
ES;Spain;ES418;3;Valladolid;
ES;Spain;ES419;3;Zamora;
ES;Spain;ES42;2;Castilla-La Mancha;
ES;Spain;ES421;3;Albacete;
ES;Spain;ES422;3;Ciudad Real;
ES;Spain;ES423;3;Cuenca;
ES;Spain;ES424;3;Guadalajara;
ES;Spain;ES425;3;Toledo;
ES;Spain;ES43;2;Extremadura;
ES;Spain;ES431;3;Badajoz;
ES;Spain;ES432;3;Cáceres;
ES;Spain;ES5;1;Este;
ES;Spain;ES51;2;Cataluña;
ES;Spain;ES511;3;Barcelona;
ES;Spain;ES512;3;Girona;
ES;Spain;ES513;3;Lleida;
ES;Spain;ES514;3;Tarragona;
ES;Spain;ES52;2;Comunidad Valenciana;
ES;Spain;ES521;3;Alicante / Alacant;
ES;Spain;ES522;3;Castellón / Castelló;
ES;Spain;ES523;3;Valencia / València;
ES;Spain;ES53;2;Illes Balears;
ES;Spain;ES531;3;Eivissa y Formentera;
ES;Spain;ES532;3;Mallorca;
ES;Spain;ES533;3;Menorca;
ES;Spain;ES6;1;Sur;
ES;Spain;ES61;2;Andalucía;
ES;Spain;ES611;3;Almería;
ES;Spain;ES612;3;Cádiz;
ES;Spain;ES613;3;Córdoba;
ES;Spain;ES614;3;Granada;
ES;Spain;ES615;3;Huelva;
ES;Spain;ES616;3;Jaén;
ES;Spain;ES617;3;Málaga;
ES;Spain;ES618;3;Sevilla;
ES;Spain;ES62;2;Región de Murcia;
ES;Spain;ES620;3;Murcia;
ES;Spain;ES63;2;Ciudad Autónoma de Ceuta;
ES;Spain;ES630;3;Ceuta;
ES;Spain;ES64;2;Ciudad Autónoma de Melilla;
ES;Spain;ES640;3;Melilla;
ES;Spain;ES7;1;Canarias;
ES;Spain;ES70;2;Canarias;
ES;Spain;ES703;3;El Hierro;
ES;Spain;ES704;3;Fuerteventura;
ES;Spain;ES705;3;Gran Canaria;
ES;Spain;ES706;3;La Gomera;
ES;Spain;ES707;3;La Palma;
ES;Spain;ES708;3;Lanzarote;
ES;Spain;ES709;3;Tenerife;
FI;Finland;FI1;1;Manner-Suomi;
FI;Finland;FI13;2;Itä-Suomi;
FI;Finland;FI131;3;Etelä-Savo;
FI;Finland;FI132;3;Pohjois-Savo;
FI;Finland;FI133;3;Pohjois-Karjala;
FI;Finland;FI134;3;Kainuu;
FI;Finland;FI18;2;Etelä-Suomi;
FI;Finland;FI181;3;Uusimaa;
FI;Finland;FI182;3;Itä-Uusimaa;
FI;Finland;FI183;3;Varsinais-Suomi;
FI;Finland;FI184;3;Kanta-Häme;
FI;Finland;FI185;3;Päijät-Häme;
FI;Finland;FI186;3;Kymenlaakso;
FI;Finland;FI187;3;Etelä-Karjala;
FI;Finland;FI19;2;Länsi-Suomi;
FI;Finland;FI193;3;Keski-Suomi;
FI;Finland;FI194;3;Etelä-Pohjanmaa;
FI;Finland;FI195;3;Pohjanmaa;
FI;Finland;FI196;3;Satakunta;
FI;Finland;FI197;3;Pirkanmaa;
FI;Finland;FI1A;2;Pohjois-Suomi;
FI;Finland;FI1A1;3;Keski-Pohjanmaa;
FI;Finland;FI1A2;3;Pohjois-Pohjanmaa;
FI;Finland;FI1A3;3;Lappi;
FI;Finland;FI2;1;Åland;
FI;Finland;FI20;2;Åland;
FI;Finland;FI200;3;Åland;
FR;France;FR1;1;Île de france;
FR;France;FR10;2;Île de France;
FR;France;FR101;3;Paris;
FR;France;FR102;3;Seine-et-Marne;
FR;France;FR103;3;Yvelines;
FR;France;FR104;3;Essonne;
FR;France;FR105;3;Hauts-de-Seine;
FR;France;FR106;3;Seine-Saint-Denis;
FR;France;FR107;3;Val-de-Marne;
FR;France;FR108;3;Val-d'Oise;
FR;France;FR2;1;Bassin parisien;
FR;France;FR21;2;Champagne-Ardenne;
FR;France;FR211;3;Ardennes;
FR;France;FR212;3;Aube;
FR;France;FR213;3;Marne;
FR;France;FR214;3;Haute-Marne;
FR;France;FR22;2;Picardie;
FR;France;FR221;3;Aisne;
FR;France;FR222;3;Oise;
FR;France;FR223;3;Somme;
FR;France;FR23;2;Haute-Normandie;
FR;France;FR231;3;Eure;
FR;France;FR232;3;Seine-Maritime;
FR;France;FR24;2;Centre;
FR;France;FR241;3;Cher;
FR;France;FR242;3;Eure-et-Loir;
FR;France;FR243;3;Indre;
FR;France;FR244;3;Indre-et-Loire;
FR;France;FR245;3;Loir-et-Cher;
FR;France;FR246;3;Loiret;
FR;France;FR25;2;Basse-Normandie;
FR;France;FR251;3;Calvados;
FR;France;FR252;3;Manche;
FR;France;FR253;3;Orne;
FR;France;FR26;2;Bourgogne;
FR;France;FR261;3;Côte-d'Or;
FR;France;FR262;3;Nièvre;
FR;France;FR263;3;Saône-et-Loire;
FR;France;FR264;3;Yonne;
FR;France;FR3;1;Nord-Pas-de-Calais;
FR;France;FR30;2;Nord - Pas-de-Calais;
FR;France;FR301;3;Nord;
FR;France;FR302;3;Pas-de-Calais;
FR;France;FR4;1;Est;
FR;France;FR41;2;Lorraine;
FR;France;FR411;3;Meurthe-et-Moselle;
FR;France;FR412;3;Meuse;
FR;France;FR413;3;Moselle;
FR;France;FR414;3;Vosges;
FR;France;FR42;2;Alsace;
FR;France;FR421;3;Bas-Rhin;
FR;France;FR422;3;Haut-Rhin;
FR;France;FR43;2;Franche-Comté;
FR;France;FR431;3;Doubs;
FR;France;FR432;3;Jura;
FR;France;FR433;3;Haute-Saône;
FR;France;FR434;3;Territoire de Belfort;
FR;France;FR5;1;Ouest;
FR;France;FR51;2;Pays de la Loire;
FR;France;FR511;3;Loire-Atlantique;
FR;France;FR512;3;Maine-et-Loire;
FR;France;FR513;3;Mayenne;
FR;France;FR514;3;Sarthe;
FR;France;FR515;3;Vendée;
FR;France;FR52;2;Bretagne;
FR;France;FR521;3;Côtes-d'Armor;
FR;France;FR522;3;Finistère;
FR;France;FR523;3;Ille-et-Vilaine;
FR;France;FR524;3;Morbihan;
FR;France;FR53;2;Poitou-Charentes;
FR;France;FR531;3;Charente;
FR;France;FR532;3;Charente-Maritime;
FR;France;FR533;3;Deux-Sèvres;
FR;France;FR534;3;Vienne;
FR;France;FR6;1;Sud-Ouest;
FR;France;FR61;2;Aquitaine;
FR;France;FR611;3;Dordogne;
FR;France;FR612;3;Gironde;
FR;France;FR613;3;Landes;
FR;France;FR614;3;Lot-et-Garonne;
FR;France;FR615;3;Pyrénées-Atlantiques;
FR;France;FR62;2;Midi-Pyrénées;
FR;France;FR621;3;Ariège;
FR;France;FR622;3;Aveyron;
FR;France;FR623;3;Haute-Garonne;
FR;France;FR624;3;Gers;
FR;France;FR625;3;Lot;
FR;France;FR626;3;Hautes-Pyrénées;
FR;France;FR627;3;Tarn;
FR;France;FR628;3;Tarn-et-Garonne;
FR;France;FR63;2;Limousin;
FR;France;FR631;3;Corrèze;
FR;France;FR632;3;Creuse;
FR;France;FR633;3;Haute-Vienne;
FR;France;FR7;1;Centre-Est;
FR;France;FR71;2;Rhône-Alpes;
FR;France;FR711;3;Ain;
FR;France;FR712;3;Ardèche;
FR;France;FR713;3;Drôme;
FR;France;FR714;3;Isère;
FR;France;FR715;3;Loire;
FR;France;FR716;3;Rhône;
FR;France;FR717;3;Savoie;
FR;France;FR718;3;Haute-Savoie;
FR;France;FR72;2;Auvergne;
FR;France;FR721;3;Allier;
FR;France;FR722;3;Cantal;
FR;France;FR723;3;Haute-Loire;
FR;France;FR724;3;Puy-de-Dôme;
FR;France;FR8;1;Méditerranée;
FR;France;FR81;2;Languedoc-Roussillon;
FR;France;FR811;3;Aude;
FR;France;FR812;3;Gard;
FR;France;FR813;3;Hérault;
FR;France;FR814;3;Lozère;
FR;France;FR815;3;Pyrénées-Orientales;
FR;France;FR82;2;Provence-Alpes-Côte d'Azur;
FR;France;FR821;3;Alpes-de-Haute-Provence;
FR;France;FR822;3;Hautes-Alpes;
FR;France;FR823;3;Alpes-Maritimes;
FR;France;FR824;3;Bouches-du-Rhône;
FR;France;FR825;3;Var;
FR;France;FR826;3;Vaucluse;
FR;France;FR83;2;Corse;
FR;France;FR831;3;Corse-du-Sud;
FR;France;FR832;3;Haute-Corse;
FR;France;FR9;1;Départements d'Outre-Mer;
FR;France;FR91;2;Guadeloupe;
FR;France;FR910;3;Guadeloupe;
FR;France;FR92;2;Martinique;
FR;France;FR920;3;Martinique;
FR;France;FR93;2;Guyane;
FR;France;FR930;3;Guyane;
FR;France;FR94;2;Réunion;
FR;France;FR940;3;Réunion;
GR;Greece;GR1;1;Voreia ellada;
GR;Greece;GR11;2;Anatoliki Makedonia, Thraki;
GR;Greece;GR111;3;Evros;
GR;Greece;GR112;3;Xanthi;
GR;Greece;GR113;3;Rodopi;
GR;Greece;GR114;3;Drama;
GR;Greece;GR115;3;Kavala;
GR;Greece;GR12;2;Kentriki Makedonia;
GR;Greece;GR121;3;Imathia;
GR;Greece;GR122;3;Thessaloniki;
GR;Greece;GR123;3;Kilkis;
GR;Greece;GR124;3;Pella;
GR;Greece;GR125;3;Pieria;
GR;Greece;GR126;3;Serres;
GR;Greece;GR127;3;Chalkidiki;
GR;Greece;GR13;2;Dytiki Makedonia;
GR;Greece;GR131;3;Grevena;
GR;Greece;GR132;3;Kastoria;
GR;Greece;GR133;3;Kozani;
GR;Greece;GR134;3;Florina;
GR;Greece;GR14;2;Thessalia;
GR;Greece;GR141;3;Karditsa;
GR;Greece;GR142;3;Larisa;
GR;Greece;GR143;3;Magnisia;
GR;Greece;GR144;3;Trikala;
GR;Greece;GR2;1;Kentriki ellada;
GR;Greece;GR21;2;Ipeiros;
GR;Greece;GR211;3;Arta;
GR;Greece;GR212;3;Thesprotia;
GR;Greece;GR213;3;Ioannina;
GR;Greece;GR214;3;Preveza;
GR;Greece;GR22;2;Ionia Nisia;
GR;Greece;GR221;3;Zakynthos;
GR;Greece;GR222;3;Kerkyra;
GR;Greece;GR223;3;Kefallinia;
GR;Greece;GR224;3;Lefkada;
GR;Greece;GR23;2;Dytiki Ellada;
GR;Greece;GR231;3;Aitoloakarnania;
GR;Greece;GR232;3;Achaia;
GR;Greece;GR233;3;Ileia;
GR;Greece;GR24;2;Sterea Ellada;
GR;Greece;GR241;3;Voiotia;
GR;Greece;GR242;3;Evvoia;
GR;Greece;GR243;3;Evrytania;
GR;Greece;GR244;3;Fthiotida;
GR;Greece;GR245;3;Fokida;
GR;Greece;GR25;2;Peloponnisos;
GR;Greece;GR251;3;Argolida;
GR;Greece;GR252;3;Arkadia;
GR;Greece;GR253;3;Korinthia;
GR;Greece;GR254;3;Lakonia;
GR;Greece;GR255;3;Messinia;
GR;Greece;GR3;1;Attiki;
GR;Greece;GR30;2;Attiki;
GR;Greece;GR300;3;Attiki;
GR;Greece;GR4;1;Nisia aigaiou, Kriti;
GR;Greece;GR41;2;Voreio Aigaio;
GR;Greece;GR411;3;Lesvos;
GR;Greece;GR412;3;Samos;
GR;Greece;GR413;3;Chios;
GR;Greece;GR42;2;Notio Aigaio;
GR;Greece;GR421;3;Dodekanisos;
GR;Greece;GR422;3;Kyklades;
GR;Greece;GR43;2;Kriti;
GR;Greece;GR431;3;Irakleio;
GR;Greece;GR432;3;Lasithi;
GR;Greece;GR433;3;Rethymni;
GR;Greece;GR434;3;Chania;
HR;Croatia;HR0;1;Hrvatska;
HR;Croatia;HR01;2;Sjeverozapadna Hrvatska;
HR;Croatia;HR011;3;Grad Zagreb;
HR;Croatia;HR012;3;Zagrebacka zupanija;
HR;Croatia;HR013;3;Krapinsko-zagorska zupanija;
HR;Croatia;HR014;3;Varazdinska zupanija;
HR;Croatia;HR015;3;Koprivnicko-krizevacka zupanija;
HR;Croatia;HR016;3;Medimurska zupanija;
HR;Croatia;HR02;2;Sredisnja i Istocna (Panonska) Hrvatska;
HR;Croatia;HR021;3;Bjelovarsko-bilogorska zupanija;
HR;Croatia;HR022;3;Viroviticko-podravska zupanija;
HR;Croatia;HR023;3;Pozesko-slavonska zupanija;
HR;Croatia;HR024;3;Brodsko-posavska zupanija;
HR;Croatia;HR025;3;Osjecko-baranjska zupanija;
HR;Croatia;HR026;3;Vukovarsko-srijemska zupanija;
HR;Croatia;HR027;3;Karlovacka zupanija;
HR;Croatia;HR028;3;Sisacko-moslavacka zupanija;
HR;Croatia;HR03;2;Jadranska Hrvatska;
HR;Croatia;HR031;3;Primorsko-goranska zupanija;
HR;Croatia;HR032;3;Licko-senjska zupanija;
HR;Croatia;HR033;3;Zadarska zupanija;
HR;Croatia;HR034;3;Sibensko-kninska zupanija;
HR;Croatia;HR035;3;Splitsko-dalmatinska zupanija;
HR;Croatia;HR036;3;Istarska zupanija;
HR;Croatia;HR037;3;Dubrovacko-neretvanska zupanija;
HU;Hungary;HU1;1;Kozep-Magyarorszag;
HU;Hungary;HU10;2;Kozep-Magyarorszag;
HU;Hungary;HU101;3;Budapest;
HU;Hungary;HU102;3;Pest;
HU;Hungary;HU2;1;Dunantul;
HU;Hungary;HU21;2;Kozep-Dunantul;
HU;Hungary;HU211;3;Fejer;
HU;Hungary;HU212;3;Komarom-Esztergom;
HU;Hungary;HU213;3;Veszprem;
HU;Hungary;HU22;2;Nyugat-Dunantul;
HU;Hungary;HU221;3;Gyor-Moson-Sopron;
HU;Hungary;HU222;3;Vas;
HU;Hungary;HU223;3;Zala;
HU;Hungary;HU23;2;Del-Dunantul;
HU;Hungary;HU231;3;Baranya;
HU;Hungary;HU232;3;Somogy;
HU;Hungary;HU233;3;Tolna;
HU;Hungary;HU3;1;Alfold es Eszak;
HU;Hungary;HU31;2;Eszak-Magyarorszag;
HU;Hungary;HU311;3;Borsod-Abauj-Zemplen;
HU;Hungary;HU312;3;Heves;
HU;Hungary;HU313;3;Nograd;
HU;Hungary;HU32;2;Eszak-Alfold;
HU;Hungary;HU321;3;Hajdu-Bihar;
HU;Hungary;HU322;3;Jasz-Nagykun-Szolnok;
HU;Hungary;HU323;3;Szabolcs-Szatmar-Bereg;
HU;Hungary;HU33;2;Del-Alfold;
HU;Hungary;HU331;3;Bacs-Kiskun;
HU;Hungary;HU332;3;Bekes;
HU;Hungary;HU333;3;Csongrad;
IE;Ireland;IE0;1;Ireland;
IE;Ireland;IE01;2;Border, Midland and Western;
IE;Ireland;IE011;3;Border;
IE;Ireland;IE012;3;Midland;
IE;Ireland;IE013;3;West;
IE;Ireland;IE02;2;Southern and Eastern;
IE;Ireland;IE021;3;Dublin;
IE;Ireland;IE022;3;Mid-East;
IE;Ireland;IE023;3;Mid-West;
IE;Ireland;IE024;3;South-East;
IE;Ireland;IE025;3;South-West;
IS;Iceland;IS0;1;Ísland;
IS;Iceland;IS00;2;Ísland;
IS;Iceland;IS001;3;Höfuðborgarsvæði;
IS;Iceland;IS002;3;Landsbyggð;
IT;Italy;ITC;1;Nord-Ovest;
IT;Italy;ITC1;2;Piemonte;
IT;Italy;ITC11;3;Torino;
IT;Italy;ITC12;3;Vercelli;
IT;Italy;ITC13;3;Biella;
IT;Italy;ITC14;3;Verbano-Cusio-Ossola;
IT;Italy;ITC15;3;Novara;
IT;Italy;ITC16;3;Cuneo;
IT;Italy;ITC17;3;Asti;
IT;Italy;ITC18;3;Alessandria;
IT;Italy;ITC2;2;Valle d'Aosta/Vallée d'Aoste;
IT;Italy;ITC20;3;Valle d'Aosta/Vallée d'Aoste;
IT;Italy;ITC3;2;Liguria;
IT;Italy;ITC31;3;Imperia;
IT;Italy;ITC32;3;Savona;
IT;Italy;ITC33;3;Genova;
IT;Italy;ITC34;3;La Spezia;
IT;Italy;ITC4;2;Lombardia;
IT;Italy;ITC41;3;Varese;
IT;Italy;ITC42;3;Como;
IT;Italy;ITC43;3;Lecco;
IT;Italy;ITC44;3;Sondrio;
IT;Italy;ITC45;3;Milano;
IT;Italy;ITC46;3;Bergamo;
IT;Italy;ITC47;3;Brescia;
IT;Italy;ITC48;3;Pavia;
IT;Italy;ITC49;3;Lodi;
IT;Italy;ITC4A;3;Cremona;
IT;Italy;ITC4B;3;Mantova;
IT;Italy;ITD;1;Nord-Est;
IT;Italy;ITD1;2;Provincia Autonoma Bolzano/Bozen;
IT;Italy;ITD10;3;Bolzano-Bozen;
IT;Italy;ITD2;2;Provincia Autonoma Trento;
IT;Italy;ITD20;3;Trento;
IT;Italy;ITD3;2;Veneto;
IT;Italy;ITD31;3;Verona;
IT;Italy;ITD32;3;Vicenza;
IT;Italy;ITD33;3;Belluno;
IT;Italy;ITD34;3;Treviso;
IT;Italy;ITD35;3;Venezia;
IT;Italy;ITD36;3;Padova;
IT;Italy;ITD37;3;Rovigo;
IT;Italy;ITD4;2;Friuli-Venezia Giulia;
IT;Italy;ITD41;3;Pordenone;
IT;Italy;ITD42;3;Udine;
IT;Italy;ITD43;3;Gorizia;
IT;Italy;ITD44;3;Trieste;
IT;Italy;ITD5;2;Emilia-Romagna;
IT;Italy;ITD51;3;Piacenza;
IT;Italy;ITD52;3;Parma;
IT;Italy;ITD53;3;Reggio nell'Emilia;
IT;Italy;ITD54;3;Modena;
IT;Italy;ITD55;3;Bologna;
IT;Italy;ITD56;3;Ferrara;
IT;Italy;ITD57;3;Ravenna;
IT;Italy;ITD58;3;Forlì-Cesena;
IT;Italy;ITD59;3;Rimini;
IT;Italy;ITE;1;Centro (i);
IT;Italy;ITE1;2;Toscana;
IT;Italy;ITE11;3;Massa-Carrara;
IT;Italy;ITE12;3;Lucca;
IT;Italy;ITE13;3;Pistoia;
IT;Italy;ITE14;3;Firenze;
IT;Italy;ITE15;3;Prato;
IT;Italy;ITE16;3;Livorno;
IT;Italy;ITE17;3;Pisa;
IT;Italy;ITE18;3;Arezzo;
IT;Italy;ITE19;3;Siena;
IT;Italy;ITE1A;3;Grosseto;
IT;Italy;ITE2;2;Umbria;
IT;Italy;ITE21;3;Perugia;
IT;Italy;ITE22;3;Terni;
IT;Italy;ITE3;2;Marche;
IT;Italy;ITE31;3;Pesaro e Urbino;
IT;Italy;ITE32;3;Ancona;
IT;Italy;ITE33;3;Macerata;
IT;Italy;ITE34;3;Ascoli Piceno;
IT;Italy;ITE4;2;Lazio;
IT;Italy;ITE41;3;Viterbo;
IT;Italy;ITE42;3;Rieti;
IT;Italy;ITE43;3;Roma;
IT;Italy;ITE44;3;Latina;
IT;Italy;ITE45;3;Frosinone;
IT;Italy;ITF;1;Sud;
IT;Italy;ITF1;2;Abruzzo;
IT;Italy;ITF11;3;L'Aquila;
IT;Italy;ITF12;3;Teramo;
IT;Italy;ITF13;3;Pescara;
IT;Italy;ITF14;3;Chieti;
IT;Italy;ITF2;2;Molise;
IT;Italy;ITF21;3;Isernia;
IT;Italy;ITF22;3;Campobasso;
IT;Italy;ITF3;2;Campania;
IT;Italy;ITF31;3;Caserta;
IT;Italy;ITF32;3;Benevento;
IT;Italy;ITF33;3;Napoli;
IT;Italy;ITF34;3;Avellino;
IT;Italy;ITF35;3;Salerno;
IT;Italy;ITF4;2;Puglia;
IT;Italy;ITF41;3;Foggia;
IT;Italy;ITF42;3;Bari;
IT;Italy;ITF43;3;Taranto;
IT;Italy;ITF44;3;Brindisi;
IT;Italy;ITF45;3;Lecce;
IT;Italy;ITF5;2;Basilicata;
IT;Italy;ITF51;3;Potenza;
IT;Italy;ITF52;3;Matera;
IT;Italy;ITF6;2;Calabria;
IT;Italy;ITF61;3;Cosenza;
IT;Italy;ITF62;3;Crotone;
IT;Italy;ITF63;3;Catanzaro;
IT;Italy;ITF64;3;Vibo Valentia;
IT;Italy;ITF65;3;Reggio di Calabria;
IT;Italy;ITG;1;Isole;
IT;Italy;ITG1;2;Sicilia;
IT;Italy;ITG11;3;Trapani;
IT;Italy;ITG12;3;Palermo;
IT;Italy;ITG13;3;Messina;
IT;Italy;ITG14;3;Agrigento;
IT;Italy;ITG15;3;Caltanissetta;
IT;Italy;ITG16;3;Enna;
IT;Italy;ITG17;3;Catania;
IT;Italy;ITG18;3;Ragusa;
IT;Italy;ITG19;3;Siracusa;
IT;Italy;ITG2;2;Sardegna;
IT;Italy;ITG25;3;Sassari;
IT;Italy;ITG26;3;Nuoro;
IT;Italy;ITG27;3;Cagliari;
IT;Italy;ITG28;3;Oristano;
IT;Italy;ITG29;3;Olbia-Tempio;
IT;Italy;ITG2A;3;Ogliastra;
IT;Italy;ITG2B;3;Medio Campidano;
IT;Italy;ITG2C;3;Carbonia-Iglesias;
LI;Liechtenstein;LI0;1;Liechtenstein;
LI;Liechtenstein;LI00;2;Liechtenstein;
LI;Liechtenstein;LI000;3;Liechtenstein;
LT;Lithuania;LT0;1;Lietuva;
LT;Lithuania;LT00;2;Lietuva;
LT;Lithuania;LT001;3;Alytaus apskritis;
LT;Lithuania;LT002;3;Kauno apskritis;
LT;Lithuania;LT003;3;Klaipedos apskritis;
LT;Lithuania;LT004;3;Marijampoles apskritis;
LT;Lithuania;LT005;3;Panevezio apskritis;
LT;Lithuania;LT006;3;Siauliu apskritis;
LT;Lithuania;LT007;3;Taurages apskritis;
LT;Lithuania;LT008;3;Telsiu apskritis;
LT;Lithuania;LT009;3;Utenos apskritis;
LT;Lithuania;LT00A;3;Vilniaus apskritis;
LU;Luxembourg;LU0;1;Luxembourg;
LU;Luxembourg;LU00;2;Luxembourg (Grand-Duché);
LU;Luxembourg;LU000;3;Luxembourg (Grand-Duché);
LV;Latvia;LV0;1;Latvija;
LV;Latvia;LV00;2;Latvija;
LV;Latvia;LV003;3;Kurzeme;
LV;Latvia;LV005;3;Latgale;
LV;Latvia;LV006;3;Riga;
LV;Latvia;LV007;3;Pieriga;
LV;Latvia;LV008;3;Vidzeme;
LV;Latvia;LV009;3;Zemgale;
MK;Macedonia;MK0;1;Poranesnata jugoslovenska Republika Makedonija;
MK;Macedonia;MK00;2;Poranesnata jugoslovenska Republika Makedonija;
MK;Macedonia;MK001;3;Vardarski;
MK;Macedonia;MK002;3;Istocen;
MK;Macedonia;MK003;3;Jugozapaden;
MK;Macedonia;MK004;3;Jugoistocen;
MK;Macedonia;MK005;3;Pelagoniski;
MK;Macedonia;MK006;3;Poloski;
MK;Macedonia;MK007;3;Severoistocen;
MK;Macedonia;MK008;3;Skopski;
MT;Malta;MT0;1;Malta;
MT;Malta;MT00;2;Malta;
MT;Malta;MT001;3;Malta;
MT;Malta;MT002;3;Gozo and Comino/Ghawdex u Kemmuna;
NL;Netherlands;NL1;1;Noord-Nederland;
NL;Netherlands;NL11;2;Groningen;
NL;Netherlands;NL111;3;Oost-Groningen;
NL;Netherlands;NL112;3;Delfzijl en omgeving;
NL;Netherlands;NL113;3;Overig Groningen;
NL;Netherlands;NL12;2;Friesland;
NL;Netherlands;NL121;3;Noord-Friesland;
NL;Netherlands;NL122;3;Zuidwest-Friesland;
NL;Netherlands;NL123;3;Zuidoost-Friesland;
NL;Netherlands;NL13;2;Drenthe;
NL;Netherlands;NL131;3;Noord-Drenthe;
NL;Netherlands;NL132;3;Zuidoost-Drenthe;
NL;Netherlands;NL133;3;Zuidwest-Drenthe;
NL;Netherlands;NL2;1;Oost-Nederland;
NL;Netherlands;NL21;2;Overijssel;
NL;Netherlands;NL211;3;Noord-Overijssel;
NL;Netherlands;NL212;3;Zuidwest-Overijssel;
NL;Netherlands;NL213;3;Twente;
NL;Netherlands;NL22;2;Gelderland;
NL;Netherlands;NL221;3;Veluwe;
NL;Netherlands;NL224;3;Zuidwest-Gelderland;
NL;Netherlands;NL225;3;Achterhoek;
NL;Netherlands;NL226;3;Arnhem/Nijmegen;
NL;Netherlands;NL23;2;Flevoland;
NL;Netherlands;NL230;3;Flevoland;
NL;Netherlands;NL3;1;West-Nederland;
NL;Netherlands;NL31;2;Utrecht;
NL;Netherlands;NL310;3;Utrecht;
NL;Netherlands;NL32;2;Noord-Holland;
NL;Netherlands;NL321;3;Kop van Noord-Holland;
NL;Netherlands;NL322;3;Alkmaar en omgeving;
NL;Netherlands;NL323;3;IJmond;
NL;Netherlands;NL324;3;Agglomeratie Haarlem;
NL;Netherlands;NL325;3;Zaanstreek;
NL;Netherlands;NL326;3;Groot-Amsterdam;
NL;Netherlands;NL327;3;Het Gooi en Vechtstreek;
NL;Netherlands;NL33;2;Zuid-Holland;
