iso;nga;country;code;name;class
EG;EG;Egypt;EG03;Al Buḩayrah;muḩāfaz̧ah (governorate)
EG;EG;Egypt;EG04;Al Fayyūm;muḩāfaz̧ah (governorate)
EG;EG;Egypt;EG05;Al Gharbīyah;muḩāfaz̧ah (governorate)
EG;EG;Egypt;EG06;Al Iskandarīyah;muḩāfaz̧ah (governorate)
EG;EG;Egypt;EG07;Al Ismā‘īlīyah;muḩāfaz̧ah (governorate)
EG;EG;Egypt;EG08;Al Jīzah;muḩāfaz̧ah (governorate)
EG;EG;Egypt;EG09;Al Minūfīyah;muḩāfaz̧ah (governorate)
EG;EG;Egypt;EG10;Al Minyā;muḩāfaz̧ah (governorate)
EG;EG;Egypt;EG11;Al Qāhirah;muḩāfaz̧ah (governorate)
EG;EG;Egypt;EG12;Al Qalyūbīyah;muḩāfaz̧ah (governorate)
EG;EG;Egypt;EG13;Al Wādī al Jadīd;muḩāfaz̧ah (governorate)
EG;EG;Egypt;EG14;Ash Sharqīyah;muḩāfaz̧ah (governorate)
EG;EG;Egypt;EG15;As Suways;muḩāfaz̧ah (governorate)
EG;EG;Egypt;EG16;Aswān;muḩāfaz̧ah (governorate)
EG;EG;Egypt;EG17;Asyūţ;muḩāfaz̧ah (governorate)
EG;EG;Egypt;EG18;Banī Suwayf;muḩāfaz̧ah (governorate)
EG;EG;Egypt;EG19;Būr Sa‘īd;muḩāfaz̧ah (governorate)
EG;EG;Egypt;EG20;Dumyāţ;muḩāfaz̧ah (governorate)
EG;EG;Egypt;EG21;Kafr ash Shaykh;muḩāfaz̧ah (governorate)
EG;EG;Egypt;EG22;Maţrūḩ;muḩāfaz̧ah (governorate)
EG;EG;Egypt;EG23;Qinā;muḩāfaz̧ah (governorate)
EG;EG;Egypt;EG24;Sūhāj;muḩāfaz̧ah (governorate)
EG;EG;Egypt;EG26;Janūb Sīnā’;muḩāfaz̧ah (governorate)
EG;EG;Egypt;EG27;Shamāl Sīnā’;muḩāfaz̧ah (governorate)
ER;ER;Eritrea;ER01;Ānseba;zoba (region)
ER;ER;Eritrea;ER02;Debub;zoba (region)
ER;ER;Eritrea;ER03;Debubawī K’eyih Bahrī;zoba (region)
ER;ER;Eritrea;ER04;Gash Barka;zoba (region)
ER;ER;Eritrea;ER05;Ma’ākel;zoba (region)
ER;ER;Eritrea;ER06;Semēnawī K’eyih Bahrī;zoba (region)
ES;SP;Spain;SP07;Islas Baleares;comunidad autonoma (autonomous community)
ES;SP;Spain;SP27;La Rioja;comunidad autonoma (autonomous community)
ES;SP;Spain;SP29;Madrid;comunidad (community)
ES;SP;Spain;SP31;Murcia;comunidad autonoma (autonomous community)
ES;SP;Spain;SP32;Navarra;comunidad foral (statutory community)
ES;SP;Spain;SP34;Asturias;comunidad autonoma (autonomous community)
ES;SP;Spain;SP39;Cantabria;comunidad autonoma (autonomous community)
ES;SP;Spain;SP51;Andalucía;comunidad autonoma (autonomous community)
ES;SP;Spain;SP52;Aragón;comunidad autonoma (autonomous community)
ES;SP;Spain;SP53;Canarias;comunidad autonoma (autonomous community)
ES;SP;Spain;SP54;Castilla-La Mancha;comunidad autonoma (autonomous community)
ES;SP;Spain;SP55;Castilla y León;comunidad autonoma (autonomous community)
ES;SP;Spain;SP56;Cataluña;comunidad autonoma (autonomous community)
ES;SP;Spain;SP57;Extremadura;comunidad autonoma (autonomous community)
ES;SP;Spain;SP58;Galicia;comunidad autonoma (autonomous community)
ES;SP;Spain;SP59;País Vasco;comunidad autonoma (autonomous community)
ES;SP;Spain;SP60;Valenciana;comunidad autonoma (autonomous community)
ET;ET;Ethiopia;ET44;Ādīs Ābeba;āstedader (administration)
ET;ET;Ethiopia;ET45;Āfar;kilil (state)
ET;ET;Ethiopia;ET46;Āmara;kilil (state)
ET;ET;Ethiopia;ET47;Bīnshangul Gumuz;kilil (state)
ET;ET;Ethiopia;ET48;Dirē Dawa;āstedader (administration)
ET;ET;Ethiopia;ET49;Gambēla Hizboch;āstedader (administration)
ET;ET;Ethiopia;ET50;Hārerī Hizb;āstedader (administration)
ET;ET;Ethiopia;ET51;Oromīya;kilil (state)
ET;ET;Ethiopia;ET52;Sumalē;kilil (state)
ET;ET;Ethiopia;ET53;Tigray;āstedader (administration)
ET;ET;Ethiopia;ET54;YeDebub Bihēroch Bihēreseboch na Hizboch;kilil (state)
FI;FI;Finland;FI16;Ahvenanmaa [Finnish] / Åland [Swedish] ;maakunta [Finnish] / landskapet [Swedish] (region)
FI;FI;Finland;FI17;Etelä-Karjala [Finnish] / Södra Karelen [Swedish];maakunta [Finnish] / landskapet [Swedish] (region)
FI;FI;Finland;FI18;Etelä-Pohjanmaa [Finnish] / Södra Österbotten [Swedish];maakunta [Finnish] / landskapet [Swedish] (region)
FI;FI;Finland;FI19;Etelä-Savo [Finnish] / Södra Savolax [Swedish];maakunta [Finnish] / landskapet [Swedish] (region)
FI;FI;Finland;FI20;Kanta-Häme [Finnish] / Egentliga Tavastland [Swedish];maakunta [Finnish] / landskapet [Swedish] (region)
FI;FI;Finland;FI22;Kainuu [Finnish] / Kajanaland [Swedish];maakunta [Finnish] / landskapet [Swedish] (region)
FI;FI;Finland;FI23;Keski-Pohjanmaa [Finnish] / Mellersta Österbotten [Swedish];maakunta [Finnish] / landskapet [Swedish] (region)
FI;FI;Finland;FI24;Keski-Suomi [Finnish] / Mellersta Finland [Swedish];maakunta [Finnish] / landskapet [Swedish] (region)
FI;FI;Finland;FI25;Kymenlaakso [Finnish] / Kymmenedalen [Swedish];maakunta [Finnish] / landskapet [Swedish] (region)
FI;FI;Finland;FI26;Lappi [Finnish] / Lappland [Swedish];maakunta [Finnish] / landskapet [Swedish] (region)
FI;FI;Finland;FI27;Päijät-Häme [Finnish] / Päijänne-Tavastland [Swedish];maakunta [Finnish] / landskapet [Swedish] (region)
FI;FI;Finland;FI28;Pirkanmaa [Finnish] / Birkaland [Swedish];maakunta [Finnish] / landskapet [Swedish] (region)
FI;FI;Finland;FI29;Pohjanmaa [Finnish] / Österbotten [Swedish];maakunta [Finnish] / landskapet [Swedish] (region)
FI;FI;Finland;FI30;Pohjois-Karjala [Finnish] / Norra Karelen [Swedish];maakunta [Finnish] / landskapet [Swedish] (region)
FI;FI;Finland;FI31;Pohjois-Pohjanmaa [Finnish] / Norra Österbotten [Swedish];maakunta [Finnish] / landskapet [Swedish] (region)
FI;FI;Finland;FI32;Satakunta [Finnish and Swedish];maakunta [Finnish] / landskapet [Swedish] (region)
FI;FI;Finland;FI33;Pohjois-Savo [Finnish] / Norra Savolax [Swedish];maakunta [Finnish] / landskapet [Swedish] (region)
FI;FI;Finland;FI34;Varsinais-Suomi [Finnish] / Egentliga Finland [Swedish];maakunta [Finnish] / landskapet [Swedish] (region)
FI;FI;Finland;FI35;Uusimaa [Finnish] / Nyland [Swedish];maakunta [Finnish] / landskapet [Swedish] (region)
FJ;FJ;Fiji;FJ01;Central;division
FJ;FJ;Fiji;FJ02;Eastern;division
FJ;FJ;Fiji;FJ03;Northern;division
FJ;FJ;Fiji;FJ04;Rotuma;dependency
FJ;FJ;Fiji;FJ05;Western;division
FM;FM;Micronesia;FM01;Kosrae;island
FM;FM;Micronesia;FM02;Pohnpei;island
FM;FM;Micronesia;FM03;Chuuk;island
FM;FM;Micronesia;FM04;Yap;island
FR;FR;France;FR97;Aquitaine;région  (region)
FR;FR;France;FR98;Auvergne;région  (region)
FR;FR;France;FR99;Basse-Normandie;région  (region)
FR;FR;France;FRA1;Bourgogne;région  (region)
FR;FR;France;FRA2;Bretagne;région  (region)
FR;FR;France;FRA3;Centre;région  (region)
FR;FR;France;FRA4;Champagne-Ardenne;région  (region)
FR;FR;France;FRA5;Corsica [conventional] / Corse [French];collectivité territoriale (territorial collectivity)
FR;FR;France;FRA6;Franche-Comté;région  (region)
FR;FR;France;FRA7;Haute-Normandie;région  (region)
FR;FR;France;FRA8;Île-de-France;région  (region)
FR;FR;France;FRA9;Languedoc-Roussillon;région  (region)
FR;FR;France;FRB1;Limousin;région  (region)
FR;FR;France;FRB2;Lorraine;région  (region)
FR;FR;France;FRB3;Midi-Pyrénées;région  (region)
FR;FR;France;FRB4;Nord-Pas-de-Calais;région  (region)
FR;FR;France;FRB5;Pays de la Loire;région  (region)
FR;FR;France;FRB6;Picardie;région  (region)
FR;FR;France;FRB7;Poitou-Charentes;région  (region)
FR;FR;France;FRB8;Provence-Alpes-Côte d’Azur;région  (region)
FR;FR;France;FRB9;Rhône-Alpes;région  (region)
FR;FR;France;FRC1;Alsace;région  (region)
GA;GB;Gabon;GB01;Estuaire;province
GA;GB;Gabon;GB02;Haut-Ogooué;province
GA;GB;Gabon;GB03;Moyen-Ogooué;province
GA;GB;Gabon;GB04;Ngounié;province
GA;GB;Gabon;GB05;Nyanga;province
GA;GB;Gabon;GB06;Ogooué-Ivindo;province
GA;GB;Gabon;GB07;Ogooué-Lolo;province
GA;GB;Gabon;GB08;Ogooué-Maritime;province
GA;GB;Gabon;GB09;Woleu-Ntem;province
GB;UK;United Kingdom;UKA1;Barking and Dagenham;London borough
GB;UK;United Kingdom;UKA2;Barnet;London borough
GB;UK;United Kingdom;UKA3;Barnsley;metropolitan district
GB;UK;United Kingdom;UKA4;Bath and North East Somerset;unitary authority
GB;UK;United Kingdom;UKA6;Bexley;London borough
GB;UK;United Kingdom;UKA7;Birmingham;metropolitan district
GB;UK;United Kingdom;UKA8;Blackburn with Darwen;unitary authority
GB;UK;United Kingdom;UKA9;Blackpool;unitary authority
GB;UK;United Kingdom;UKB1;Bolton;metropolitan district
GB;UK;United Kingdom;UKB2;Bournemouth;unitary authority
GB;UK;United Kingdom;UKB3;Bracknell Forest;unitary authority
GB;UK;United Kingdom;UKB4;Bradford;metropolitan district
GB;UK;United Kingdom;UKB5;Brent;London borough
GB;UK;United Kingdom;UKB6;Brighton and Hove;unitary authority
GB;UK;United Kingdom;UKB7;Bristol, City of;unitary authority
GB;UK;United Kingdom;UKB8;Bromley;London borough
GB;UK;United Kingdom;UKB9;Buckinghamshire;county
GB;UK;United Kingdom;UKC1;Bury;metropolitan district
GB;UK;United Kingdom;UKC2;Calderdale;metropolitan district
GB;UK;United Kingdom;UKC3;Cambridgeshire;county
GB;UK;United Kingdom;UKC4;Camden;London borough
GB;UK;United Kingdom;UKC6;Cornwall;county
GB;UK;United Kingdom;UKC7;Coventry;metropolitan district
GB;UK;United Kingdom;UKC8;Croydon;London borough
GB;UK;United Kingdom;UKC9;Cumbria;county
GB;UK;United Kingdom;UKD1;Darlington;unitary authority
GB;UK;United Kingdom;UKD2;Derby;unitary authority
GB;UK;United Kingdom;UKD3;Derbyshire;county
GB;UK;United Kingdom;UKD4;Devon;county
GB;UK;United Kingdom;UKD5;Doncaster;metropolitan district
GB;UK;United Kingdom;UKD6;Dorset;county
GB;UK;United Kingdom;UKD7;Dudley;metropolitan district
GB;UK;United Kingdom;UKD8;Durham;county
GB;UK;United Kingdom;UKD9;Ealing;London borough
GB;UK;United Kingdom;UKE1;East Riding of Yorkshire;unitary authority
GB;UK;United Kingdom;UKE2;East Sussex;county
GB;UK;United Kingdom;UKE3;Enfield;London borough
GB;UK;United Kingdom;UKE4;Essex;county
GB;UK;United Kingdom;UKE5;Gateshead;metropolitan district
GB;UK;United Kingdom;UKE6;Gloucestershire;county
GB;UK;United Kingdom;UKE7;Greenwich;London borough
GB;UK;United Kingdom;UKE8;Hackney;London borough
GB;UK;United Kingdom;UKE9;Halton;unitary authority
GB;UK;United Kingdom;UKF1;Hammersmith and Fulham;London borough
GB;UK;United Kingdom;UKF2;Hampshire;county
GB;UK;United Kingdom;UKF3;Haringey;London borough
GB;UK;United Kingdom;UKF4;Harrow;London borough
GB;UK;United Kingdom;UKF5;Hartlepool;unitary authority
GB;UK;United Kingdom;UKF6;Havering;London borough
GB;UK;United Kingdom;UKF7;Herefordshire;county
GB;UK;United Kingdom;UKF8;Hertfordshire;county
GB;UK;United Kingdom;UKF9;Hillingdon;London borough
GB;UK;United Kingdom;UKG1;Hounslow;London borough
GB;UK;United Kingdom;UKG2;Isle of Wight;unitary authority
GB;UK;United Kingdom;UKG3;Islington;London borough
GB;UK;United Kingdom;UKG4;Kensington and Chelsea;London borough
GB;UK;United Kingdom;UKG5;Kent;county
GB;UK;United Kingdom;UKG6;Kingston upon Hull, City of;unitary authority
GB;UK;United Kingdom;UKG7;Kingston upon Thames;London borough
GB;UK;United Kingdom;UKG8;Kirklees;metropolitan district
GB;UK;United Kingdom;UKG9;Knowsley;metropolitan district
GB;UK;United Kingdom;UKH1;Lambeth;London borough
GB;UK;United Kingdom;UKH2;Lancashire;county
GB;UK;United Kingdom;UKH3;Leeds;metropolitan district
GB;UK;United Kingdom;UKH4;Leicester;unitary authority
GB;UK;United Kingdom;UKH5;Leicestershire;county
GB;UK;United Kingdom;UKH6;Lewisham;London borough
GB;UK;United Kingdom;UKH7;Lincolnshire;county
GB;UK;United Kingdom;UKH8;Liverpool;metropolitan district
GB;UK;United Kingdom;UKH9;London, City of;city corporation
GB;UK;United Kingdom;UKI1;Luton;unitary authority
GB;UK;United Kingdom;UKI2;Manchester;metropolitan district
GB;UK;United Kingdom;UKI3;Medway;unitary authority
GB;UK;United Kingdom;UKI4;Merton;London borough
GB;UK;United Kingdom;UKI5;Middlesbrough;unitary authority
GB;UK;United Kingdom;UKI6;Milton Keynes;unitary authority
GB;UK;United Kingdom;UKI7;Newcastle upon Tyne;metropolitan district
GB;UK;United Kingdom;UKI8;Newham;London borough
GB;UK;United Kingdom;UKI9;Norfolk;county
GB;UK;United Kingdom;UKJ1;Northamptonshire;county
GB;UK;United Kingdom;UKJ2;North East Lincolnshire;unitary authority
GB;UK;United Kingdom;UKJ3;North Lincolnshire;unitary authority
GB;UK;United Kingdom;UKJ4;North Somerset;unitary authority
GB;UK;United Kingdom;UKJ5;North Tyneside;metropolitan district
GB;UK;United Kingdom;UKJ6;Northumberland;county
GB;UK;United Kingdom;UKJ7;North Yorkshire;county
GB;UK;United Kingdom;UKJ8;Nottingham;unitary authority
GB;UK;United Kingdom;UKJ9;Nottinghamshire;county
GB;UK;United Kingdom;UKK1;Oldham;metropolitan district
GB;UK;United Kingdom;UKK2;Oxfordshire;county
GB;UK;United Kingdom;UKK3;Peterborough;unitary authority
GB;UK;United Kingdom;UKK4;Plymouth;unitary authority
GB;UK;United Kingdom;UKK5;Poole;unitary authority
GB;UK;United Kingdom;UKK6;Portsmouth;unitary authority
GB;UK;United Kingdom;UKK7;Reading;unitary authority
GB;UK;United Kingdom;UKK8;Redbridge;London borough
GB;UK;United Kingdom;UKK9;Redcar and Cleveland;unitary authority
GB;UK;United Kingdom;UKL1;Richmond upon Thames;London borough
GB;UK;United Kingdom;UKL2;Rochdale;metropolitan district
GB;UK;United Kingdom;UKL3;Rotherham;metropolitan district
GB;UK;United Kingdom;UKL4;Rutland;unitary authority
GB;UK;United Kingdom;UKL5;Salford;metropolitan district
GB;UK;United Kingdom;UKL6;Shropshire;county
GB;UK;United Kingdom;UKL7;Sandwell;metropolitan district
GB;UK;United Kingdom;UKL8;Sefton;metropolitan district
GB;UK;United Kingdom;UKL9;Sheffield;metropolitan district
GB;UK;United Kingdom;UKM1;Slough;unitary authority
GB;UK;United Kingdom;UKM2;Solihull;metropolitan district
GB;UK;United Kingdom;UKM3;Somerset;county
GB;UK;United Kingdom;UKM4;Southampton;unitary authority
GB;UK;United Kingdom;UKM5;Southend-on-Sea;unitary authority
GB;UK;United Kingdom;UKM6;South Gloucestershire;unitary authority
GB;UK;United Kingdom;UKM7;South Tyneside;metropolitan district
GB;UK;United Kingdom;UKM8;Southwark;London borough
GB;UK;United Kingdom;UKM9;Staffordshire;county
GB;UK;United Kingdom;UKN1;St. Helens;metropolitan district
GB;UK;United Kingdom;UKN2;Stockport;metropolitan district
GB;UK;United Kingdom;UKN3;Stockton-on-Tees;unitary authority
GB;UK;United Kingdom;UKN4;Stoke-on-Trent;unitary authority
GB;UK;United Kingdom;UKN5;Suffolk;county
GB;UK;United Kingdom;UKN6;Sunderland;metropolitan district
GB;UK;United Kingdom;UKN7;Surrey;county
GB;UK;United Kingdom;UKN8;Sutton;London borough
GB;UK;United Kingdom;UKN9;Swindon;unitary authority
GB;UK;United Kingdom;UKO1;Tameside;metropolitan district
GB;UK;United Kingdom;UKO2;Telford and Wrekin;unitary authority
GB;UK;United Kingdom;UKO3;Thurrock;unitary authority
GB;UK;United Kingdom;UKO4;Torbay;unitary authority
GB;UK;United Kingdom;UKO5;Tower Hamlets;London borough
GB;UK;United Kingdom;UKO6;Trafford;metropolitan district
GB;UK;United Kingdom;UKO7;Wakefield;metropolitan district
GB;UK;United Kingdom;UKO8;Walsall;metropolitan district
GB;UK;United Kingdom;UKO9;Waltham Forest;London borough
GB;UK;United Kingdom;UKP1;Wandsworth;London borough
GB;UK;United Kingdom;UKP2;Warrington;unitary authority
GB;UK;United Kingdom;UKP3;Warwickshire;county
GB;UK;United Kingdom;UKP4;West Berkshire;unitary authority
GB;UK;United Kingdom;UKP5;Westminster;London borough
GB;UK;United Kingdom;UKP6;West Sussex;county
GB;UK;United Kingdom;UKP7;Wigan;metropolitan district
GB;UK;United Kingdom;UKP8;Wiltshire;county
GB;UK;United Kingdom;UKP9;Windsor and Maidenhead;unitary authority
GB;UK;United Kingdom;UKQ1;Wirral;metropolitan district
GB;UK;United Kingdom;UKQ2;Wokingham;borough
GB;UK;United Kingdom;UKQ3;Wolverhampton;metropolitan district
GB;UK;United Kingdom;UKQ4;Worcestershire;county
GB;UK;United Kingdom;UKQ5;York;unitary authority
GB;UK;United Kingdom;UKQ6;Antrim;district
GB;UK;United Kingdom;UKQ7;Ards;district
GB;UK;United Kingdom;UKQ8;Armagh;district
GB;UK;United Kingdom;UKQ9;Ballymena;district
GB;UK;United Kingdom;UKR1;Ballymoney;district
GB;UK;United Kingdom;UKR2;Banbridge;district
GB;UK;United Kingdom;UKR3;Belfast;city
GB;UK;United Kingdom;UKR4;Carrickfergus;district
GB;UK;United Kingdom;UKR5;Castlereagh;district
GB;UK;United Kingdom;UKR6;Coleraine;district
GB;UK;United Kingdom;UKR7;Cookstown;district
GB;UK;United Kingdom;UKR8;Craigavon;district
GB;UK;United Kingdom;UKR9;Down;district
GB;UK;United Kingdom;UKS1;Dungannon;district
GB;UK;United Kingdom;UKS2;Fermanagh;district
GB;UK;United Kingdom;UKS3;Larne;district
GB;UK;United Kingdom;UKS4;Limavady;district
GB;UK;United Kingdom;UKS5;Lisburn;district
GB;UK;United Kingdom;UKS6;Derry;city
GB;UK;United Kingdom;UKS7;Magherafelt;district
GB;UK;United Kingdom;UKS8;Moyle;district
GB;UK;United Kingdom;UKS9;Newry and Mourne;district
GB;UK;United Kingdom;UKT1;Newtownabbey;district
GB;UK;United Kingdom;UKT2;North Down;district
GB;UK;United Kingdom;UKT3;Omagh;district
GB;UK;United Kingdom;UKT4;Strabane;district
GB;UK;United Kingdom;UKT5;Aberdeen City;region
GB;UK;United Kingdom;UKT6;Aberdeenshire;region
GB;UK;United Kingdom;UKT7;Angus;region
GB;UK;United Kingdom;UKT8;Argyll and Bute;region
GB;UK;United Kingdom;UKT9;Scottish Borders, The;region
GB;UK;United Kingdom;UKU1;Clackmannanshire;region
GB;UK;United Kingdom;UKU2;Dumfries and Galloway;region
GB;UK;United Kingdom;UKU3;Dundee City;region
GB;UK;United Kingdom;UKU4;East Ayrshire;region
GB;UK;United Kingdom;UKU5;East Dunbartonshire;region
GB;UK;United Kingdom;UKU6;East Lothian;region
GB;UK;United Kingdom;UKU7;East Renfrewshire;region
GB;UK;United Kingdom;UKU8;Edinburgh, City of;region
GB;UK;United Kingdom;UKU9;Falkirk;region
GB;UK;United Kingdom;UKV1;Fife;region
GB;UK;United Kingdom;UKV2;Glasgow City;region
GB;UK;United Kingdom;UKV3;Highland;region
GB;UK;United Kingdom;UKV4;Inverclyde;region
GB;UK;United Kingdom;UKV5;Midlothian;region
GB;UK;United Kingdom;UKV6;Moray;region
GB;UK;United Kingdom;UKV7;North Ayrshire;region
GB;UK;United Kingdom;UKV8;North Lanarkshire;region
GB;UK;United Kingdom;UKV9;Orkney Islands;region
GB;UK;United Kingdom;UKW1;Perth and Kinross;region
GB;UK;United Kingdom;UKW2;Renfrewshire;region
GB;UK;United Kingdom;UKW3;Shetland Islands;region
GB;UK;United Kingdom;UKW4;South Ayrshire;region
GB;UK;United Kingdom;UKW5;South Lanarkshire;region
GB;UK;United Kingdom;UKW6;Stirling;region
GB;UK;United Kingdom;UKW7;West Dunbartonshire;region
GB;UK;United Kingdom;UKW8;Eilean Siar;region
GB;UK;United Kingdom;UKW9;West Lothian;region
GB;UK;United Kingdom;UKX1;Isle of Anglesey [English] / Ynys Môn, Sir [Welsh];county [English] / sir [Welsh]
GB;UK;United Kingdom;UKX2;Blaenau Gwent [English and Welsh];county borough [English] / bwrdeistref sirol [Welsh]
GB;UK;United Kingdom;UKX3;Bridgend [English] / Pen-y-bont ar Ogwr [Welsh];county borough [English] / bwrdeistref sirol [Welsh]
GB;UK;United Kingdom;UKX4;Caerphilly [English] / Caerfilli [Welsh];county borough [English] / bwrdeistref sirol [Welsh]
GB;UK;United Kingdom;UKX5;Cardiff [English] / Caerdydd [Welsh];city and county [English] / dinas a sir [Welsh]
GB;UK;United Kingdom;UKX6;Ceredigion [English] / Ceredigion, Sir [Welsh];county [English] / sir [Welsh]
GB;UK;United Kingdom;UKX7;Carmarthenshire [English] / Gaerfyrddin, Sir [Welsh];county [English] / sir [Welsh]
GB;UK;United Kingdom;UKX8;Conwy [English and Welsh];county borough [English] / bwrdeistref sirol [Welsh]
GB;UK;United Kingdom;UKX9;Denbighshire [English] / Ddinbych, Sir [Welsh];county [English] / sir [Welsh]
GB;UK;United Kingdom;UKY1;Flintshire [English] / Fflint, Sir y [Welsh];county [English] / sir [Welsh]
GB;UK;United Kingdom;UKY2;Gwynedd [English and Welsh];county [English] / sir [Welsh]
GB;UK;United Kingdom;UKY3;Merthyr Tydfil [English] / Merthyr Tydful [Welsh];county borough [English] / bwrdeistref sirol [Welsh]
GB;UK;United Kingdom;UKY4;Monmouthshire [English] / Fynwy, Sir [Welsh];county [English] / sir [Welsh]
GB;UK;United Kingdom;UKY5;Neath Port Talbot [English] /  Castell-nedd Port Talbot [Welsh];county borough [English] / bwrdeistref sirol [Welsh]
GB;UK;United Kingdom;UKY6;Newport [English] / Casnewydd [Welsh];county borough [English] / bwrdeistref sirol [Welsh]
GB;UK;United Kingdom;UKY7;Pembrokeshire  [English] / Benfro, Sir [Welsh];county [English] / sir [Welsh]
GB;UK;United Kingdom;UKY8;Powys [English and Welsh];county [English] / sir [Welsh]
GB;UK;United Kingdom;UKY9;Rhondda Cynon Taff [English] / Rhondda Cynon Taf [Welsh];county [English] / sir [Welsh]
GB;UK;United Kingdom;UKZ1;Swansea [English] / Abertawe [Welsh];city and county [English] / dinas a sir [Welsh]
GB;UK;United Kingdom;UKZ2;Torfaen [English] / Tor-faen [Welsh];county borough [English] / bwrdeistref sirol [Welsh]
GB;UK;United Kingdom;UKZ3;Vale of Glamorgan, The [English] /  Bro Morgannwg [Welsh];county [English] / sir [Welsh]
GB;UK;United Kingdom;UKZ4;Wrexham [English] / Wrecsam [Welsh] ;county [English] / sir [Welsh]
GB;UK;United Kingdom;UKZ5;Bedford;borough
GB;UK;United Kingdom;UKZ6;Central Bedfordshire;unitary authority
GB;UK;United Kingdom;UKZ7;Cheshire East;unitary authority
GB;UK;United Kingdom;UKZ8;Cheshire West and Chester;unitary authority
GB;UK;United Kingdom;UKZ9;Isles of Scilly;unitary authority
GD;GJ;Grenada;GJ01;Saint Andrew;parish
GD;GJ;Grenada;GJ02;Saint David;parish
GD;GJ;Grenada;GJ03;Saint George;parish
GD;GJ;Grenada;GJ04;Saint John;parish
GD;GJ;Grenada;GJ05;Saint Mark;parish
GD;GJ;Grenada;GJ06;Saint Patrick;parish
GE;GG;Georgia;GG02;Abkhazia [conventional] / Apkhazeti [Georgian];avtonomiuri respublika (autonomous republic)
GE;GG;Georgia;GG04;Ajaria [conventional] / Achara [Georgian];avtonomiuri respublika (autonomous republic)
GE;GG;Georgia;GG51;Tbilisi;mkhare (region)
GE;GG;Georgia;GG65;Guria;mkhare (region)
GE;GG;Georgia;GG66;Imereti;mkhare (region)
GE;GG;Georgia;GG67;K’akheti;mkhare (region)
GE;GG;Georgia;GG68;Kvemo Kartli;mkhare (region)
GE;GG;Georgia;GG69;Mtskheta Mtianeti;mkhare (region)
GE;GG;Georgia;GG70;Rach’a-Lechkhumi da Kvemo Svaneti;mkhare (region)
GE;GG;Georgia;GG71;Samegrelo-Zemo Svaneti;mkhare (region)
GE;GG;Georgia;GG72;Samtskhe-Javakheti;mkhare (region)
GE;GG;Georgia;GG73;Shida Kartli;mkhare (region)
GH;GH;Ghana;GH01;Greater Accra;region
GH;GH;Ghana;GH02;Ashanti;region
GH;GH;Ghana;GH03;Brong-Ahafo;region
GH;GH;Ghana;GH04;Central;region
GH;GH;Ghana;GH05;Eastern;region
GH;GH;Ghana;GH06;Northern;region
GH;GH;Ghana;GH08;Volta;region
GH;GH;Ghana;GH09;Western;region
GH;GH;Ghana;GH10;Upper East;region
GH;GH;Ghana;GH11;Upper West;region
GL;GL;Greenland;GL04;Kujalleq;municipality
GL;GL;Greenland;GL05;Qaasuitsup;municipality
GL;GL;Greenland;GL06;Qeqqata;municipality
GL;GL;Greenland;GL07;Sermersooq;municipality
GM;GA;Gambia;GA01;Banjul;city
GM;GA;Gambia;GA02;Lower River;division
GM;GA;Gambia;GA03;Central River   ;division
GM;GA;Gambia;GA04;Upper River;division
GM;GA;Gambia;GA05;Western;division
GM;GA;Gambia;GA07;North Bank;division
GN;GV;Guinea;GV01;Beyla;préfecture (prefecture)
GN;GV;Guinea;GV02;Boffa;préfecture (prefecture)
GN;GV;Guinea;GV03;Boké;préfecture (prefecture)
GN;GV;Guinea;GV04;Conakry;capitale d’état-zone spéciale (national capital-special zone)
GN;GV;Guinea;GV05;Dabola;préfecture (prefecture)
GN;GV;Guinea;GV06;Dalaba;préfecture (prefecture)
GN;GV;Guinea;GV07;Dinguiraye;préfecture (prefecture)
GN;GV;Guinea;GV09;Faranah;préfecture (prefecture)
GN;GV;Guinea;GV10;Forécariah;préfecture (prefecture)
GN;GV;Guinea;GV11;Fria;préfecture (prefecture)
GN;GV;Guinea;GV12;Gaoual;préfecture (prefecture)
GN;GV;Guinea;GV13;Guéckédou;préfecture (prefecture)
GN;GV;Guinea;GV15;Kérouané;préfecture (prefecture)
GN;GV;Guinea;GV16;Kindia;préfecture (prefecture)
GN;GV;Guinea;GV17;Kissidougou;préfecture (prefecture)
GN;GV;Guinea;GV18;Koundara;préfecture (prefecture)
GN;GV;Guinea;GV19;Kouroussa;préfecture (prefecture)
GN;GV;Guinea;GV21;Macenta;préfecture (prefecture)
GN;GV;Guinea;GV22;Mali;préfecture (prefecture)
GN;GV;Guinea;GV23;Mamou;préfecture (prefecture)
GN;GV;Guinea;GV25;Pita;préfecture (prefecture)
GN;GV;Guinea;GV27;Télimélé;préfecture (prefecture)
GN;GV;Guinea;GV28;Tougué;préfecture (prefecture)
GN;GV;Guinea;GV29;Yomou;préfecture (prefecture)
GN;GV;Guinea;GV30;Coyah;préfecture (prefecture)
GN;GV;Guinea;GV31;Dubréka;préfecture (prefecture)
GN;GV;Guinea;GV32;Kankan;préfecture (prefecture)
GN;GV;Guinea;GV33;Koubia;préfecture (prefecture)
GN;GV;Guinea;GV34;Labé;préfecture (prefecture)
GN;GV;Guinea;GV35;Lélouma;préfecture (prefecture)
GN;GV;Guinea;GV36;Lola;préfecture (prefecture)
GN;GV;Guinea;GV37;Mandiana;préfecture (prefecture)
