iso;nga;country;code;name;class
AD;AN;Andorra;AN02;Canillo;parròquia (parish)
AD;AN;Andorra;AN03;Encamp;parròquia (parish)
AD;AN;Andorra;AN04;La Massana;parròquia (parish)
AD;AN;Andorra;AN05;Ordino;parròquia (parish)
AD;AN;Andorra;AN06;Sant Julià de Lòria;parròquia (parish)
AD;AN;Andorra;AN07;Andorra la Vella;parròquia (parish)
AD;AN;Andorra;AN08;Escaldes-Engordany;parròquia (parish)
AE;AE;United Arab Emirates;AE01;Abū Z̧aby;emirate
AE;AE;United Arab Emirates;AE02;‘Ajmān;emirate
AE;AE;United Arab Emirates;AE03;Dubayy;emirate
AE;AE;United Arab Emirates;AE04;Al Fujayrah;emirate
AE;AE;United Arab Emirates;AE05;Ra’s al Khaymah;emirate
AE;AE;United Arab Emirates;AE06;Ash Shāriqah;emirate
AE;AE;United Arab Emirates;AE07;Umm al Qaywayn;emirate
AF;AF;Afghanistan;AF01;Badakhshān;wilāyat (province)
AF;AF;Afghanistan;AF02;Bādghīs;wilāyat (province)
AF;AF;Afghanistan;AF03;Baghlān;wilāyat (province)
AF;AF;Afghanistan;AF05;Bāmyān;wilāyat (province)
AF;AF;Afghanistan;AF06;Farāh;wilāyat (province)
AF;AF;Afghanistan;AF07;Fāryāb;wilāyat (province)
AF;AF;Afghanistan;AF08;Ghaznī;wilāyat (province)
AF;AF;Afghanistan;AF09;Ghōr;wilāyat (province)
AF;AF;Afghanistan;AF10;Helmand;wilāyat (province)
AF;AF;Afghanistan;AF11;Herāt;wilāyat (province)
AF;AF;Afghanistan;AF13;Kābul;wilāyat (province)
AF;AF;Afghanistan;AF14;Kāpīsā;wilāyat (province)
AF;AF;Afghanistan;AF17;Lōgar;wilāyat (province)
AF;AF;Afghanistan;AF18;Nangarhār;wilāyat (province)
AF;AF;Afghanistan;AF19;Nīmrōz;wilāyat (province)
AF;AF;Afghanistan;AF23;Kandahār;wilāyat (province)
AF;AF;Afghanistan;AF24;Kunduz;wilāyat (province)
AF;AF;Afghanistan;AF26;Takhār;wilāyat (province)
AF;AF;Afghanistan;AF27;Wardak;wilāyat (province)
AF;AF;Afghanistan;AF28;Zābul;wilāyat (province)
AF;AF;Afghanistan;AF29;Paktīkā;wilāyat (province)
AF;AF;Afghanistan;AF30;Balkh;wilāyat (province)
AF;AF;Afghanistan;AF31;Jowzjān;wilāyat (province)
AF;AF;Afghanistan;AF32;Samangān;wilāyat (province)
AF;AF;Afghanistan;AF33;Sar-e Pul;wilāyat (province)
AF;AF;Afghanistan;AF34;Kunaṟ;wilāyat (province)
AF;AF;Afghanistan;AF35;Laghmān;wilāyat (province)
AF;AF;Afghanistan;AF36;Paktiyā;wilāyat (province)
AF;AF;Afghanistan;AF37;Khōst;wilāyat (province)
AF;AF;Afghanistan;AF38;Nūristān;wilāyat (province)
AF;AF;Afghanistan;AF39;Uruzgān;wilāyat (province)
AF;AF;Afghanistan;AF40;Parwān;wilāyat (province)
AF;AF;Afghanistan;AF41;Dāykundī;wilāyat (province)
AF;AF;Afghanistan;AF42;Panjshir [conventional] / Panjshayr [Dari];wilāyat (province)
AG;AC;Antigua and Barbuda;AC01;Barbuda;dependency
AG;AC;Antigua and Barbuda;AC03;Saint George;parish
AG;AC;Antigua and Barbuda;AC04;Saint John;parish
AG;AC;Antigua and Barbuda;AC05;Saint Mary;parish
AG;AC;Antigua and Barbuda;AC06;Saint Paul;parish
AG;AC;Antigua and Barbuda;AC07;Saint Peter;parish
AG;AC;Antigua and Barbuda;AC08;Saint Philip;parish
AG;AC;Antigua and Barbuda;AC09;Redonda;dependency
AL;AL;Albania;AL40;Berat;qark (county)
AL;AL;Albania;AL41;Dibër;qark (county)
AL;AL;Albania;AL42;Durrës;qark (county)
AL;AL;Albania;AL43;Elbasan;qark (county)
AL;AL;Albania;AL44;Fier;qark (county)
AL;AL;Albania;AL45;Gjirokastër;qark (county)
AL;AL;Albania;AL46;Korçë;qark (county)
AL;AL;Albania;AL47;Kukës;qark (county)
AL;AL;Albania;AL48;Lezhë;qark (county)
AL;AL;Albania;AL49;Shkodër;qark (county)
AL;AL;Albania;AL50;Tiranë;qark (county)
AL;AL;Albania;AL51;Vlorë;qark (county)
AM;AM;Armenia;AM01;Aragatsotn;marz (district)
AM;AM;Armenia;AM02;Ararat;marz (district)
AM;AM;Armenia;AM03;Armavir;marz (district)
AM;AM;Armenia;AM04;Geghark’unik’;marz (district)
AM;AM;Armenia;AM05;Kotayk’;marz (district)
AM;AM;Armenia;AM06;Lorri;marz (district)
AM;AM;Armenia;AM07;Shirak;marz (district)
AM;AM;Armenia;AM08;Syunik’;marz (district)
AM;AM;Armenia;AM09;Tavush;marz (district)
AM;AM;Armenia;AM10;Vayots’ Dzor;marz (district)
AM;AM;Armenia;AM11;Yerevan;k’aghak’ (city)
AO;AO;Angola;AO01;Benguela;província (province)
AO;AO;Angola;AO02;Bié;província (province)
AO;AO;Angola;AO03;Cabinda;província (province)
AO;AO;Angola;AO04;Kuando Kubango;província (province)
AO;AO;Angola;AO05;Kwanza Norte;província (province)
AO;AO;Angola;AO06;Kwanza Sul;província (province)
AO;AO;Angola;AO07;Cunene;província (province)
AO;AO;Angola;AO08;Huambo;província (province)
AO;AO;Angola;AO09;Huíla;província (province)
AO;AO;Angola;AO12;Malanje;província (province)
AO;AO;Angola;AO13;Namibe;província (province)
AO;AO;Angola;AO14;Moxico;província (province)
AO;AO;Angola;AO15;Uíge;província (province)
AO;AO;Angola;AO16;Zaire;província (province)
AO;AO;Angola;AO17;Lunda Norte;província (province)
AO;AO;Angola;AO18;Lunda Sul;província (province)
AO;AO;Angola;AO19;Bengo;província (province)
AO;AO;Angola;AO20;Luanda;província (province)
AR;AR;Argentina;AR01;Buenos Aires;provincia (province)
AR;AR;Argentina;AR02;Catamarca;provincia (province)
AR;AR;Argentina;AR03;Chaco;provincia (province)
AR;AR;Argentina;AR04;Chubut;provincia (province)
AR;AR;Argentina;AR05;Córdoba;provincia (province)
AR;AR;Argentina;AR06;Corrientes;provincia (province)
AR;AR;Argentina;AR07;Buenos Aires, Ciudad Autónoma de;ciudad autónoma (autonomous city)
AR;AR;Argentina;AR08;Entre Ríos;provincia (province)
AR;AR;Argentina;AR09;Formosa;provincia (province)
AR;AR;Argentina;AR10;Jujuy;provincia (province)
AR;AR;Argentina;AR11;La Pampa;provincia (province)
AR;AR;Argentina;AR12;La Rioja;provincia (province)
AR;AR;Argentina;AR13;Mendoza;provincia (province)
AR;AR;Argentina;AR14;Misiones;provincia (province)
AR;AR;Argentina;AR15;Neuquén;provincia (province)
AR;AR;Argentina;AR16;Río Negro;provincia (province)
AR;AR;Argentina;AR17;Salta;provincia (province)
AR;AR;Argentina;AR18;San Juan;provincia (province)
AR;AR;Argentina;AR19;San Luis;provincia (province)
AR;AR;Argentina;AR20;Santa Cruz;provincia (province)
AR;AR;Argentina;AR21;Santa Fe;provincia (province)
AR;AR;Argentina;AR22;Santiago del Estero;provincia (province)
AR;AR;Argentina;AR23;Tierra del Fuego, Antártida e Islas del Atlántico Sur;provincia (province)
AR;AR;Argentina;AR24;Tucumán;provincia (province)
AT;AU;Austria;AU01;Burgenland;bundesland (state)
AT;AU;Austria;AU02;Kärnten;bundesland (state)
AT;AU;Austria;AU03;Niederösterreich;bundesland (state)
AT;AU;Austria;AU04;Oberösterreich;bundesland (state)
AT;AU;Austria;AU05;Salzburg;bundesland (state)
AT;AU;Austria;AU06;Steiermark;bundesland (state)
AT;AU;Austria;AU07;Tirol;bundesland (state)
AT;AU;Austria;AU08;Vorarlberg;bundesland (state)
AT;AU;Austria;AU09;Wien;bundesland (state)
AU;AS;Australia;AS01;Australian Capital Territory;territory
AU;AS;Australia;AS02;New South Wales;state
AU;AS;Australia;AS03;Northern Territory;territory
AU;AS;Australia;AS04;Queensland;state
AU;AS;Australia;AS05;South Australia;state
AU;AS;Australia;AS06;Tasmania;state
AU;AS;Australia;AS07;Victoria;state
AU;AS;Australia;AS08;Western Australia;state
AZ;AJ;Azerbaijan;AJ01;Abşeron;rayonu (district)
AZ;AJ;Azerbaijan;AJ02;Ağcabədi;rayonu (district)
AZ;AJ;Azerbaijan;AJ03;Ağdam;rayonu (district)
AZ;AJ;Azerbaijan;AJ04;Ağdaş;rayonu (district)
AZ;AJ;Azerbaijan;AJ05;Ağstafa;rayonu (district)
AZ;AJ;Azerbaijan;AJ06;Ağsu;rayonu (district)
AZ;AJ;Azerbaijan;AJ07;Şirvan;şəhəri (city)
AZ;AJ;Azerbaijan;AJ08;Astara;rayonu (district)
AZ;AJ;Azerbaijan;AJ09;Bakı;şəhəri (city)
AZ;AJ;Azerbaijan;AJ10;Balakən;rayonu (district)
AZ;AJ;Azerbaijan;AJ11;Bərdə;rayonu (district)
AZ;AJ;Azerbaijan;AJ12;Beyləqan;rayonu (district)
AZ;AJ;Azerbaijan;AJ13;Biləsuvar;rayonu (district)
AZ;AJ;Azerbaijan;AJ14;Cəbrayıl;rayonu (district)
AZ;AJ;Azerbaijan;AJ15;Cəlilabad;rayonu (district)
AZ;AJ;Azerbaijan;AJ16;Daşkəsən;rayonu (district)
AZ;AJ;Azerbaijan;AJ17;Şabran;rayonu (district)
AZ;AJ;Azerbaijan;AJ18;Füzuli;rayonu (district)
AZ;AJ;Azerbaijan;AJ19;Gədəbəy;rayonu (district)
AZ;AJ;Azerbaijan;AJ20;Gəncə;şəhəri (city)
AZ;AJ;Azerbaijan;AJ21;Goranboy;rayonu (district)
AZ;AJ;Azerbaijan;AJ22;Göyçay;rayonu (district)
AZ;AJ;Azerbaijan;AJ23;Hacıqabul;rayonu (district)
AZ;AJ;Azerbaijan;AJ24;İmişli;rayonu (district)
AZ;AJ;Azerbaijan;AJ25;İsmayıllı;rayonu (district)
AZ;AJ;Azerbaijan;AJ26;Kəlbəcər;rayonu (district)
AZ;AJ;Azerbaijan;AJ27;Kürdəmir;rayonu (district)
AZ;AJ;Azerbaijan;AJ28;Laçın;rayonu (district)
AZ;AJ;Azerbaijan;AJ29;Lənkəran;rayonu (district)
AZ;AJ;Azerbaijan;AJ30;Lənkəran;şəhəri (city)
AZ;AJ;Azerbaijan;AJ31;Lerik;rayonu (district)
AZ;AJ;Azerbaijan;AJ32;Masallı;rayonu (district)
AZ;AJ;Azerbaijan;AJ33;Mingəcevir;şəhəri (city)
AZ;AJ;Azerbaijan;AJ34;Naftalan;şəhəri (city)
AZ;AJ;Azerbaijan;AJ36;Neftçala;rayonu (district)
AZ;AJ;Azerbaijan;AJ37;Oğuz;rayonu (district)
AZ;AJ;Azerbaijan;AJ38;Qəbələ;rayonu (district)
AZ;AJ;Azerbaijan;AJ39;Qax;rayonu (district)
AZ;AJ;Azerbaijan;AJ40;Qazax;rayonu (district)
AZ;AJ;Azerbaijan;AJ41;Qobustan;rayonu (district)
AZ;AJ;Azerbaijan;AJ42;Quba;rayonu (district)
AZ;AJ;Azerbaijan;AJ43;Qubadlı;rayonu (district)
AZ;AJ;Azerbaijan;AJ44;Qusar;rayonu (district)
AZ;AJ;Azerbaijan;AJ45;Saatlı;rayonu (district)
AZ;AJ;Azerbaijan;AJ46;Sabirabad;rayonu (district)
AZ;AJ;Azerbaijan;AJ47;Şəki;rayonu (district)
AZ;AJ;Azerbaijan;AJ48;Şəki;şəhəri (city)
AZ;AJ;Azerbaijan;AJ49;Salyan;rayonu (district)
AZ;AJ;Azerbaijan;AJ50;Şamaxı;rayonu (district)
AZ;AJ;Azerbaijan;AJ51;Şəmkir;rayonu (district)
AZ;AJ;Azerbaijan;AJ52;Samux;rayonu (district)
AZ;AJ;Azerbaijan;AJ53;Siyəzən;rayonu (district)
AZ;AJ;Azerbaijan;AJ54;Sumqayıt;şəhəri (city)
AZ;AJ;Azerbaijan;AJ55;Şuşa;rayonu (district)
AZ;AJ;Azerbaijan;AJ57;Tərtər;rayonu (district)
AZ;AJ;Azerbaijan;AJ58;Tovuz;rayonu (district)
AZ;AJ;Azerbaijan;AJ59;Ucar;rayonu (district)
AZ;AJ;Azerbaijan;AJ60;Xaçmaz;rayonu (district)
AZ;AJ;Azerbaijan;AJ61;Xankəndi;şəhəri (city)
AZ;AJ;Azerbaijan;AJ62;Göygöl;rayonu (district)
AZ;AJ;Azerbaijan;AJ63;Xızı;rayonu (district)
AZ;AJ;Azerbaijan;AJ64;Xocalı;rayonu (district)
AZ;AJ;Azerbaijan;AJ65;Xocavənd;rayonu (district)
AZ;AJ;Azerbaijan;AJ66;Yardımlı;rayonu (district)
AZ;AJ;Azerbaijan;AJ67;Yevlax;rayonu (district)
AZ;AJ;Azerbaijan;AJ68;Yevlax;şəhəri (city)
AZ;AJ;Azerbaijan;AJ69;Zəngilan;rayonu (district)
AZ;AJ;Azerbaijan;AJ70;Zaqatala;rayonu (district)
AZ;AJ;Azerbaijan;AJ71;Zərdab;rayonu (district)
AZ;AJ;Azerbaijan;AJ72;Babək;rayonu (district)
AZ;AJ;Azerbaijan;AJ73;Culfa;rayonu (district)
AZ;AJ;Azerbaijan;AJ74;Kəngərli;rayonu (district)
AZ;AJ;Azerbaijan;AJ75;Naxçıvan;şəhəri (city)
AZ;AJ;Azerbaijan;AJ76;Ordubad;rayonu (district)
AZ;AJ;Azerbaijan;AJ77;Sədərək;rayonu (district)
AZ;AJ;Azerbaijan;AJ78;Şahbuz;rayonu (district)
AZ;AJ;Azerbaijan;AJ79;Şərur;rayonu (district)
BA;BK;Bosnia-Herzegovina;BK01;Bosnia and Herzegovina, Federation of [conventional] / Bosne i Hercegovine, Federacija [Serbocroatian];federacija (federation)
BA;BK;Bosnia-Herzegovina;BK02;Srpska, Republika ;republika (republic)
BB;BB;Barbados;BB01;Christ Church;parish
BB;BB;Barbados;BB02;Saint Andrew;parish
BB;BB;Barbados;BB03;Saint George;parish
BB;BB;Barbados;BB04;Saint James;parish
BB;BB;Barbados;BB05;Saint John;parish
BB;BB;Barbados;BB06;Saint Joseph;parish
BB;BB;Barbados;BB07;Saint Lucy;parish
BB;BB;Barbados;BB08;Saint Michael;parish
BB;BB;Barbados;BB09;Saint Peter;parish
BB;BB;Barbados;BB10;Saint Philip;parish
BB;BB;Barbados;BB11;Saint Thomas;parish
BD;BG;Bangladesh;BG81;Dhaka;division
BD;BG;Bangladesh;BG82;Khulna;division
BD;BG;Bangladesh;BG83;Rājshāhi;division
BD;BG;Bangladesh;BG84;Chittagong;division
BD;BG;Bangladesh;BG85;Barisāl;division
BD;BG;Bangladesh;BG86;Sylhet;division
BD;BG;Bangladesh;BG87;Rangpur;division
BE;BE;Belgium;BE11;Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] / Bruxelles-Capitale [French];gewest [Dutch] / région [French] (region)
BE;BE;Belgium;BE13;Flanders [conventional] / Vlaanderen [Dutch];gewest [Dutch] / région [French] (region)
BE;BE;Belgium;BE14;Wallonia [conventional] / Wallonie [French];gewest [Dutch] / région [French] (region)
BF;UV;Burkina Faso;UV79;Boucle du Mouhoun;région (region)
BF;UV;Burkina Faso;UV80;Cascades;région (region)
BF;UV;Burkina Faso;UV81;Centre;région (region)
BF;UV;Burkina Faso;UV82;Centre-Est;région (region)
BF;UV;Burkina Faso;UV83;Centre-Nord;région (region)
BF;UV;Burkina Faso;UV84;Centre-Ouest;région (region)
BF;UV;Burkina Faso;UV85;Centre-Sud;région (region)
BF;UV;Burkina Faso;UV86;Est;région (region)
BF;UV;Burkina Faso;UV87;Hauts-Bassins;région (region)
BF;UV;Burkina Faso;UV88;Nord;région (region)
BF;UV;Burkina Faso;UV89;Plateau-Central;région (region)
BF;UV;Burkina Faso;UV90;Sahel;région (region)
BF;UV;Burkina Faso;UV91;Sud-Ouest;région (region)
BG;BU;Bulgaria;BU38;Blagoevgrad;oblast (province)
BG;BU;Bulgaria;BU39;Burgas;oblast (province)
BG;BU;Bulgaria;BU40;Dobrich;oblast (province)
BG;BU;Bulgaria;BU41;Gabrovo;oblast (province)
BG;BU;Bulgaria;BU42;Sofiya-Grad;oblast (province)
BG;BU;Bulgaria;BU43;Khaskovo;oblast (province)
BG;BU;Bulgaria;BU44;Kŭrdzhali;oblast (province)
BG;BU;Bulgaria;BU45;Kyustendil;oblast (province)
BG;BU;Bulgaria;BU46;Lovech;oblast (province)
BG;BU;Bulgaria;BU47;Montana;oblast (province)
BG;BU;Bulgaria;BU48;Pazardzhik;oblast (province)
BG;BU;Bulgaria;BU49;Pernik;oblast (province)
BG;BU;Bulgaria;BU50;Pleven;oblast (province)
BG;BU;Bulgaria;BU51;Plovdiv;oblast (province)
BG;BU;Bulgaria;BU52;Razgrad;oblast (province)
BG;BU;Bulgaria;BU53;Ruse;oblast (province)
BG;BU;Bulgaria;BU54;Shumen;oblast (province)
BG;BU;Bulgaria;BU55;Silistra;oblast (province)
BG;BU;Bulgaria;BU56;Sliven;oblast (province)
BG;BU;Bulgaria;BU57;Smolyan;oblast (province)
BG;BU;Bulgaria;BU58;Sofiya;oblast (province)
BG;BU;Bulgaria;BU59;Stara Zagora;oblast (province)
BG;BU;Bulgaria;BU60;Tŭrgovishte;oblast (province)
BG;BU;Bulgaria;BU61;Varna;oblast (province)
BG;BU;Bulgaria;BU62;Veliko Tŭrnovo;oblast (province)
BG;BU;Bulgaria;BU63;Vidin;oblast (province)
BG;BU;Bulgaria;BU64;Vratsa;oblast (province)
BG;BU;Bulgaria;BU65;Yambol;oblast (province)
BH;BA;Bahrain;BA15;Al Muḩarraq;muḩāfaz̧ah (governorate)
BH;BA;Bahrain;BA16;Al ‘Āşimah;muḩāfaz̧ah (governorate)
BH;BA;Bahrain;BA17;Al Janūbīyah;muḩāfaz̧ah (governorate)
BH;BA;Bahrain;BA18;Al Wusţá;muḩāfaz̧ah (governorate)
BH;BA;Bahrain;BA19;Ash Shamālīyah;muḩāfaz̧ah (governorate)
BI;BY;Burundi;BY09;Bubanza;province [French] / iProvense [Kirundi] (province)
BI;BY;Burundi;BY10;Bururi;province [French] / iProvense [Kirundi] (province)
BI;BY;Burundi;BY11;Cankuzo;province [French] / iProvense [Kirundi] (province)
BI;BY;Burundi;BY12;Cibitoke;province [French] / iProvense [Kirundi] (province)
BI;BY;Burundi;BY13;Gitega;province [French] / iProvense [Kirundi] (province)
BI;BY;Burundi;BY14;Karuzi;province [French] / iProvense [Kirundi] (province)
BI;BY;Burundi;BY15;Kayanza;province [French] / iProvense [Kirundi] (province)
BI;BY;Burundi;BY16;Kirundo;province [French] / iProvense [Kirundi] (province)
BI;BY;Burundi;BY17;Makamba;province [French] / iProvense [Kirundi] (province)
BI;BY;Burundi;BY18;Muyinga;province [French] / iProvense [Kirundi] (province)
BI;BY;Burundi;BY19;Ngozi;province [French] / iProvense [Kirundi] (province)
BI;BY;Burundi;BY20;Rutana;province [French] / iProvense [Kirundi] (province)
BI;BY;Burundi;BY21;Ruyigi;province [French] / iProvense [Kirundi] (province)
BI;BY;Burundi;BY22;Muramvya;province [French] / iProvense [Kirundi] (province)
BI;BY;Burundi;BY23;Mwaro;province [French] / iProvense [Kirundi] (province)
BI;BY;Burundi;BY24;Bujumbura Mairie;province [French] / iProvense [Kirundi] (province)
BI;BY;Burundi;BY25;Bujumbura Rural;province [French] / iProvense [Kirundi] (province)
BJ;BN;Benin;BN07;Alibori;province
BJ;BN;Benin;BN08;Atakora;province
BJ;BN;Benin;BN09;Atlantique;province
BJ;BN;Benin;BN10;Borgou;province
BJ;BN;Benin;BN11;Collines;province
BJ;BN;Benin;BN12;Kouffo;province
BJ;BN;Benin;BN13;Donga;province
BJ;BN;Benin;BN14;Littoral;province
BJ;BN;Benin;BN15;Mono;province
BJ;BN;Benin;BN16;Ouémé;province
BJ;BN;Benin;BN17;Plateau;province
BJ;BN;Benin;BN18;Zou;province
BM;BD;Bermuda;BD01;Devonshire;parish
BM;BD;Bermuda;BD02;Hamilton;parish
BM;BD;Bermuda;BD03;Hamilton;municipality
BM;BD;Bermuda;BD04;Paget;parish
BM;BD;Bermuda;BD05;Pembroke;parish
BM;BD;Bermuda;BD06;Saint George;parish
BM;BD;Bermuda;BD07;Saint George’s;parish
BM;BD;Bermuda;BD08;Sandys;parish
BM;BD;Bermuda;BD09;Smith’s;parish
BM;BD;Bermuda;BD10;Southampton;parish
BM;BD;Bermuda;BD11;Warwick;parish
BN;BX;Brunei;BX01;Belait;district
BN;BX;Brunei;BX02;Brunei and Muara;district
BN;BX;Brunei;BX03;Temburong;district
BN;BX;Brunei;BX04;Tutong;district
BO;BL;Bolivia;BL01;Chuquisaca;departamento (department)
BO;BL;Bolivia;BL02;Cochabamba;departamento (department)
BO;BL;Bolivia;BL03;El Beni;departamento (department)
BO;BL;Bolivia;BL04;La Paz;departamento (department)
BO;BL;Bolivia;BL05;Oruro;departamento (department)
BO;BL;Bolivia;BL06;Pando;departamento (department)
BO;BL;Bolivia;BL07;Potosí;departamento (department)
BO;BL;Bolivia;BL08;Santa Cruz;departamento (department)
BO;BL;Bolivia;BL09;Tarija;departamento (department)
BQ;NL;Bonaire, St Eustatius & Saba;NL01;Drenthe;provincie (province)
BQ;NL;Bonaire, St Eustatius & Saba;NL02;Fryslân [Dutch and Frisian];provincie [Dutch] / provinsje [Frisian] (province)
BQ;NL;Bonaire, St Eustatius & Saba;NL03;Gelderland;provincie (province)
BQ;NL;Bonaire, St Eustatius & Saba;NL04;Groningen;provincie (province)
BQ;NL;Bonaire, St Eustatius & Saba;NL05;Limburg;provincie (province)
BQ;NL;Bonaire, St Eustatius & Saba;NL06;Noord-Brabant;provincie (province)
BQ;NL;Bonaire, St Eustatius & Saba;NL07;Noord-Holland;provincie (province)
BQ;NL;Bonaire, St Eustatius & Saba;NL09;Utrecht;provincie (province)
BQ;NL;Bonaire, St Eustatius & Saba;NL10;Zeeland;provincie (province)
BQ;NL;Bonaire, St Eustatius & Saba;NL11;Zuid-Holland;provincie (province)
BQ;NL;Bonaire, St Eustatius & Saba;NL15;Overijssel;provincie (province)
BQ;NL;Bonaire, St Eustatius & Saba;NL16;Flevoland;provincie (province)
BR;BR;Brazil;BR01;Acre;estado (state)
BR;BR;Brazil;BR02;Alagoas;estado (state)
BR;BR;Brazil;BR03;Amapá;estado (state)
BR;BR;Brazil;BR04;Amazonas;estado (state)
BR;BR;Brazil;BR05;Bahia;estado (state)
BR;BR;Brazil;BR06;Ceará;estado (state)
BR;BR;Brazil;BR07;Distrito Federal;distrito federal (federal district)
BR;BR;Brazil;BR08;Espírito Santo;estado (state)
BR;BR;Brazil;BR11;Mato Grosso do Sul;estado (state)
BR;BR;Brazil;BR13;Maranhão;estado (state)
BR;BR;Brazil;BR14;Mato Grosso;estado (state)
BR;BR;Brazil;BR15;Minas Gerais;estado (state)
BR;BR;Brazil;BR16;Pará;estado (state)
BR;BR;Brazil;BR17;Paraíba;estado (state)
BR;BR;Brazil;BR18;Paraná;estado (state)
BR;BR;Brazil;BR20;Piauí;estado (state)
BR;BR;Brazil;BR21;Rio de Janeiro;estado (state)
BR;BR;Brazil;BR22;Rio Grande do Norte;estado (state)
BR;BR;Brazil;BR23;Rio Grande do Sul;estado (state)
BR;BR;Brazil;BR24;Rondônia;estado (state)
BR;BR;Brazil;BR25;Roraima;estado (state)
BR;BR;Brazil;BR26;Santa Catarina;estado (state)
BR;BR;Brazil;BR27;São Paulo;estado (state)
BR;BR;Brazil;BR28;Sergipe;estado (state)
BR;BR;Brazil;BR29;Goiás;estado (state)
BR;BR;Brazil;BR30;Pernambuco;estado (state)
BR;BR;Brazil;BR31;Tocantins;estado (state)
BS;BF;Bahamas;BF05;Bimini;district
BS;BF;Bahamas;BF06;Cat Island;district
BS;BF;Bahamas;BF10;Exuma;district
BS;BF;Bahamas;BF13;Inagua;district
BS;BF;Bahamas;BF15;Long Island;district
BS;BF;Bahamas;BF16;Mayaguana;district
BS;BF;Bahamas;BF18;Ragged Island;district
BS;BF;Bahamas;BF22;Harbour Island;district
BS;BF;Bahamas;BF24;Acklins;district
BS;BF;Bahamas;BF25;City of Freeport;district
BS;BF;Bahamas;BF32;Berry Islands;district
BS;BF;Bahamas;BF35;San Salvador;district
BS;BF;Bahamas;BF36;Black Point;district
BS;BF;Bahamas;BF37;Central Abaco;district
BS;BF;Bahamas;BF38;Central Andros;district
BS;BF;Bahamas;BF39;Central Eleuthera;district
BS;BF;Bahamas;BF40;Crooked Island and Long Cay;district
BS;BF;Bahamas;BF41;East Grand Bahama;district
BS;BF;Bahamas;BF42;Grand Cay;district
BS;BF;Bahamas;BF43;Hope Town;district
BS;BF;Bahamas;BF44;Mangrove Cay;district
BS;BF;Bahamas;BF45;Moore's Island;district
BS;BF;Bahamas;BF46;North Abaco;district
BS;BF;Bahamas;BF47;North Andros;district
BS;BF;Bahamas;BF48;North Eleuthera;district
BS;BF;Bahamas;BF49;Rum Cay;district
BS;BF;Bahamas;BF50;South Abaco;district
BS;BF;Bahamas;BF51;South Andros;district
BS;BF;Bahamas;BF52;South Eleuthera;district
BS;BF;Bahamas;BF53;Spanish Wells;district
BS;BF;Bahamas;BF54;West Grand Bahama;district
BT;BT;Bhutan;BT05;Bumthang;dzongkhag (district)
BT;BT;Bhutan;BT06;Chhukha;dzongkhag (district)
BT;BT;Bhutan;BT07;Tsirang;dzongkhag (district)
BT;BT;Bhutan;BT08;Dagana;dzongkhag (district)
BT;BT;Bhutan;BT09;Sarpang;dzongkhag (district)
BT;BT;Bhutan;BT10;Haa;dzongkhag (district)
BT;BT;Bhutan;BT11;Lhuentse;dzongkhag (district)
BT;BT;Bhutan;BT12;Mongar;dzongkhag (district)
BT;BT;Bhutan;BT13;Paro;dzongkhag (district)
BT;BT;Bhutan;BT14;Pemagatshel;dzongkhag (district)
BT;BT;Bhutan;BT15;Punakha;dzongkhag (district)
BT;BT;Bhutan;BT16;Samtse;dzongkhag (district)
BT;BT;Bhutan;BT17;Samdrup Jongkhar;dzongkhag (district)
BT;BT;Bhutan;BT18;Zhemgang;dzongkhag (district)
BT;BT;Bhutan;BT19;Trashigang;dzongkhag (district)
BT;BT;Bhutan;BT20;Thimphu;dzongkhag (district)
BT;BT;Bhutan;BT21;Trongsa;dzongkhag (district)
BT;BT;Bhutan;BT22;Wangdue Phodrang;dzongkhag (district)
BT;BT;Bhutan;BT23;Gasa;dzongkhag (district)
BT;BT;Bhutan;BT24;Trashi Yangtse;dzongkhag (district)
BW;BC;Botswana;BC01;Central;district
BW;BC;Botswana;BC03;Ghanzi;district
BW;BC;Botswana;BC04;Kgalagadi;district
BW;BC;Botswana;BC05;Kgatleng;district
BW;BC;Botswana;BC06;Kweneng;district
BW;BC;Botswana;BC08;North East;district
BW;BC;Botswana;BC09;South East;district
BW;BC;Botswana;BC10;Southern;district
BW;BC;Botswana;BC11;North West;district
BY;BO;Belarus;BO01;Brestskaya Voblasts’;voblasts’ (oblast)
BY;BO;Belarus;BO02;Homyel’skaya Voblasts’;voblasts’ (oblast)
BY;BO;Belarus;BO03;Hrodzyenskaya Voblasts’;voblasts’ (oblast)
BY;BO;Belarus;BO04;Minsk;horad (city)
BY;BO;Belarus;BO05;Minskaya Voblasts’;voblasts’ (oblast)
BY;BO;Belarus;BO06;Mahilyowskaya Voblasts’;voblasts’ (oblast)
BY;BO;Belarus;BO07;Vitsyebskaya Voblasts’;voblasts’ (oblast)
BZ;BH;Belize;BH01;Belize;district
BZ;BH;Belize;BH02;Cayo;district
BZ;BH;Belize;BH03;Corozal;district
BZ;BH;Belize;BH04;Orange Walk;district
BZ;BH;Belize;BH05;Stann Creek;district
BZ;BH;Belize;BH06;Toledo;district
CA;CA;Canada;CA;CANADA;province
CA;CA;Canada;CA01;Alberta [English and French];province
CA;CA;Canada;CA02;British Columbia [English] / Colombie-Britannique [French];province
CA;CA;Canada;CA03;Manitoba [English and French];province
