Three-Letter City Code	City Name	State/Pro.	Country Code	Time Zone Code	STV	Three-Letter Airport Code	Airport Name	Numeric Code	Location Type	Type Name	Aggregated Name
IUE	Niue Island		NU			IUE	International	2209	3	Airport	Niue Island International Airport
IUI	Innarsuit		GL	1		IUI	Heliport		6	Heliport	Innarsuit Heliport
IUL	Ilu		ID	3		IUL			3	Airport	Ilu Airport
IUS	Inus		PG			IUS		2210	3	Airport	Inus Airport
IVA	Ambanja		MG			IVA	Ampampamena	2211	3	Airport	Ambanja Ampampamena Airport
IVC	Invercargill		NZ	1		IVC		2212	3	Airport	Invercargill Airport
IVG	Berane		ME			IVG	Dolac	2213	3	Airport	Berane Dolac Airport
IVH	Ivishak	AK	US	5		IVH			3	Airport	Ivishak Airport
IVI	Isla Viveros		PA			IVI			3	Airport	Isla Viveros Airport
IVL	Ivalo		FI			IVL		2214	3	Airport	Ivalo Airport
IVO	Chivolo		CO			IVO		2215	3	Airport	Chivolo Airport
IVR	Inverell	NS	AU	2		IVR		2216	3	Airport	Inverell Airport
IVW	Inverway	NT	AU	3	A	IVW		2217	3	Airport	Inverway Airport
IWA	Ivanovo		RU	2		IWA	Yuzhny		3	Airport	Ivanovo Yuzhny Airport
IWD	Ironwood	MI	US	2		IWD	Gogebic County	2218	3	Airport	Ironwood Gogebic County Airport
IWJ	Masuda		JP			IWJ	Iwami		3	Airport	Masuda Iwami Airport
IWK	Iwakuni		JP			IWK			3	Airport	Iwakuni Airport
IWO	Iwoto (Iwo Jima)		JP			IWO			3	Airport	Iwoto (Iwo Jima) Airport
IXA	Agartala		IN			IXA		2219	3	Airport	Agartala Airport
IXB	Bagdogra		IN			IXB		2220	3	Airport	Bagdogra Airport
IXC	Chandigarh		IN			IXC		2221	3	Airport	Chandigarh Airport
IXD	Allahabad		IN			IXD		2222	3	Airport	Allahabad Airport
IXE	Mangalore		IN			IXE		2223	3	Airport	Mangalore Airport
IXG	Belgaum		IN			IXG	Sambre	2224	3	Airport	Belgaum Sambre Airport
IXH	Kailashahar		IN			IXH		2225	3	Airport	Kailashahar Airport
IXI	Lilabari		IN			IXI		2226	3	Airport	Lilabari Airport
IXJ	Jammu		IN			IXJ	Satwari	2227	3	Airport	Jammu Satwari Airport
IXK	Keshod		IN			IXK		2228	3	Airport	Keshod Airport
IXL	Leh		IN			IXL	Kushok Bakula Rimpoche	2229	3	Airport	Leh Kushok Bakula Rimpoche Airport
IXM	Madurai		IN			IXM		2230	3	Airport	Madurai Airport
IXN	Khowai		IN			IXN		2231	3	Airport	Khowai Airport
IXP	Pathankot		IN			IXP		2232	3	Airport	Pathankot Airport
IXQ	Kamalpur		IN			IXQ		2233	3	Airport	Kamalpur Airport
IXR	Ranchi		IN			IXR	Birsa Munda	2234	3	Airport	Ranchi Birsa Munda Airport
IXS	Silchar		IN			IXS	Kumbhirgram	2235	3	Airport	Silchar Kumbhirgram Airport
IXT	Pasighat		IN			IXT		2236	3	Airport	Pasighat Airport
IXU	Aurangabad		IN			IXU		2237	3	Airport	Aurangabad Airport
IXV	Along		IN			IXV		2238	3	Airport	Along Airport
IXW	Jamshedpur		IN			IXW	Sonari	2239	3	Airport	Jamshedpur Sonari Airport
IXY	Kandla		IN			IXY		2240	3	Airport	Kandla Airport
IXZ	Port Blair		IN			IXZ	Veer Savarkar Intl	2241	3	Airport	Port Blair Veer Savarkar Intl Airport
IYK	Inyokern	CA	US	4		IYK	Kern County	2242	3	Airport	Inyokern Kern County Airport
IZM	Izmir		TR			ADB	Adnan Menderes		3	Airport	Izmir Adnan Menderes Airport
IZM	Izmir		TR			IGL	Cigli AB		3	Airport	Izmir Cigli AB Airport
IZM	Izmir		TR			IZM	Metropolitan Area		2	Metropolitan Area	Izmir Metropolitan Area
IZO	Izumo		JP			IZO		2244	3	Airport	Izumo Airport
IZT	Ixtepec		MX	1		IZT		2245	3	Airport	Ixtepec Airport
JAA	Jalalabad		AF			JAA		2246	3	Airport	Jalalabad Airport
JAB	Jabiru	NT	AU	3	A	JAB		2247	3	Airport	Jabiru Airport
JAC	Jackson	WY	US	3		JAC	Jackson Hole	2248	3	Airport	Jackson Jackson Hole Airport
JAF	Jaffna		LK			JAF	Kankesanturai	2250	3	Airport	Jaffna Kankesanturai Airport
JAG	Jacobabad		PK			JAG			3	Airport	Jacobabad Airport
JAH	Aubagne		FR			JAH	Off-line Point		1	Off-Line Point	Aubagne Off-line Point
JAI	Jaipur		IN			JAI	International	2251	3	Airport	Jaipur International Airport
JAK	Jacmel		HT			JAK		2252	3	Airport	Jacmel Airport
JAL	Jalapa		MX	1		JAL		2253	3	Airport	Jalapa Airport
JAM	Jambol		BG			JAM	Bezmer	2254	3	Airport	Jambol Bezmer Airport
JAN	Jackson	MS	US	2		HKS	Hawkins Field		3	Airport	Jackson Hawkins Field Airport
JAN	Jackson	MS	US	2		JAN	Jackson-Evers		3	Airport	Jackson Jackson-Evers Airport
JAN	Jackson	MS	US	2		JAN	Metropolitan Area		2	Metropolitan Area	Jackson Metropolitan Area
JAP	Punta Renes		CR			JAP			3	Airport	Punta Renes Airport
JAQ	Jacquinot Bay		PG			JAQ		2256	3	Airport	Jacquinot Bay Airport
JAR	Jahrom		IR			JAR			3	Airport	Jahrom Airport
JAS	Jasper	TX	US	2		JAS	County		3	Airport	Jasper County Airport
JAT	Jabot Island		MH			JAT			3	Airport	Jabot Island Airport
JAU	Jauja		PE			JAU			3	Airport	Jauja Airport
JAV	Ilulissat		GL	1		JAV			3	Airport	Ilulissat Airport
JAX	Jacksonville	FL	US	1		CRG	Craig Municipal		3	Airport	Jacksonville Craig Municipal Airport
JAX	Jacksonville	FL	US	1		JAX	International	2258	3	Airport	Jacksonville International Airport
JAX	Jacksonville	FL	US	1		JAX	Metropolitan Area		2	Metropolitan Area	Jacksonville Metropolitan Area
JAX	Jacksonville	FL	US	1		NIP	Jacksonville NAS		3	Airport	Jacksonville Jacksonville NAS Airport
JAX	Jacksonville	FL	US	1		VQQ	Cecil Field NAS		3	Airport	Jacksonville Cecil Field NAS Airport
JBK	Berkeley	CA	US	4		JBK			3	Airport	Berkeley Airport
JBQ	Higuero		DO			JBQ	Dr.Joaquin Balaguer		3	Airport	Higuero Dr.Joaquin Balaguer Airport
JBR	Jonesboro	AR	US	2		JBR			3	Airport	Jonesboro Airport
JBS	Pleasanton	CA	US	4		JBS	Hacienda Bus.Park H/P		6	Heliport	Pleasanton Hacienda Bus.Park H/P Heliport
JCB	Joacaba	SC	BR	1		JCB		2260	3	Airport	Joacaba Airport
JCH	Qasigiannguit		GL	1		JCH	Heliport		3	Airport	Qasigiannguit Heliport Airport
JCJ	Chuja		KR			JCJ	Heliport		6	Heliport	Chuja Heliport
JCK	Julia Creek	QL	AU	2	B	JCK		2263	3	Airport	Julia Creek Airport
JCM	Jacobina	BA	BR	1	A	JCM		2264	3	Airport	Jacobina Airport
JCN	Incheon		KR			JCN	Heliport		6	Heliport	Incheon Heliport
JCO	Kemmuna		MT			JCO	Heliport		6	Heliport	Kemmuna Heliport
JCR	Jacareacanga	PA	BR	1	A	JCR			3	Airport	Jacareacanga Airport
JCT	Junction	TX	US	2		JCT	Kimble County		3	Airport	Junction Kimble County Airport
JCU	Ceuta		ES	1		JCU	Heliport		6	Heliport	Ceuta Heliport
JCY	Johnson	TX	US	2		JCY			3	Airport	Johnson Airport
JDA	John Day	OR	US	4		JDA		2265	3	Airport	John Day Airport
JDF	Juiz De Fora	MG	BR	1		IZA	Reg. da Zona da Mata		3	Airport	Juiz De Fora Reg. da Zona da Mata Airport
JDF	Juiz De Fora	MG	BR	1		JDF	Francisco De Assis	2266	3	Airport	Juiz De Fora Francisco De Assis Airport
JDG	Jeongseok		KR			JDG			3	Airport	Jeongseok Airport
JDH	Jodhpur		IN			JDH		2267	3	Airport	Jodhpur Airport
JDN	Jordan	MT	US	3		JDN			3	Airport	Jordan Airport
JDO	Juazeiro Do Norte	CE	BR	1	A	JDO	Regional Do Cariri	2268	3	Airport	Juazeiro Do Norte Regional Do Cariri Airport
JDR	Sao Joao Del Rei	MG	BR	1		JDR			3	Airport	Sao Joao Del Rei Airport
JDR	Sao Joao Del Rei	MG	BR	1		QSJ	Off-line Point		1	Off-Line Point	Sao Joao Del Rei Off-line Point
JDY	Downey	CA	US	4		JDY	Heliport	2269	6	Heliport	Downey Heliport
JDZ	Jingdezhen		CN			JDZ	Luojia		3	Airport	Jingdezhen Luojia Airport
JEA	Jaen		ES	1		JEA	Railway Station		5	Railway Station	Jaen Railway Station
JEC	Jersey City	NJ	US	1		JEC	Off-line Point		1	Off-Line Point	Jersey City Off-line Point
JED	Jeddah		SA			JED	King Abdulaziz Intl	2270	3	Airport	Jeddah King Abdulaziz Intl Airport
JEE	Jeremie		HT			JEE		2271	3	Airport	Jeremie Airport
JEF	Jefferson City	MO	US	2		JEF	Memorial		3	Airport	Jefferson City Memorial Airport
JEG	Aasiaat		GL	1		JEG			3	Airport	Aasiaat Airport
JEJ	Jeh Island		MH			JEJ			3	Airport	Jeh Island Airport
JEM	Emeryville	CA	US	4		JEM	Heliport	2274	6	Heliport	Emeryville Heliport
JEQ	Jequie	BA	BR	1	A	JEQ		2275	3	Airport	Jequie Airport
JER	Jersey		JE			JER		2276	3	Airport	Jersey Airport
JEV	Evry		FR			JEV	Off-line Point		1	Off-Line Point	Evry Off-line Point
JFM	Fremantle	WA	AU	4		JFM	Heliport		6	Heliport	Fremantle Heliport
JFN	Jefferson	OH	US	1		JFN	Ashtabula		3	Airport	Jefferson Ashtabula Airport
JFR	Paamiut		GL	1		JFR			3	Airport	Paamiut Airport
JGA	Jamnagar		IN			JGA	Govardhanpur	2279	3	Airport	Jamnagar Govardhanpur Airport
JGB	Jagdalpur		IN			JGB			3	Airport	Jagdalpur Airport
JGD	Jiagedaqi		CN			JGD			3	Airport	Jiagedaqi Airport
JGE	Geoje		KR			JGE	Heliport		6	Heliport	Geoje Heliport
JGN	Jiayuguan		CN			JGN			3	Airport	Jiayuguan Airport
JGO	Qeqertarsuaq		GL	1		JGO	Heliport		6	Heliport	Qeqertarsuaq Heliport
JGR	Kangilinnguit		GL	1		JGR	Heliport	2281	6	Heliport	Kangilinnguit Heliport
JGS	Ji'an		CN			JGS	Jinggangshan		3	Airport	Ji'an Jinggangshan Airport
JGX	Glendale	CA	US	4		JGX	Heliport	2282	6	Heliport	Glendale Heliport
JHB	Johor Bahru		MY			JHB	Sultan Ismail Intl	2283	3	Airport	Johor Bahru Sultan Ismail Intl Airport
JHC	Garden City	NY	US	1		JHC	Island Heliport	2284	6	Heliport	Garden City Island Heliport
JHG	Jinghong		CN			JHG	Xishuangbanna Gasa Int		3	Airport	Jinghong Xishuangbanna Gasa Int Airport
JHM	Kapalua	HI	US	6	A	JHM			3	Airport	Kapalua Airport
JHS	Sisimiut		GL	1		JHS			3	Airport	Sisimiut Airport
JHW	Jamestown	NY	US	1		JHW		2286	3	Airport	Jamestown Airport
JHY	Cambridge	MA	US	1		JHY	Hyatt Regency H/P		6	Heliport	Cambridge Hyatt Regency H/P Heliport
JIA	Juina	MT	BR	2		JIA			3	Airport	Juina Airport
JIB	Djibouti		DJ			JIB	Ambouli Intl	2287	3	Airport	Djibouti Ambouli Intl Airport
JIC	Jinchang		CN			JIC	Jinchuan		3	Airport	Jinchang Jinchuan Airport
JIJ	Jijiga		ET			JIJ			3	Airport	Jijiga Airport
JIK	Ikaria Island		GR			JIK			3	Airport	Ikaria Island Airport
JIL	Jilin		CN			JIL	Ertaizi		3	Airport	Jilin Ertaizi Airport
JIM	Jimma		ET			JIM	Aba Segud	2289	3	Airport	Jimma Aba Segud Airport
JIN	Jinja		UG			JIN		2290	3	Airport	Jinja Airport
JIP	Jipijapa		EC	1		JIP		2291	3	Airport	Jipijapa Airport
JIQ	Qianjiang		CN			JIQ	Wulingshan		3	Airport	Qianjiang Wulingshan Airport
JIQ	Qianjiang		CN			JQJ	Railway Station		5	Railway Station	Qianjiang Railway Station
JIR	Jiri		NP			JIR		2292	3	Airport	Jiri Airport
JIU	Jiujiang		CN			JIU	Lushan		3	Airport	Jiujiang Lushan Airport
JIW	Jiwani		PK			JIW		2293	3	Airport	Jiwani Airport
JJA	Jajao		SB			JJA			3	Airport	Jajao Airport
JJI	Juanjui		PE			JJI		2294	3	Airport	Juanjui Airport
JJM	Meru-Kinna		KE			JJM	Mulika Lodge		3	Airport	Meru-Kinna Mulika Lodge Airport
JJN	Quanzhou		CN			JJN	Jinjiang		3	Airport	Quanzhou Jinjiang Airport
JJU	Qaqortoq		GL	1		JJU	Heliport	2295	6	Heliport	Qaqortoq Heliport
JKG	Jonkoping		SE			JKG		2296	3	Airport	Jonkoping Airport
JKH	Chios		GR			JKH	Omiros	2297	3	Airport	Chios Omiros Airport
JKL	Kalymnos Island		GR			JKL			3	Airport	Kalymnos Island Airport
JKR	Janakpur		NP			JKR		2298	3	Airport	Janakpur Airport
JKT	Jakarta		ID	1		CGK	Soekarno-Hatta Intl		3	Airport	Jakarta Soekarno-Hatta Intl Airport
JKT	Jakarta		ID	1		HLP	Halim Perdanakusuma	1964	3	Airport	Jakarta Halim Perdanakusuma Airport
JKT	Jakarta		ID	1		JKT	Metropolitan Area		2	Metropolitan Area	Jakarta Metropolitan Area
JKV	Jacksonville	TX	US	2		JKV		2300	3	Airport	Jacksonville Airport
JLA	Cooper Lodge	AK	US	5		JLA	Quartz Creek		3	Airport	Cooper Lodge Quartz Creek Airport
JLD	Landskrona		SE			JLD	Heliport		6	Heliport	Landskrona Heliport
JLH	Arlington Heights	IL	US	2		JLH	US Army Heliport		6	Heliport	Arlington Heights US Army Heliport
JLN	Joplin	MO	US	2		JLN		2301	3	Airport	Joplin Airport
JLP	Juan-les-Pins		FR			JLP	Off-line Point		1	Off-Line Point	Juan-les-Pins Off-line Point
JLR	Jabalpur		IN			JLR		2303	3	Airport	Jabalpur Airport
JLS	Jales	SP	BR	1		JLS			3	Airport	Jales Airport
JMB	Jamba		AO			JMB		2304	3	Airport	Jamba Airport
JMC	Sausalito	CA	US	4		JMC	Marin County	2305	3	Airport	Sausalito Marin County Airport
JMH	Schaumburg	IL	US	2		JMH	Marriott Heliport		6	Heliport	Schaumburg Marriott Heliport
JMK	Mykonos		GR			JMK		2306	3	Airport	Mykonos Airport
JMO	Jomsom		NP			JMO		2307	3	Airport	Jomsom Airport
JMS	Jamestown	ND	US	2		JMS		2308	3	Airport	Jamestown Airport
JMU	Jiamusi		CN			JMU	Dongjiao		3	Airport	Jiamusi Dongjiao Airport
JNA	Januaria	MG	BR	1		JNA		2309	3	Airport	Januaria Airport
JNB	Johannesburg		ZA			GCJ	Grand Central		3	Airport	Johannesburg Grand Central Airport
JNB	Johannesburg		ZA			HLA	Lanseria International		3	Airport	Johannesburg Lanseria International Airport
JNB	Johannesburg		ZA			JNB	Metropolitan Area		2	Metropolitan Area	Johannesburg Metropolitan Area
JNB	Johannesburg		ZA			JNB	O.R. Tambo Int'l		3	Airport	Johannesburg O.R. Tambo Int'l Airport
JNB	Johannesburg		ZA			QRA	Rand	4155	3	Airport	Johannesburg Rand Airport
JNG	Jining		CN			JNG	Qufu		3	Airport	Jining Qufu Airport
JNI	Junin	BA	AR			JNI		2311	3	Airport	Junin Airport
JNJ	Duqm		OM			JNJ	Jaaluni		3	Airport	Duqm Jaaluni Airport
JNN	Nanortalik		GL	1		JNN	Heliport	2312	6	Heliport	Nanortalik Heliport
JNP	Newport Beach	CA	US	4		JNP	Heliport	2313	6	Heliport	Newport Beach Heliport
JNS	Narsaq		GL	1		JNS	Heliport	2314	6	Heliport	Narsaq Heliport
JNU	Juneau	AK	US	5		JNU	International	2315	3	Airport	Juneau International Airport
JNX	Naxos		GR			JNX			3	Airport	Naxos Airport
JNZ	Jinzhou		CN			JNZ	Xiaolingzi		3	Airport	Jinzhou Xiaolingzi Airport
JOE	Joensuu		FI			JOE		2316	3	Airport	Joensuu Airport
JOG	Yogyakarta		ID	1		JOG	Adisutjipto	2317	3	Airport	Yogyakarta Adisutjipto Airport
JOH	Port Saint John's		ZA			JOH			3	Airport	Port Saint John's Airport
JOI	Joinville	SC	BR	1		JOI	Lauro Carneiro Loyola	2318	3	Airport	Joinville Lauro Carneiro Loyola Airport
JOK	Yoshkar-Ola		RU	2		JOK			3	Airport	Yoshkar-Ola Airport
JOL	Jolo		PH			JOL		2319	3	Airport	Jolo Airport
JOM	Njombe		TZ			JOM		2320	3	Airport	Njombe Airport
JOP	Josephstaal		PG			JOP		2322	3	Airport	Josephstaal Airport
JOR	Orange	CA	US	4		JOR	The City Heliport	2323	6	Heliport	Orange The City Heliport
JOS	Jos		NG			JOS	Yakubu Gowon	2324	3	Airport	Jos Yakubu Gowon Airport
JOT	Joliet	IL	US	2		JOT	Municipal		3	Airport	Joliet Municipal Airport
JPA	Joao Pessoa	PB	BR	1	A	JPA	Castro Pinto	2325	3	Airport	Joao Pessoa Castro Pinto Airport
JPD	Pasadena	CA	US	4		JPD	Heliport		6	Heliport	Pasadena Heliport
JPR	Ji-Parana	RO	BR	2	A	JPR			3	Airport	Ji-Parana Airport
JQA	Qaarsut		GL	1		JQA			3	Airport	Qaarsut Airport
JQE	Jaque		PA			JQE			3	Airport	Jaque Airport
JRF	Kapolei	HI	US	6	A	JRF	Kalaeloa		3	Airport	Kapolei Kalaeloa Airport
JRH	Jorhat		IN			JRH	Rowriah	2326	3	Airport	Jorhat Rowriah Airport
JRK	Arsuk		GL	1		JRK	Heliport		6	Heliport	Arsuk Heliport
JRN	Juruena	MT	BR	2		JRN			3	Airport	Juruena Airport
JRO	Kilimanjaro		TZ			JRO	International	2327	3	Airport	Kilimanjaro International Airport
JRS	Jerusalem		**			JRS		2328	3	Airport	Jerusalem Airport
JSA	Jaisalmer		IN			JSA			3	Airport	Jaisalmer Airport
JSD	Stratford	CT	US	1		JSD	Sikorsky Heliport		6	Heliport	Stratford Sikorsky Heliport
JSH	Siteia		GR			JSH			3	Airport	Siteia Airport
JSI	Skiathos		GR			JSI	Alex. Papadiamantis	2329	3	Airport	Skiathos Alex. Papadiamantis Airport
JSM	Jose De San Martin	CB	AR			JSM		2331	3	Airport	Jose De San Martin Airport
JSO	Sodertalje		SE			JSO	Heliport		6	Heliport	Sodertalje Heliport
JSO	Sodertalje		SE			XEZ	Sodertalje S Rail Stn		5	Railway Station	Sodertalje Sodertalje S Rail Stn Railway Station
JSP	Seogwipo		KR			JSP	Heliport		6	Heliport	Seogwipo Heliport
JSR	Jessore		BD			JSR		2332	3	Airport	Jessore Airport
JST	Johnstown	PA	US	1		JST	Cambria County	2334	3	Airport	Johnstown Cambria County Airport
JSU	Maniitsoq		GL	1		JSU		2335	3	Airport	Maniitsoq Airport
JSY	Syros Island		GR			JSY	Dimitrios Vikelas		3	Airport	Syros Island Dimitrios Vikelas Airport
JTC	Bauru	SP	BR	1		JTC	Arealva		3	Airport	Bauru Arealva Airport
JTI	Jatai	GO	BR	1		JTI			3	Airport	Jatai Airport
JTO	Thousand Oaks	CA	US	4		JTO	Heliport		6	Heliport	Thousand Oaks Heliport
JTR	Thira		GR			JTR	Santorini		3	Airport	Thira Santorini Airport
JTY	Astypalaia Island		GR			JTY			3	Airport	Astypalaia Island Airport
JUA	Juara	MT	BR	2		JUA			3	Airport	Juara Airport
JUB	Juba		SS			JUB		2338	3	Airport	Juba Airport
JUH	Chizhou		CN			JUH	Jiuhuashan		3	Airport	Chizhou Jiuhuashan Airport
JUI	Juist		DE			JUI		2339	3	Airport	Juist Airport
JUJ	Jujuy	PJ	AR			JUJ	El Cadillal	2340	3	Airport	Jujuy El Cadillal Airport
JUK	Ukkusissat		GL	1		JUK	Heliport		6	Heliport	Ukkusissat Heliport
JUL	Juliaca		PE			JUL		2341	3	Airport	Juliaca Airport
JUM	Jumla		NP			JUM		2342	3	Airport	Jumla Airport
JUN	Jundah	QL	AU	2	B	JUN		2343	3	Airport	Jundah Airport
JUO	Jurado		CO			JUO			3	Airport	Jurado Airport
JUR	Jurien Bay	WA	AU	4		JUR		2344	3	Airport	Jurien Bay Airport
JUT	Juticalpa		HN			JUT		2345	3	Airport	Juticalpa Airport
JUU	Nuugaatsiaq		GL	1		JUU	Heliport		6	Heliport	Nuugaatsiaq Heliport
JUV	Upernavik		GL	1		JUV		2346	3	Airport	Upernavik Airport
JUZ	Quzhou		CN			JUZ			3	Airport	Quzhou Airport
JVA	Ankavandra		MG			JVA		2347	3	Airport	Ankavandra Airport
JVI	Manville	NJ	US	1		JVI	Kupper		3	Airport	Manville Kupper Airport
JVL	Janesville	WI	US	2		JVL	Rock County	2348	3	Airport	Janesville Rock County Airport
JWA	Jwaneng		BW			JWA		2349	3	Airport	Jwaneng Airport
JWN	Zanjan		IR			JWN			3	Airport	Zanjan Airport
JXA	Jixi		CN			JXA	Xingkaihu		3	Airport	Jixi Xingkaihu Airport
JXN	Jackson	MI	US	1		JXN	Reynolds Municipal	2350	3	Airport	Jackson Reynolds Municipal Airport
JXS	Jiaxing		CN			JXS	Jiaxingnan Railway Stn		5	Railway Station	Jiaxing Jiaxingnan Railway Stn Railway Station
JYR	Jiroft		IR			JYR			3	Airport	Jiroft Airport
JYV	Jyvaskyla		FI			JYV		2351	3	Airport	Jyvaskyla Airport
JZH	Jiuzhaigou		CN			JZH	Jiuzhai Huanglong		3	Airport	Jiuzhaigou Jiuzhai Huanglong Airport
KAA	Kasama		ZM			KAA		2352	3	Airport	Kasama Airport
KAB	Kariba		ZW			KAB		2353	3	Airport	Kariba Airport
KAC	Kamishly		SY			KAC		2354	3	Airport	Kamishly Airport
KAD	Kaduna		NG			KAD		2355	3	Airport	Kaduna Airport
KAE	Kake	AK	US	5		KAE	Sea Plane Base	2356	3	Airport	Kake Sea Plane Base Airport
KAF	Karato		PG			KAF			3	Airport	Karato Airport
KAG	Gangneung		KR			KAG	Air Base	2357	3	Airport	Gangneung Air Base Airport
KAI	Kaieteur		GY			KAI		2359	3	Airport	Kaieteur Airport
KAJ	Kajaani		FI			KAJ		2360	3	Airport	Kajaani Airport
KAK	Kar		PG			KAK			3	Airport	Kar Airport
KAL	Kaltag	AK	US	5		KAL		2361	3	Airport	Kaltag Airport
KAM	Kamaran Island		YE			KAM		2362	3	Airport	Kamaran Island Airport
KAN	Kano		NG			KAN	Mallam Aminu Kano Intl		3	Airport	Kano Mallam Aminu Kano Intl Airport
KAO	Kuusamo		FI			KAO		2364	3	Airport	Kuusamo Airport
KAP	Kapanga		CD	2		KAP		2365	3	Airport	Kapanga Airport
KAQ	Kamulai		PG			KAQ			3	Airport	Kamulai Airport
KAR	Kamarang		GY			KAR		2366	3	Airport	Kamarang Airport
KAS	Karasburg		NA			KAS			3	Airport	Karasburg Airport
KAT	Kaitaia		NZ	1		KAT		2367	3	Airport	Kaitaia Airport
KAU	Kauhava		FI			KAU		2368	3	Airport	Kauhava Airport
KAV	Kavanayen		VE			KAV		2369	3	Airport	Kavanayen Airport
KAW	Kawthaung		MM			KAW			3	Airport	Kawthaung Airport
KAX	Kalbarri	WA	AU	4		KAX		2371	3	Airport	Kalbarri Airport
KAY	Wakaya Island		FJ			KAY		2372	3	Airport	Wakaya Island Airport
KAZ	Kau		ID	3		KAZ	Kaubang		3	Airport	Kau Kaubang Airport
KBA	Kabala		SL			KBA		2373	3	Airport	Kabala Airport
KBB	Kirkimbie Station	NT	AU	3	A	KBB		2374	3	Airport	Kirkimbie Station Airport
KBC	Birch Creek	AK	US	5		KBC		2375	3	Airport	Birch Creek Airport
KBD	Kimberley Downs Stn	WA	AU	4		KBD		2376	3	Airport	Kimberley Downs Stn Airport
KBE	Bell Island	AK	US	5		KBE	Hot Springs SPB	2377	3	Airport	Bell Island Hot Springs SPB Airport
KBF	Karubaga		ID	3		KBF			3	Airport	Karubaga Airport
KBG	Kabalega Falls		UG			KBG		2378	3	Airport	Kabalega Falls Airport
KBI	Kribi		CM			KBI		2379	3	Airport	Kribi Airport
KBJ	Kings Canyon	NT	AU	3	A	KBJ			3	Airport	Kings Canyon Airport
KBK	Klag Bay	AK	US	5		KBK			3	Airport	Klag Bay Airport
KBL	Kabul		AF			KBL	International	2380	3	Airport	Kabul International Airport
KBM	Kabwum		PG			KBM		2381	3	Airport	Kabwum Airport
KBN	Kabinda		CD	2		KBN	Tunta	2382	3	Airport	Kabinda Tunta Airport
KBO	Kabalo		CD	2		KBO		2383	3	Airport	Kabalo Airport
KBQ	Kasungu		MW			KBQ			3	Airport	Kasungu Airport
KBR	Kota Bharu		MY			KBR	Sultan Ismail Petra	2385	3	Airport	Kota Bharu Sultan Ismail Petra Airport
KBS	Bo		SL			KBS		2386	3	Airport	Bo Airport
KBT	Kaben Island		MH			KBT			3	Airport	Kaben Island Airport
KBU	Kotabaru		ID	2		KBU	Gusti Sjamsir Alam		3	Airport	Kotabaru Gusti Sjamsir Alam Airport
KBV	Krabi		TH			KBV			3	Airport	Krabi Airport
KBX	Ayamaru		ID	3		KBX	Kambuaya		3	Airport	Ayamaru Kambuaya Airport
KBY	Streaky Bay	SA	AU	3		KBY		2387	3	Airport	Streaky Bay Airport
KBZ	Kaikoura		NZ	1		KBZ			3	Airport	Kaikoura Airport
KCA	Kuqa		CN			KCA	Quici	2388	3	Airport	Kuqa Quici Airport
KCB	Kasikasima		SR			KCB	Tepoe Airstrip		3	Airport	Kasikasima Tepoe Airstrip Airport
KCC	Coffman Cove	AK	US	5		KCC	Sea Plane Base	2389	3	Airport	Coffman Cove Sea Plane Base Airport
KCD	Kamur		ID	3		KCD			3	Airport	Kamur Airport
KCE	Collinsville	QL	AU	2	B	KCE		2390	3	Airport	Collinsville Airport
KCF	Kadanwari		PK			KCF	Thar		3	Airport	Kadanwari Thar Airport
KCH	Kuching		MY			KCH	International	2392	3	Airport	Kuching International Airport
KCH	Kuching		MY			ZGY	Kuching Port		7	Ferry Port	Kuching Kuching Port Ferry Port
KCI	Kun		TL			KCI			3	Airport	Kun Airport
KCJ	Komaio		PG			KCJ			3	Airport	Komaio Airport
KCK	Kirensk		RU	7		KCK			3	Airport	Kirensk Airport
KCL	Chignik	AK	US	5		KBW	Chignik Bay		3	Airport	Chignik Chignik Bay Airport
KCL	Chignik	AK	US	5		KCG	Fisheries		3	Airport	Chignik Fisheries Airport
KCL	Chignik	AK	US	5		KCL	Lagoon	2391	3	Airport	Chignik Lagoon Airport
KCL	Chignik	AK	US	5		KCL	Metropolitan Area		2	Metropolitan Area	Chignik Metropolitan Area
KCL	Chignik	AK	US	5		KCQ			3	Airport	Chignik Airport
KCM	Kahramanmaras		TR			KCM			3	Airport	Kahramanmaras Airport
KCN	Chernofski	AK	US	5		KCN	Sea Plane Base	2394	3	Airport	Chernofski Sea Plane Base Airport
KCO	Kocaeli		TR			KCO	Cengiz Topel		3	Airport	Kocaeli Cengiz Topel Airport
KCP	Kamianets-Podilskiy		UA			KCP			3	Airport	Kamianets-Podilskiy Airport
KCR	Colorado Creek	AK	US	5		KCR			3	Airport	Colorado Creek Airport
KCS	Kings Creek Station	NT	AU	3	A	KCS			3	Airport	Kings Creek Station Airport
KCT	Koggala		LK			KCT			3	Airport	Koggala Airport
KCU	Masindi		UG			KCU			3	Airport	Masindi Airport
KCZ	Kochi		JP			KCZ		2396	3	Airport	Kochi Airport
KDA	Kolda		SN			KDA		2397	3	Airport	Kolda Airport
KDB	Kambalda	WA	AU	4		KDB		2398	3	Airport	Kambalda Airport
KDC	Kandi		BJ			KDC			3	Airport	Kandi Airport
KDD	Khuzdar		PK			KDD			3	Airport	Khuzdar Airport
KDE	Koroba		PG			KDE		2399	3	Airport	Koroba Airport
KDF	Kouba		DZ			KDF	Off-line Point		1	Off-Line Point	Kouba Off-line Point
KDH	Kandahar		AF			KDH	International	2400	3	Airport	Kandahar International Airport
